Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,28-Feb-2019 05:03 PM,technical_17938.pdf,Finance,Updated CS may be prepared,Jayanta Kumar Barman,01-Mar-2019 04:36 PM,,BOQ Comparative Chart,23-Sep-2019,INR 13861359.91,60.0,Jayanta Kumar Barman,23-Sep-2019 02:56 PM,KUROBAHA.pdf (3503.00 KB),Name of Work Immediate measures forclosing of breach at 16th mk Kurobaha including restoration at 24rth km Bangalipara on R/B of river Pohumara under SDRF for 2018-19.,R. SARMA,Internal,"G.C. SARMA, P. CHOUDHURY",Jayanta Kumar Barman,23-Sep-2019 02:53 PM,finsummary_17938.pdf (54.63 KB),A. Kalita,Internal,"G.C. SARMA, P. GOSWAMI",Jayanta Kumar Barman,28-Feb-2019 05:04 PM,28-Feb-2019 05:05 PM,techsummary_17938.pdf (54.63 KB),1,53782,APURBA BARUA,01-Feb-2019 03:06 PM,Accepted-AOC,PROPER,23-Sep-2019 02:56 PM,1.0,53730.0,SRI PRANJIT KR DAS,INR,3984166.64,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11281_1,BARPETA/2018-19/SDRF/VII,IM at 24rth km Bangalipara,AOC,1.0,DD - Demand Draft,"2,77,227",Yes,percentage,2.0%,"The Executive Engineer, Barpeta W.R. Division",Barpeta,Department of Water Resources||Chief Engineer - DoWR,BARPETA/2018-19/SDRF/VII,2019_DoWR_11281_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,24-Jan-2019 06:00 PM,05-Feb-2019 02:00 PM,24-Jan-2019 06:05 PM,04-Feb-2019 02:00 PM,NA ,NA ,29-Jan-2019 09:00 AM,04-Feb-2019 02:00 PM,28-Feb-2019 05:05 PM,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,IM at 24rth km Bangalipara,Immediate measures forclosing of breach at 16th mk Kurobaha including restoration at 24rth km Bangalipara on R/B of river Pohumara under SDRF for 2018-19.,Please refer Tender documents. ,NA ,"1,38,61,359",Civil Works,NA ,Tender,180.0,60.0,BARPETA,781301.0,NA ,NA ,NA ,GUWAHATI,No ,No,1.0,Fee,.pdf,fee,"5,000","The Executive Engineer, Barpeta W. R. Division",Barpeta,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54082,Champak Pathak,04-Feb-2019 01:46 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Feb-2019 05:03 PM,2.0,53782.0,APURBA BARUA,INR,3983909.62,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53850,DILNUR ALI,01-Feb-2019 09:00 PM,Not Admitted-Fee,Insufficient Fee amount,28-Feb-2019 03:43 PM,3.0,53979.0,MANOJ KUMAR SARMA,INR,4506454.6,,,,,AOC,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53979,MANOJ KUMAR SARMA,04-Feb-2019 10:19 AM,Accepted-AOC,PROPER,23-Sep-2019 02:56 PM,,,,,,,,,,AOC,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,53694,MOHAMMAD MANJUR ALAM,31-Jan-2019 11:40 PM,Rejected-AOC,Not Qualified for AOC,23-Sep-2019 02:56 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,53865,MOON MOON RAY,01-Feb-2019 10:41 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Feb-2019 05:03 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,53963,SRI GURUPAD DAS,02-Feb-2019 07:36 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Feb-2019 05:03 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53866,Sri Nirendu Roy,01-Feb-2019 11:13 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Feb-2019 05:03 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,53730,SRI PRANJIT KR DAS,01-Feb-2019 10:20 AM,Accepted-AOC,PROPER,23-Sep-2019 02:56 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,53964,Sri Sanjib Sarma,02-Feb-2019 08:43 PM,Rejected-AOC,Not Qualified for AOC,23-Sep-2019 02:56 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
