Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,R/R damages due to laying of Con Dhaneta Hamirpur,2018_PWD_22546_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"84,000",No,fixed,,EE Hamirpur,EE Hamirpur,27-Jul-2018 06:00 PM,08-Aug-2018 03:00 PM,27-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,NA ,NA ,27-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,20-Aug-2018 03:00 PM,Restoration of rain damages due to laying of OFC on Dhaneta Hamirpur road Km. 18/0 to 36/0,"P/L WMM, BC in Km. 33/0 to 36/0 and U-Shape drain at various RDs",Please refer Tender documents. ,NA ,"51,34,544",Civil Works - Roads,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"2,500",EE Hamirpur,EE Hamirpur,No,EE Hamirpur,Xeecutive Engineer HPPWD Hamirpur,AOC,1.0,91274.0,AIDANT IMPLEMENTATION PRIVATE LIMITED,07-Aug-2018 10:34 PM,Rejected-Technical,Rejected,20-Aug-2018 12:37 PM,Technical,Attached,Vivek Sharma,20-Aug-2018 10:15 AM,technical_31686.pdf,Finance,Attached,Vivek Sharma,05-Oct-2019 03:54 PM,finance_31686.pdf,BOQ Comparative Chart,1.0,91267.0,ASHISH SHARMA,INR,"6,111,379",PWD,2018_PWD_22546_1,R/R damages due to laying of Con Dhaneta Hamirpur,Restoration of rain damages due to laying of OFC on Dhaneta Hamirpur road Km. 18/0 to 36/0,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,20-Aug-2018 12:37 PM,20-Aug-2018 03:00 PM,techsummary_31686.pdf (221.48 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,05-Oct-2019 04:12 PM,finsummary_31686.pdf (667.19 KB),05-Oct-2019,"INR 5,831,973",90.0,Vivek Sharma,05-Oct-2019 04:17 PM,DhanetaFf.pdf (1543.00 KB),Award,AOC
,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,AOC,2.0,91267.0,ASHISH SHARMA,07-Aug-2018 09:02 PM,Accepted-AOC,l1,05-Oct-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,AOC,3.0,91269.0,MOHINDER PAL GOVT. CONTRACTOR,07-Aug-2018 09:18 PM,Rejected-AOC,l2,05-Oct-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,AOC,4.0,91270.0,Praveen Kumar,07-Aug-2018 09:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Aug-2018 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,AOC,5.0,91271.0,Sanjay Thakur,07-Aug-2018 10:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Aug-2018 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration No. EPF,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
