EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"3,99,999",Yes,percentage,2.0%,"Executive Engineer, North Lakhimpur W.R. Division",Lakhimpur,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",Department of Water Resources||Chief Engineer - DoWR,NLP/SDRF/2018-19/GHANCHARAI/1,2019_DoWR_11333_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"5,000","Executive Engineer, North Lakhimpur W.R. Division",Lakhimpur,No,Immediate measures for restoration of flood damages to Subansiri Right Bank Embankment at Ghancharai in between Ch. 34500m to 37100m including pro-siltation measures under SDRF for 2018- 19,Immediate measures for restoration of flood damages to Subansiri Right Bank Embankment at Ghancharai in between Ch. 34500m to 37100m including pro-siltation measures under SDRF for 2018- 19,Please refer Tender documents. ,NA ,"1,99,99,967",Civil Works,NA ,Tender,180.0,60.0,North Lakhimpur,787001.0,NA ,NA ,NA ,Dibrugarh,No ,No,23-Jan-2019 06:00 PM,04-Feb-2019 02:00 PM,23-Jan-2019 06:05 PM,02-Feb-2019 02:00 PM,NA ,NA ,28-Jan-2019 10:00 AM,02-Feb-2019 02:00 PM,28-Mar-2019 03:15 PM,1.0,Fee,.pdf,Cost of Tender and EMD,AOC,24-Sep-2019,INR 19999967.39,60.0,Shamim Akhtar Laskar,24-Sep-2019 02:14 PM,ghancharai.pdf (4426.00 KB),Immediate measures for restoration of flood damages to Subansiri Right Bank Embankment at Ghancharai in between Ch. 34500m to 37100m including pro-siltation measures under SDRF for 2018- 19,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,28-Mar-2019 03:10 PM,28-Mar-2019 03:15 PM,techsummary_17994.pdf (754.57 KB),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11333_1,NLP/SDRF/2018-19/GHANCHARAI/1,Immediate measures for restoration of flood damages to Subansiri Right Bank Embankment at Ghancharai in between Ch. 34500m to 37100m including pro-siltation measures under SDRF for 2018- 19,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,28-Mar-2019 03:05 PM,technical_17994.pdf,Finance,Updated CS may be opened.,Joy Sekhar Chakraborty,28-Mar-2019 03:32 PM,finance_17994.pdf,BOQ Comparative Chart,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,28-Mar-2019 03:40 PM,finsummary_17994.pdf (754.57 KB),1.0,53265.0,Ashok Kumar Jain,INR,2999368.0,1,53323,Akhil Kumar Jain,01-Feb-2019 02:26 PM,Accepted-AOC,PROPER,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,53305.0,Md Gafur,INR,3000691.0,2,53144,Ashok Kumar Agarwalla,01-Feb-2019 06:46 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,53323.0,Akhil Kumar Jain,INR,2999368.0,3,53265,Ashok Kumar Jain,01-Feb-2019 03:24 PM,Accepted-AOC,PROPER,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,53523.0,S.A. ENTERPRISE,INR,2999368.0,4,53900,BINOD KUMAR PRASAD,02-Feb-2019 09:16 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,53896.0,pulin borgohain,INR,299368.0,5,53574,Dipak Kr Basing,31-Jan-2019 12:54 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Mar-2019 03:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,53915.0,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,INR,2999368.0,6,53377,JITU HAZARIKA,01-Feb-2019 10:41 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,53308,Khitish Ojha,02-Feb-2019 12:42 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Mar-2019 03:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53305,Md Gafur,02-Feb-2019 12:12 PM,Accepted-AOC,PROPER,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,53829,MURARILAL BANSAL,01-Feb-2019 07:19 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Mar-2019 03:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,53584,NAGENDRA BAGIRI,01-Feb-2019 11:59 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,53912,NANDALAL PD. GUPTA,02-Feb-2019 11:14 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,53931,NORTHERN GASES,02-Feb-2019 12:47 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,28-Mar-2019 03:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,53749,PARTHA PRATIM HAZARIKA,01-Feb-2019 07:14 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,53896,pulin borgohain,02-Feb-2019 11:38 AM,Accepted-AOC,PROPER,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,53843,RAM SAGAR PRASAD,01-Feb-2019 08:23 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,53523,S.A. ENTERPRISE,01-Feb-2019 10:52 AM,Accepted-AOC,PROPER,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,53370,SONJIB DAS,01-Feb-2019 09:40 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 02:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,53915,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,02-Feb-2019 11:23 AM,Accepted-AOC,PROPER,24-Sep-2019 02:14 PM,AOC
