Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Yes,28-Jun-2019 05:00 PM,08-Jul-2019 11:30 AM,28-Jun-2019 05:00 PM,06-Jul-2019 05:00 PM,NA ,NA ,28-Jun-2019 05:00 PM,06-Jul-2019 05:00 PM,24-Jul-2019 11:00 AM,1.0,DD - Demand Draft,"22,000",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,PWD,PW/BGN/T-I/2019-20-1576-1605 dt 11.06.2019,2019_PWD_29710_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,Co Link road to village Baral ward No2 Harizan Basti G.P Budhar km 0000 to 2500 SH Co 2 Nos 900 mm dia Hume pipe culvert at RD 0500 1415 and Interlocking paver block 100 to 1300,Co Link road to village Baral ward No2 Harizan Basti G.P Budhar km 0000 to 2500 SH Co 2 Nos 900 mm dia Hume pipe culvert at RD 0500 1415 and Interlocking paver block 100 to 1300,Please refer Tender documents. ,NA ,"10,96,464",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174309.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,PWD,2019_PWD_29710_1,PW/BGN/T-I/2019-20-1576-1605 dt 11.06.2019,Co Link road to village Baral ward No2 Harizan Basti G.P Budhar km 0000 to 2500 SH Co 2 Nos 900 mm dia Hume pipe culvert at RD 0500 1415 and Interlocking paver block 100 to 1300,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,23-Jul-2019 11:27 AM,24-Jul-2019 11:00 AM,techsummary_42952.pdf (107.22 KB),EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,07-Oct-2019 12:48 PM,finsummary_42952.pdf (154.39 KB),07-Oct-2019,"INR 1,096,464",30.0,Ram Saroop Kalia,07-Oct-2019 12:50 PM,29710.pdf (154.00 KB),Award letter,Finance,Bid opening summary,Ram Saroop Kalia,07-Oct-2019 12:45 PM,finance_42952.pdf,BOQ Comparative Chart,1.0,123757.0,Ram,INR,"1,633,247",1.0,123761.0,Bodh Raj,04-Jul-2019 04:09 PM,Rejected-Finance,Due to higher side from L-1,07-Oct-2019 12:48 PM,Technical,technical evaluation summary,Ram Saroop Kalia,23-Jul-2019 11:26 AM,technical_42952.pdf,AOC
,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,123757.0,Ram,04-Jul-2019 03:59 PM,Accepted-AOC,Due to L-1,07-Oct-2019 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
