Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,25-Jun-2018 06:00 PM,05-Jul-2018 02:00 PM,25-Jun-2018 06:05 PM,05-Jul-2018 02:00 PM,NA ,NA ,30-Jun-2018 10:00 AM,05-Jul-2018 02:00 PM,06-Sep-2018 03:40 PM,I M at Upanoi,Immediate measures for restoration of flood damages on R/B of river Kaldia at Upanoi area under SDRF for 2017-18.,Please refer Tender documents. ,NA ,"1,68,34,990",Civil Works,NA ,Tender,180.0,60.0,Barpeta,781301.0,NA ,NA ,NA ,Guwahati,No ,No,"5,000","The Executive Engineer, Barpeta WR Division",Barpeta,No,"3,36,700",Yes,percentage,2.0%,"The Executive Engineer, Barpeta WR Division",Barpeta,1.0,DD - Demand Draft,Department of Water Resources||Chief Engineer - DoWR,BARPETA/SDRF/17-18/II/4,2018_DoWR_7721_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,Fee,.pdf,Cost of Tender and EMD,AOC,Technical,Financial bid of the successful bidder may be opened,Priyanka Bora,06-Sep-2018 03:32 PM,technical_11623.pdf,1.0,Tender Revoked,Tender Revoked,06-Sep-2018 10:42 AM,revoke.pdf ,496.04,Technical Opening,1.0,38036.0,KAMAL KAKATI,INR,3787644.45,1,38167,Ashok Kumar Agarwalla,05-Jul-2018 12:18 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,R. SARMA,Internal,"G.C. SARMA, P. CHOUDHURY",Jayanta Kumar Barman,19-Sep-2019 03:37 PM,finsummary_11623.pdf (54.63 KB),A. Kalita,Internal,"G. C. Sarma, P. Choudhury",Priyanka Bora,06-Sep-2018 03:35 PM,06-Sep-2018 03:40 PM,techsummary_11623.pdf (54.61 KB),Department of Water Resources||Chief Engineer - DoWR,2018_DoWR_7721_1,BARPETA/SDRF/17-18/II/4,I M at Upanoi,19-Sep-2019,INR 16834990.85,60.0,Jayanta Kumar Barman,19-Sep-2019 03:44 PM,document_1540_1.PDF (817.00 KB),Name of Work Immediate measures for restoration of flood damages on R/B of river Kaldia at Upanoi area under SDRF for 2017-18.,Finance,Updated CS may be prepared,Priyanka Bora,20-Sep-2018 11:22 AM,finance_11623.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,AOC,,,,,,,,,,,,,2.0,38101.0,RAJIB KUMAR DEKA,INR,3789935.44,2,38132,Bipul Nath,04-Jul-2018 01:01 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,3.0,38162.0,Nitya Nath,INR,3785978.1,3,38178,DAMBARU DHAR DAS,04-Jul-2018 11:32 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4.0,38211.0,RAJIB KUMAR CHOUDHURY,INR,3787092.03,4,38130,DILNUR ALI,05-Jul-2018 01:06 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,38194,JAMIR KHAN,05-Jul-2018 04:50 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,38036,KAMAL KAKATI,30-Jun-2018 06:45 PM,Accepted-AOC,PROPER,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,38182,MANOJ PATOWARY,05-Jul-2018 12:41 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,38185,MOHAMMAD MANJUR ALAM,05-Jul-2018 01:02 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,38175,M/S REALITY ASSOCIATES- CHANDIT BARO-JV,04-Jul-2018 10:46 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,38162,Nitya Nath,05-Jul-2018 01:43 PM,Accepted-AOC,PROPER,19-Sep-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
