Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",Installation of steel crash barrier on Haripurdhar Kupvi road km. 0/00 to 6/500,P/F W metal Steel Crash barrier beam along with PCC edge wall at RD 0/980 to 1/140,Please refer Tender documents. ,NA ,"5,48,109",Civil Works,NA ,Tender,90.0,90.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,PWD,2783-2833 Dated 22.07.2019,2019_PWD_30571_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,03-Aug-2019 04:30 PM,19-Aug-2019 02:00 PM,03-Aug-2019 05:00 PM,17-Aug-2019 05:00 PM,NA ,NA ,03-Aug-2019 05:00 PM,17-Aug-2019 05:00 PM,29-Aug-2019 11:00 AM,"11,000",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,AOC,1.0,128183.0,Karan jeet Attri,INR,"553,325",09-Oct-2019,"INR 548,109",90.0,Rattan Kumar Sharma,09-Oct-2019 03:21 PM,55.pdf (1394.00 KB),AOC,PWD,2019_PWD_30571_13,2783-2833 Dated 22.07.2019,Installation of steel crash barrier on Haripurdhar Kupvi road km. 0/00 to 6/500,Executive Engineer,Internal,TENDER ASSISTANT SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,09-Oct-2019 03:19 PM,finsummary_44033.pdf (255.96 KB),Finance,SUMMARY,Rattan Kumar Sharma,31-Aug-2019 10:41 AM,finance_44033.pdf,BOQ Comparative Chart,1.0,Corrigendum,CORRIGENDUM,29-Aug-2019 10:47 AM,1.pdf ,10.04,Technical Opening,1,128056,ANIL KUMAR,16-Aug-2019 11:34 PM,Rejected-Technical,Not Qualified,29-Aug-2019 10:57 AM,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,29-Aug-2019 10:57 AM,29-Aug-2019 11:00 AM,techsummary_44033.pdf (295.18 KB),Technical,summary,Rattan Kumar Sharma,29-Aug-2019 10:55 AM,technical_44033.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,128083,atma ram,17-Aug-2019 11:03 AM,Rejected-Finance,NOT THE LOWEST BIDDER,09-Oct-2019 03:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,127765,Babu Ram,14-Aug-2019 09:59 AM,Rejected-Technical,Not Qualified,29-Aug-2019 10:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NUMBER,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,128088,Harish Thakur,17-Aug-2019 11:29 AM,Rejected-Finance,NOT THE LOWEST BIDDER,09-Oct-2019 03:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,128061,JAGDISH KUMAR,17-Aug-2019 08:13 AM,Rejected-Technical,Not Qualified,29-Aug-2019 10:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,128183,Karan jeet Attri,17-Aug-2019 03:06 PM,Accepted-AOC,AOC,09-Oct-2019 03:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,128093,Naveen Chauhan,17-Aug-2019 12:29 PM,Rejected-Finance,NOT THE LOWEST BIDDER,09-Oct-2019 03:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,128079,netar Singh Sharma,17-Aug-2019 10:37 AM,Rejected-Finance,NOT THE LOWEST BIDDER,09-Oct-2019 03:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,128064,RANBEER SINGH,17-Aug-2019 08:30 AM,Rejected-Finance,NOT THE LOWEST BIDDER,09-Oct-2019 03:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 100.00 LAC,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,128068,SITA RAM,17-Aug-2019 08:50 AM,Rejected-Finance,NOT THE LOWEST BIDDER,09-Oct-2019 03:19 PM,,,,,,,,,,,,,AOC
