Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Director, Design and Planning, Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, EE, Sivasagar W.R. Division, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,16-Feb-2019 07:11 PM,finsummary_17594.pdf (754.57 KB),30-Sep-2019,INR 19832614.12,180.0,Shamim Akhtar Laskar,30-Sep-2019 05:42 PM,BAH.pdf (5653.00 KB),Protection of Desang left bank at Bahboria Rongchual Changmai Gaon from the erosion of river Desang under Charaideo District. (review),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Director, Design and Planning, Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, EE, Sivasagar W.R. Division",Joy Sekhar Chakraborty,16-Feb-2019 05:31 PM,16-Feb-2019 05:35 PM,techsummary_17594.pdf (754.57 KB),1,53702,ADITYA DOWARAH,01-Feb-2019 01:18 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,16-Feb-2019 05:29 PM,technical_17594.pdf,Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,16-Feb-2019 05:50 PM,finance_17594.pdf,BOQ Comparative Chart,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11017_1,SIV/RIDF/2018-19/RONGCHUAL/1,Protection of Desang left bank at Bahboria Rongchual Changmai,1.0,52978.0,Sailendra Kalita,INR,2230993.0,AOC,Department of Water Resources||Chief Engineer - DoWR,SIV/RIDF/2018-19/RONGCHUAL/1,2019_DoWR_11017_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,"3,96,652",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W. R. Division",Sivasagar,1.0,DD - Demand Draft,11-Jan-2019 06:00 PM,02-Feb-2019 02:00 PM,11-Jan-2019 06:05 PM,01-Feb-2019 02:00 PM,NA ,NA ,16-Jan-2019 10:00 AM,01-Feb-2019 02:00 PM,16-Feb-2019 05:35 PM,Protection of Desang left bank at Bahboria Rongchual Changmai,Protection of Desang left bank at Bahboria Rongchual Changmai Gaon from the erosion of river Desang under Charaideo District. (review),Please refer Tender documents. ,NA ,"1,98,32,614",Civil Works,NA ,Tender,180.0,180.0,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,1.0,Fee,.pdf,Cost of Tender and EMD,"5,000","The Executive Engineer, Sivasagar W. R. Division",Sivasagar,No,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",AOC
,,,,,,,,,,,,,,,,,,,,2,53260,DHRUBAJIT CHETIA,31-Jan-2019 09:58 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,,,,,,,,,,,,,,,,2.0,53018.0,Sri Hemanta Phukan,INR,2230946.0,AOC,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,53432,DINESH BHUYAN,30-Jan-2019 08:03 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,,,,,,,,,,,,,,,,3.0,53233.0,UPEN KUMAR BORTHAKUR,INR,2230941.0,AOC,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,53688,DP-DILIP-JV,01-Feb-2019 12:02 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,16-Feb-2019 05:29 PM,,,,,,,,,,,,,,,,4.0,53352.0,RAJANI CHETIA,INR,2230981.0,AOC,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,53325,JAYANTA KUMAR DUTTA,31-Jan-2019 04:24 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,,,,,,,,,,,,,,,,5.0,53365.0,UTTAM BORAH,INR,2231596.0,AOC,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,53355,JOGESH KALITA,30-Jan-2019 07:04 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,,,,,,,,,,,,,,,,6.0,53374.0,S.A. ENTERPRISE,INR,2230983.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,53650,KISHUR RUPAM JV,31-Jan-2019 07:48 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,,,,,,,,,,,,,,,,7.0,53539.0,M/S SUNSHINE ASSOCIATES,INR,2230932.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,53359,MADHURJYA BHUYAN,31-Jan-2019 11:54 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,16-Feb-2019 05:29 PM,,,,,,,,,,,,,,,,8.0,53604.0,M/s KALITA CONSTRUCTION,INR,2230985.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,53571,MOINUDDIN AHMED,31-Jan-2019 04:06 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,16-Feb-2019 05:29 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,53462,M/S EAST INDIA CONSTRUCTION,31-Jan-2019 09:29 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Sep-2019 05:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
