Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,"8,700",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,1.0,DD - Demand Draft,PWD,2499-2550 DATED 16.07.2019,2019_PWD_30355_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Installation of Steel Crash Barier on Danoi Khud Drabil Road km. 0/00 to 19/00,"P/F W matal beam crash barrier at RD. 9/850 to 9/970 alongwith edge wall at RD. 9/850 to 9/854, 9/886 to 9/890,9/920 to 9/924 and 9/960 to 9/964).",Please refer Tender documents. ,NA ,"4,32,056",Civil Works,NA ,Tender,90.0,60.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,25-Jul-2019 04:30 PM,08-Aug-2019 02:00 PM,25-Jul-2019 05:00 PM,07-Aug-2019 05:00 PM,NA ,NA ,25-Jul-2019 05:00 PM,07-Aug-2019 05:00 PM,21-Aug-2019 03:00 PM,AOC,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,21-Aug-2019 02:54 PM,21-Aug-2019 03:00 PM,techsummary_43747.pdf (612.15 KB),PWD,2019_PWD_30355_5,2499-2550 DATED 16.07.2019,Installation of Steel Crash Barier on Danoi Khud Drabil Road km. 0/00 to 19/00,04-Oct-2019,"INR 432,056",60.0,Rattan Kumar Sharma,04-Oct-2019 01:09 PM,35.pdf (1212.00 KB),AOC,Executive Engineer,Internal,TENDER ASSISTANT SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,04-Oct-2019 01:05 PM,finsummary_43747.pdf (546.72 KB),Finance,SUMMARY,Rattan Kumar Sharma,25-Aug-2019 11:05 AM,finance_43747.pdf,BOQ Comparative Chart,1.0,126997.0,Ashok Kumar,INR,"404,903",1.0,127059.0,Anil Kumar,07-Aug-2019 04:32 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,Technical,Summary,Rattan Kumar Sharma,09-Aug-2019 12:43 PM,technical_43747.pdf,AOC
,,,,.pdf,EARNEST MONEY,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,126959.0,ANIL KUMAR,06-Aug-2019 06:25 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,,,,,,AOC
,,,,.pdf,CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,126997.0,Ashok Kumar,07-Aug-2019 11:29 AM,Accepted-AOC,AOC,04-Oct-2019 01:09 PM,,,,,,AOC
,,,,.pdf,GST NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,127079.0,Babu ram,07-Aug-2019 04:09 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,,,,,,AOC
,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,127006.0,DINESH KUMAR GUPTA,07-Aug-2019 12:12 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,,,,,,AOC
,,,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,126939.0,Karan jeet Attri,06-Aug-2019 04:30 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,,,,,,AOC
,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,126854.0,Surender Singh,05-Aug-2019 06:36 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,,,,,,AOC
,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,126982.0,Virender Pundir,07-Aug-2019 09:30 AM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:05 PM,,,,,,AOC
,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,126804.0,virender singh,05-Aug-2019 11:47 AM,Rejected-Technical,Not Qualified,21-Aug-2019 02:54 PM,,,,,,AOC
,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
