Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",PWD,No.PWC-WA-Contt.1975-2074 dated 27.5.2019,2019_PWD_29192_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,"Executive Engineer, Chamba Division HPPWD Chamba",chamba,No,Annual Maintenance of various road under Chamba Sub Division No. 1 . Patch work on Masroond Sandhi Mani Sirh Sarol road and Balo to Behod roa,Annual Maintenance of various road under Chamba Sub Division No. 1 . Patch work on Masroond Sandhi Mani Sirh Sarol road and Balo to Behod roa,Please refer Tender documents. ,NA ,"10,99,263",Civil Works,NA ,Tender,60.0,30.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,08-Jun-2019 10:00 AM,25-Jun-2019 11:30 AM,08-Jun-2019 10:00 AM,24-Jun-2019 05:00 PM,NA ,NA ,08-Jun-2019 10:00 AM,24-Jun-2019 05:00 PM,28-Jun-2019 11:30 AM,"22,000",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form ( as per schedule F ),AOC,1.0,122513.0,Construction,22-Jun-2019 04:34 PM,Rejected-AOC,L2,18-Oct-2019 03:49 PM,Technical,Bid opening Summary,Jeet Singh Thakur,26-Jun-2019 08:38 PM,technical_42277.pdf,1.0,122508.0,Manesh Mehta,INR,"1,469,650",Finance,Bid opening Summary,Jeet Singh Thakur,18-Oct-2019 03:46 PM,finance_42277.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,26-Jun-2019 08:40 PM,28-Jun-2019 11:30 AM,techsummary_42277.pdf (258.93 KB),PWD,2019_PWD_29192_1,No.PWC-WA-Contt.1975-2074 dated 27.5.2019,Annual Maintenance of various road under Chamba Sub Division No. 1 . Patch work on Masroond Sandhi Mani Sirh Sarol road and Balo to Behod roa,18-Oct-2019,"INR 1,099,263",30.0,Jeet Singh Thakur,18-Oct-2019 03:49 PM,21.5182.pdf (330.00 KB),Annual Maintenance of various road under Chamba Sub Division No. 1 . Patch work on Masroond Sandhi Mani Sirh Sarol road and Balo to Behod roa,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,18-Oct-2019 03:48 PM,finsummary_42277.pdf (158.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,.pdf,Earnest Money ( as per schedule F ),AOC,2.0,122508.0,Manesh Mehta,24-Jun-2019 04:40 PM,Accepted-AOC,L1,18-Oct-2019 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,.pdf,Contractors Registration ( Refer General Rule No.23 and as per invitation of bid ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work 40 percent estimated value work without L.D. in last five year.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Own Mini Hot mix plant and Road Roller documentary proof for the same will have to be furnished,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
