Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,03-Mar-2019 06:13 PM,technical_18281.pdf,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,04-Mar-2019 11:26 AM,finsummary_18281.pdf (754.57 KB),1,56014,AMRIT CHETIA,20-Feb-2019 04:48 PM,Accepted-AOC,Proper,21-Sep-2019 10:43 AM,1.0,55509.0,SRI SUDIP KUMAR DAS,INR,2494834.0,Finance,Updated CS may be prepared.,Joy Sekhar Chakraborty,04-Mar-2019 11:23 AM,finance_18281.pdf,BOQ Comparative Chart,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,03-Mar-2019 06:15 PM,04-Mar-2019 09:00 AM,techsummary_18281.pdf (754.57 KB),1.0,Revocation of Tender,Revocation of Tender,03-Mar-2019 06:05 PM,Corrigendum.pdf ,240.53,Technical Opening,21-Sep-2019,INR 19516232.67,180.0,Joy Sekhar Chakraborty,21-Sep-2019 10:43 AM,karaiguripackage1.pdf (12125.00 KB),Anti-erosion measures to Extension of Tengakhat bund on the R/B of river Buridehing up to Jokai R.F. (Protection work at 10th km Koraiguri) (Package 1),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11548_1,DIB/RIDF/2018-19/KARAIGURI/1,Anti-erosion measures to Extension of Tengakhat bund on the R/B of river Buridehing up to Jokai R.F. (Protection work at 10th km Koraiguri) (Package 1),AOC,Anti-erosion measures to Extension of Tengakhat bund on the R/B of river Buridehing up to Jokai R.F. (Protection work at 10th km Koraiguri) (Package 1),Anti-erosion measures to Extension of Tengakhat bund on the R/B of river Buridehing up to Jokai R.F. (Protection work at 10th km Koraiguri) (Package 1),Please refer Tender documents. ,NA ,"1,95,16,233",Civil Works,NA ,Tender,180.0,180.0,Dibrugarh,786005.0,NA ,NA ,NA ,Dibrugarh,No ,No,"3,90,325",Yes,percentage,2.0%,"The Executive Engineer, Dibrugarh W.R. Division",Dibrugarh,1.0,DD - Demand Draft,Department of Water Resources||Chief Engineer - DoWR,DIB/RIDF/2018-19/KARAIGURI/1,2019_DoWR_11548_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,31-Jan-2019 06:00 PM,22-Feb-2019 02:00 PM,31-Jan-2019 06:05 PM,21-Feb-2019 02:00 PM,NA ,NA ,16-Feb-2019 10:00 AM,21-Feb-2019 02:00 PM,04-Mar-2019 09:00 AM,1.0,Fee,.pdf,Cost of Tender and EMD,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05","5,000","The Executive Engineer, Dibrugarh W.R. Division",Dibrugarh,No,AOC
,,,,,,,,,,,2,56084,BOLIN DOWERAH,21-Feb-2019 10:48 AM,Rejected-AOC,Not Qualified for AOC,21-Sep-2019 10:43 AM,2.0,55511.0,SRI HRIDAY CHUTIA,INR,2493679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,AOC
,,,,,,,,,,,3,56085,Kishur Konwar,21-Feb-2019 11:01 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,03-Mar-2019 06:13 PM,3.0,55581.0,Sailendra Kalita,INR,2496143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,4,55963,M/S. M.P. AGARWALLA,21-Feb-2019 11:56 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,03-Mar-2019 06:13 PM,4.0,55585.0,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,INR,2542662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,5,55599,Rizwan Ansari,16-Feb-2019 09:24 PM,Not Admitted-Fee,Fee not received,03-Mar-2019 06:11 PM,5.0,55657.0,SARJUG SAH,INR,2492018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,6,55581,Sailendra Kalita,20-Feb-2019 06:12 PM,Accepted-AOC,Proper,21-Sep-2019 10:43 AM,6.0,55780.0,Utpal Gogoi,INR,2561565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,7,55657,SARJUG SAH,21-Feb-2019 11:58 AM,Accepted-AOC,Proper,21-Sep-2019 10:43 AM,7.0,56014.0,AMRIT CHETIA,INR,2482733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,8,55511,SRI HRIDAY CHUTIA,16-Feb-2019 11:05 AM,Accepted-AOC,Proper,21-Sep-2019 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,9,55509,SRI SUDIP KUMAR DAS,16-Feb-2019 11:23 AM,Accepted-AOC,Proper,21-Sep-2019 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,10,55585,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,16-Feb-2019 06:56 PM,Accepted-AOC,Proper,21-Sep-2019 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
