EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"82,201",Yes,percentage,2.0%,"The Executive Engineer, Jorhat W.R. Division",Jorhat,1.0,Fee,.pdf,Cost of Tender and EMD,Department of Water Resources||Chief Engineer - DoWR,JOR/RIDF/2018-19/JHANJIMUKH/1,2019_DoWR_11469_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Fortification of Brahmaputra Dyke from Jhanjimukh to Neamati Ph-I from Ch.2000 m to 9550 m (Under NABARD RIDF - XXIV) (Package 2),Fortification of Brahmaputra Dyke from Jhanjimukh to Neamati Ph-I from Ch.2000 m to 9550 m (Under NABARD RIDF - XXIV) (Package 2),Please refer Tender documents. ,NA ,"41,10,030",Civil Works,NA ,Tender,180.0,180.0,Jorhat,785001.0,NA ,NA ,NA ,Dibrugarh,No ,No,28-Jan-2019 06:00 PM,19-Feb-2019 02:00 PM,28-Jan-2019 06:05 PM,18-Feb-2019 02:00 PM,NA ,NA ,13-Feb-2019 10:00 AM,18-Feb-2019 02:00 PM,07-May-2019 10:50 AM,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05","1,000","The Executive Engineer, Jorhat W.R. Division",Jorhat,No,AOC,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Jorhat W. R. Division, Jorhat, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Joy Sekhar Chakraborty,07-May-2019 11:04 AM,finsummary_18167.pdf (754.57 KB),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Jorhat W. R. Division, Jorhat, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Shamim Akhtar Laskar,07-May-2019 10:48 AM,07-May-2019 10:50 AM,techsummary_18167.pdf (754.60 KB),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11469_1,JOR/RIDF/2018-19/JHANJIMUKH/1,Fortification of Brahmaputra Dyke from Jhanjimukh to Neamati Ph-I from Ch.2000 m to 9550 m (Under NABARD RIDF - XXIV) (Package 2),Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,07-May-2019 11:01 AM,finance_18167.pdf,BOQ Comparative Chart,Technical,Financial Bid of the successful bidders may opened.,Shamim Akhtar Laskar,07-May-2019 10:47 AM,technical_18167.pdf,1.0,55467.0,SRI DIPJYOTI BORUAH,INR,308234.07,25-Sep-2019,INR 4110029.74,180.0,Joy Sekhar Chakraborty,25-Sep-2019 02:41 PM,JHANJIMUKH2.pdf (5121.00 KB),Fortification of Brahmaputra Dyke from Jhanjimukh to Neamati Ph-I from Ch.2000 m to 9550 m (Under NABARD RIDF - XXIV) (Package 2),1,55696,DEBAJIT KUMAR SINGH,17-Feb-2019 09:24 PM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,55610.0,DIGANTA RAJKHOWA,INR,308234.07,,,,,,,,2,55708,DEBA KANTA KALITA,18-Feb-2019 01:30 AM,Not Admitted-Fee,Fee not received,28-Mar-2019 11:27 AM,AOC
,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,55615.0,MINTU HAZARIKA,INR,308234.07,,,,,,,,3,55683,DEBA PRASAD DAS,17-Feb-2019 09:20 PM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,55634.0,PARAMANANDA BORAH,INR,308234.07,,,,,,,,4,55610,DIGANTA RAJKHOWA,18-Feb-2019 10:09 AM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,55644.0,RAJIB CHANDRA BORAH,INR,308234.07,,,,,,,,5,55710,KAMAL KALITA,18-Feb-2019 02:54 AM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,55668.0,Sri Madan Khanikar,INR,308234.07,,,,,,,,6,55593,Manjur Hussain Ansari,16-Feb-2019 08:34 PM,Not Admitted-Fee,Fee not received,28-Mar-2019 11:27 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,55683.0,DEBA PRASAD DAS,INR,308234.07,,,,,,,,7,55615,MINTU HAZARIKA,17-Feb-2019 08:18 AM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,55696.0,DEBAJIT KUMAR SINGH,INR,308234.07,,,,,,,,8,55727,nogen hazarika,18-Feb-2019 11:24 AM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,55710.0,KAMAL KALITA,INR,308234.07,,,,,,,,9,55634,PARAMANANDA BORAH,17-Feb-2019 01:03 PM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,55712.0,ROMENDRA NARAYAN KALITA,INR,308234.07,,,,,,,,10,55644,RAJIB CHANDRA BORAH,18-Feb-2019 01:07 PM,Accepted-AOC,PROPER,25-Sep-2019 02:41 PM,AOC
