Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Construction of Kalahod to Jhore Luhakhar via Patrahan road km 0/0 to 5/500,SH Providing and laying Tarring at Km 3/00 to 4/00 under SCCP,As per tender documents ,NA ,"7,06,152",Civil Works,Bitumen work ,Tender,120.0,30.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,05-Sep-2019 05:45 PM,18-Sep-2019 11:00 AM,05-Sep-2019 06:00 PM,17-Sep-2019 06:00 PM,NA ,NA ,05-Sep-2019 06:00 PM,17-Sep-2019 06:00 PM,21-Sep-2019 11:00 AM,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer Sunder Nagar Division HPPWD,"14,500",No,fixed,,EE Sundernagar,Sundernagar,PWD,PW-SNR-E-Tender/18-9992-10004 dt 28.8.19,2019_PWD_31317_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE Sundernagar,Sundernagar,No,AOC,EE Sundernagar,Internal,A E Suket Sr DAO HDM Supdt (PMGSY),Naresh Raj Chandel,19-Sep-2019 03:17 PM,21-Sep-2019 11:00 AM,techsummary_45101.pdf (203.52 KB),PWD,2019_PWD_31317_1,PW-SNR-E-Tender/18-9992-10004 dt 28.8.19,Construction of Kalahod to Jhore Luhakhar via Patrahan road km 0/0 to 5/500,10-Oct-2019,"INR 816,638",30.0,Naresh Raj Chandel,10-Oct-2019 10:17 AM,AOC.pdf (2373.00 KB),AOC issued,"Executive Engineer,HPPWD Sundernagar",Internal,AE Suket Sr. DAO HDM Supdt PMGSY,Naresh Raj Chandel,10-Oct-2019 10:14 AM,finsummary_45101.pdf (2373.11 KB),1.0,130815.0,Narender Kumar,12-Sep-2019 08:05 PM,Rejected-AOC,Not found lowest,10-Oct-2019 10:17 AM,Technical,BOS,Naresh Raj Chandel,18-Sep-2019 06:24 PM,None,1.0,131292.0,SITA RAM,INR,"816,638",Finance,FBOS,Naresh Raj Chandel,23-Sep-2019 10:41 AM,finance_45101.pdf,BOQ Comparative Chart,AOC
,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,131292.0,SITA RAM,17-Sep-2019 05:28 PM,Accepted-AOC,Found lowest,10-Oct-2019 10:17 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,130934.0,VIRENDER KUMAR,14-Sep-2019 10:44 AM,Rejected-AOC,Not found lowest,10-Oct-2019 10:17 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
