S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,DD - Demand Draft,"12,603",Yes,fixed,,EE IPH Division No.II Una,Una,Executive Engineer IPH Division No.II Una,Executive Engineer IPH Division No.II Una,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-II,Irrigation and Public Health,HP",5223-5322 dt. 13-08-2019,2019_HPIPH_30881_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1 The cost of tender form only in the shape of demand draft only in favour of Executive Engineer,250.0,EE IPH Division No.II Una,Una,Yes,C/ O LIS to for village Badsala Bhaloh Ghandawal and Bhalola in tehsil and Distt Una HP,"SH- C/O Pump House Delivery Tank, out lets and laying of HDPE pipe in distribution system for LIS Bhaloh Ghandawal",Enitment Estimated cost Earnest money cost of Tender Lastest In come Tec ,NA ,"6,30,171",Civil Works,NA ,Tender,120.0,NA ,Una,174303.0,NA ,NA ,NA ,Una,No ,No,14-Aug-2019 05:00 PM,27-Aug-2019 11:30 AM,14-Aug-2019 05:00 PM,26-Aug-2019 05:00 PM,14-Aug-2019 05:00 PM ,26-Aug-2019 05:00 PM ,14-Aug-2019 05:00 PM,26-Aug-2019 05:00 PM,29-Aug-2019 01:25 PM,AOC,Executive Engineer,Internal,"Supdt, HDM DAO Executive Engineer",Arvind Sood,21-Oct-2019 03:22 PM,finsummary_44436.pdf (29.09 KB),1.0,129025.0,Parvesh Kumar Sharma,INR,"505,905.39","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-II,Irrigation and Public Health,HP",2019_HPIPH_30881_1,5223-5322 dt. 13-08-2019,C/ O LIS to for village Badsala Bhaloh Ghandawal and Bhalola in tehsil and Distt Una HP,Finance,Summary,Arvind Sood,30-Aug-2019 11:07 AM,finance_44436.pdf,BOQ Comparative Chart,Technical,Summary,Arvind Sood,29-Aug-2019 01:01 PM,None,21-Oct-2019,"INR 585,722",90.0,Arvind Sood,21-Oct-2019 03:28 PM,30881.pdf (398.00 KB),"Executive Engineer IPH Division No,II Una",Executive Engineer,Internal,Sudt. HDM DAO Executive Engineer,Arvind Sood,29-Aug-2019 01:22 PM,29-Aug-2019 01:25 PM,techsummary_44436.pdf (56.21 KB),1,128973,abhishek khajanchi,26-Aug-2019 03:33 PM,Rejected-AOC,L5,21-Oct-2019 03:28 PM,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. Certificate of registration with IPH Department in appropriate class and latest renewal there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,128987,Ajay Kumar Bassi,25-Aug-2019 01:31 PM,Rejected-AOC,L7,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Latest Income Tax certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,128903,Dinesh Kumar,25-Aug-2019 02:02 PM,Rejected-AOC,L8,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar type of work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,128940,Kuldeep Kumar,24-Aug-2019 02:38 PM,Rejected-AOC,L6,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,5. Copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,129042,NARINDER KUMAR GOVT CONTRACTOR,26-Aug-2019 02:32 PM,Rejected-AOC,L4,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. Copy of GST.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,129024,neelam kumar,26-Aug-2019 02:09 PM,Rejected-AOC,L10,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,129037,Nitish Thakur,26-Aug-2019 02:09 PM,Rejected-AOC,L2,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,129068,Om Parkash Govt Contrator,26-Aug-2019 04:56 PM,Rejected-AOC,L3,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,129025,Parvesh Kumar Sharma,26-Aug-2019 04:26 PM,Accepted-AOC,L1,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,128680,SG Engineers and Consultants,21-Aug-2019 11:03 PM,Rejected-AOC,L9,21-Oct-2019 03:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,129046,Sushant Puri,26-Aug-2019 03:09 PM,Rejected-Technical,-,29-Aug-2019 01:22 PM,AOC
