Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,14-Jun-2019 10:00 AM,20-Jun-2019 11:00 AM,14-Jun-2019 10:30 AM,19-Jun-2019 05:00 PM,NA ,NA ,14-Jun-2019 10:30 AM,19-Jun-2019 05:00 PM,25-Jun-2019 02:00 PM,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),Job 5 Periodical maintenance of Una Takka Upper Kotla Kalan Shiv Mandir Road via Baba Bal Ji Mandir Sub Head Providing and Laying 25mm thick bituminous concrete in km. 0-030 to 0-630 Under State Head and Periodical maintenance of link road to Villag,Job 5 Periodical maintenance of Una Takka Upper Kotla Kalan Shiv Mandir Road via Baba Bal Ji Mandir Sub Head Providing and Laying 25mm thick bituminous concrete in km. 0-030 to 0-630 Under State Head and Periodical maintenance of link road to Villag,Please refer to Bidding Documents ,NA ,"8,78,057",Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 5 Periodical maintenance of Una Takka Upper K,2019_PWD_29360_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"17,600",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC,PWD,2019_PWD_29360_1,Job 5 Periodical maintenance of Una Takka Upper K,Job 5 Periodical maintenance of Una Takka Upper Kotla Kalan Shiv Mandir Road via Baba Bal Ji Mandir Sub Head Providing and Laying 25mm thick bituminous concrete in km. 0-030 to 0-630 Under State Head and Periodical maintenance of link road to Villag,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Ravi Kumar, Jr. Draughtsman , Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,25-Jun-2019 12:45 PM,25-Jun-2019 02:00 PM,techsummary_42502.pdf (780.39 KB),Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Jagdeep Singh, Jr. Draughtsman , Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,27-Jun-2019 11:23 AM,finsummary_42502.pdf (632.67 KB),04-Oct-2019,"INR 878,057",30.0,Bhupinder Singh,04-Oct-2019 01:46 PM,Awardletter.PDF (1257.00 KB),Awardletter,1.0,122063.0,Harpal Singh,INR,"952,376",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,27-Jun-2019 10:49 AM,finance_42502.pdf,BOQ Comparative Chart,1.0,122063.0,Harpal Singh,19-Jun-2019 04:19 PM,Accepted-AOC,ok,04-Oct-2019 01:46 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,25-Jun-2019 12:31 PM,technical_42502.pdf,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
