Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Co Jol Khurwain road to AmrohTiar and Kuddu Harizan Basti Kabir Basti SH Co CC pavement at RD 00 to 0350,Co Jol Khurwain road to AmrohTiar and Kuddu Harizan Basti Kabir Basti SH Co CC pavement at RD 00 to 0350,Please refer Tender documents. ,NA ,"9,22,247",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,PWD,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,2019_PWD_30135_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,11-Jul-2019 05:00 PM,19-Jul-2019 11:30 AM,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,NA ,NA ,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,31-Jul-2019 12:00 PM,"18,500",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),350.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,1.0,DD - Demand Draft,AOC,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,31-Jul-2019 09:41 AM,31-Jul-2019 12:00 PM,techsummary_43465.pdf (87.61 KB),PWD,2019_PWD_30135_1,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,Co Jol Khurwain road to AmrohTiar and Kuddu Harizan Basti Kabir Basti SH Co CC pavement at RD 00 to 0350,07-Oct-2019,"INR 922,247",30.0,Ram Saroop Kalia,07-Oct-2019 01:22 PM,30135.pdf (155.00 KB),Award letter,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,07-Oct-2019 01:20 PM,finsummary_43465.pdf (154.74 KB),Finance,Bid opening summary,Ram Saroop Kalia,07-Oct-2019 01:18 PM,None,BOQ Comparative Chart,1.0,124967.0,Ram,INR,"1,079,739",1.0,125086.0,Bhupinder Thakur,18-Jul-2019 04:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jul-2019 09:40 AM,Technical,technicalevaluationsummary,Ram Saroop Kalia,31-Jul-2019 09:40 AM,technical_43465.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,124967.0,Ram,18-Jul-2019 09:33 AM,Accepted-AOC,Due to L-1,07-Oct-2019 01:22 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,124993.0,sumit kumar,18-Jul-2019 10:36 AM,Rejected-Finance,Due to higher side from L-1,07-Oct-2019 01:20 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
