Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
/O Link road from Solan Meenus road to GSSS Ghanduri 0/00 to 1/200,C/O 900 mm dia hume Pipe Culvert at RD 0/590 with wing wall both side and P/L WBM G-I in km. 0/00 to 0/990 ). Under SCSP,Please refer Tender documents. ,NA ,"6,98,782",Civil Works,NA ,Tender,90.0,60.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,DD - Demand Draft,25-Jul-2019 04:30 PM,08-Aug-2019 02:00 PM,25-Jul-2019 05:00 PM,07-Aug-2019 05:00 PM,NA ,NA ,25-Jul-2019 05:00 PM,07-Aug-2019 05:00 PM,21-Aug-2019 03:00 PM,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,PWD,2499-2550 DATED 16.07.2019,2019_PWD_30355_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"14,000",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,AOC,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,21-Aug-2019 02:52 PM,21-Aug-2019 03:00 PM,techsummary_43744.pdf (612.24 KB),PWD,2019_PWD_30355_4,2499-2550 DATED 16.07.2019,/O Link road from Solan Meenus road to GSSS Ghanduri 0/00 to 1/200,04-Oct-2019,"INR 698,782",60.0,Rattan Kumar Sharma,04-Oct-2019 12:59 PM,34.pdf (1691.00 KB),AOC,Executive Engineer,Internal,TENDER ASSISTANT SUPERINTENDENT G-II HDM DAO,Rattan Kumar Sharma,04-Oct-2019 12:36 PM,finsummary_43744.pdf (496.80 KB),1.0,126934.0,DHARAM PAL,INR,"972,674",Finance,SUMMARY,Rattan Kumar Sharma,25-Aug-2019 11:04 AM,finance_43744.pdf,BOQ Comparative Chart,1.0,126934.0,DHARAM PAL,06-Aug-2019 03:56 PM,Accepted-AOC,AOC,04-Oct-2019 12:59 PM,Technical,Summary,Rattan Kumar Sharma,09-Aug-2019 12:41 PM,technical_43744.pdf,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,126948.0,HARINDER SINGH,06-Aug-2019 05:01 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 12:36 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,126933.0,JAGDISH CHAND,06-Aug-2019 03:49 PM,Rejected-Technical,Not Qualified,21-Aug-2019 02:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,126944.0,JEET SINGH,06-Aug-2019 04:43 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 12:36 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,127085.0,RAM SAWROOP THAKUR,07-Aug-2019 04:37 PM,Rejected-Technical,Not Qualified,21-Aug-2019 02:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,126938.0,sukhpal,07-Aug-2019 01:35 PM,Rejected-Technical,Not Qualified,21-Aug-2019 02:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,127055.0,Sunil Chauhan,07-Aug-2019 03:02 PM,Rejected-Technical,Not Qualified,21-Aug-2019 02:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
