EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,39,998",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W. R. Division",Sivasagar,"2,000","The Executive Engineer, Sivasagar W. R. Division",Sivasagar,No,IM at Raising and Strenthening of Rett. Bund at Darbar Field Paccaghat of Sivasagar Town,Immediate measures to Dikhow Bund Right Bank from A.T. Road to N.H.Bridge to restore breach like damages including Raising and Strenthening of Rett. Bund at Darbar Field Paccaghat of Sivasagar Town under SDRF for 2018-19.,Please refer Tender documents. ,NA ,"69,99,907",Civil Works,NA ,Tender,180.0,60.0,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,1.0,Fee,.pdf,Cost of Tender and EMD,Department of Water Resources||Chief Engineer - DoWR,SIV/SDRF/2018-19/PACCAGHAT/1,2019_DoWR_11006_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,11-Jan-2019 06:00 PM,25-Jan-2019 02:00 PM,11-Jan-2019 06:05 PM,24-Jan-2019 02:00 PM,NA ,NA ,16-Jan-2019 10:00 AM,24-Jan-2019 02:00 PM,05-Mar-2019 01:55 PM,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",1.0,DD - Demand Draft,AOC,1,52750,ANANTA SAIKIA,24-Jan-2019 12:01 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 01:50 PM,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, EE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,05-Mar-2019 01:53 PM,05-Mar-2019 01:55 PM,techsummary_17583.pdf (754.57 KB),Technical,Financial bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,05-Mar-2019 01:50 PM,technical_17583.pdf,Finance,Updated CS may be prepared.,Joy Sekhar Chakraborty,05-Mar-2019 02:30 PM,finance_17583.pdf,BOQ Comparative Chart,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11006_1,SIV/SDRF/2018-19/PACCAGHAT/1,IM at Raising and Strenthening of Rett. Bund at Darbar Field Paccaghat of Sivasagar Town,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, EE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,05-Mar-2019 02:33 PM,finsummary_17583.pdf (754.57 KB),1.0,52401.0,DEVA BARUAH,INR,879431.0,24-Sep-2019,INR 6999906.96,60.0,Shamim Akhtar Laskar,24-Sep-2019 11:38 AM,PACCAGHAT.pdf (24820.00 KB),IM at Raising and Strenthening of Rett. Bund at Darbar Field Paccaghat of Sivasagar Town,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC,2,52663,Arabinda Phukan,23-Jan-2019 06:41 PM,Accepted-AOC,PROPER,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,52424.0,MRIDUL SADHANIDAR,INR,879431.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,AOC,3,52668,Bibhuti Phukan,24-Jan-2019 12:18 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,52526.0,Pradip Pachani,INR,879428.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,AOC,4,52401,DEVA BARUAH,24-Jan-2019 07:59 AM,Accepted-AOC,PROPER,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,52537.0,JYOTI PRASAD KALITA,INR,918725.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,AOC,5,52747,DIBYA BORAH,24-Jan-2019 08:56 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,52663.0,Arabinda Phukan,INR,936238.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,52728,DILIP GOGOI,24-Jan-2019 02:33 AM,Accepted-AOC,PROPER,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,52664.0,Sri Sourav Lal Baruah,INR,879431.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,52748,JAYANTA KUMAR DUTTA,24-Jan-2019 12:29 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,52728.0,DILIP GOGOI,INR,926883.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,52537,JYOTI PRASAD KALITA,22-Jan-2019 11:25 AM,Accepted-AOC,PROPER,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,52496,MANAB JYOTI KALITA,21-Jan-2019 04:25 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2019 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,52758,MOINUDDIN AHMED,24-Jan-2019 12:32 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
