EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"19,250",No,fixed,,EE Bharwain,PNB at Amb,Executive Engneer,Division HPPWD BHarwain,26-Jun-2019 12:00 PM,02-Jul-2019 11:30 AM,26-Jun-2019 12:00 PM,01-Jul-2019 06:00 PM,NA ,NA ,26-Jun-2019 12:00 PM,01-Jul-2019 06:00 PM,15-Jul-2019 03:15 PM,AR and MO link road to village Dhawali km 000 to 6955 SH Improvement of road portion with paved shoulders drain from DAV Chowk to DAV School Ambota km 6755 to 6947,AR and MO link road to village Dhawali km 000 to 6955 SH Improvement of road portion with paved shoulders drain from DAV Chowk to DAV School Ambota km 6755 to 6947,Tender documents ,NA ,"9,60,932",Civil Works,Road ,Tender,120.0,90.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,PWD,Link road to Dhawali Under Bharwain Division,2019_PWD_29629_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE Bharwain,PNB at Amb,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),AOC,PWD,2019_PWD_29629_1,Link road to Dhawali Under Bharwain Division,AR and MO link road to village Dhawali km 000 to 6955 SH Improvement of road portion with paved shoulders drain from DAV Chowk to DAV School Ambota km 6755 to 6947,Er.H.L. Sharma,Internal,Prociding attached,Harbans Lal Sharma,15-Jul-2019 03:12 PM,15-Jul-2019 03:15 PM,techsummary_42859.pdf (3624.38 KB),Er.H.L. Sharma,Internal,Proceeding attached,Harbans Lal Sharma,26-Jul-2019 06:12 PM,finsummary_42859.pdf (892.90 KB),08-Aug-2019,"INR 960,932",90.0,Harbans Lal Sharma,03-Oct-2019 05:28 PM,Sanjeevkuma4633dated05082019.PDF (270.00 KB),AW No. 4633-41 dated 05-08-2019,1.0,123472.0,Sanjeev Kumar,INR,"1,382,854",Finance,Proceeding attached,Harbans Lal Sharma,26-Jul-2019 06:09 PM,finance_42859.pdf,BOQ Comparative Chart,1.0,123479.0,PANKAJ DHIMAN,01-Jul-2019 04:08 PM,Rejected-AOC,ok,03-Oct-2019 05:28 PM,Technical,Proceeding attached,Harbans Lal Sharma,15-Jul-2019 03:06 PM,technical_42859.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money as indicated in scheduled F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,123472.0,Sanjeev Kumar,01-Jul-2019 03:31 PM,Accepted-AOC,ok,03-Oct-2019 05:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Number Registration / GST Number Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration (General Rule No. 23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and Work in hand certificate General Rule No.19(Shown in scheduled F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machineries Tool plants Indicated in schedule-F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 7 and 8 duly signed(Refer General Rules No.26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him (Gener,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. (i) information furnished is correct (ii) as per Bid capacity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking that before submission of bid the site been visited,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
