object_id,WSS_tenders_awarded_value,timeperiod
02-026-00014,515000.0,2023_08
02-024-02127,450000.0,2024_03
02-027-00029,2452382.0,2021_08
02-024-02123,1303045.0,2022_01
02-029-00069,601176.0,2020_10
02-026-00014,245821611.0,2022_05
02-027-00029,2300000.0,2022_05
02-024-02123,1324764.0,2022_11
02-027-00029,8515414.0,2020_01
02-024-02126,3425000.0,2022_09
02-024-02116,869283.0,2021_11
02-023-00001,1747048.0,2023_02
02-023-00008,735157.0,2021_12
02-024-02128,383947.0,2023_03
02-026-00015,11758077.0,2023_03
02-027-00029,1247580.0,2023_07
02-029-00066,1767165.0,2019_06
02-032-00048,2109000.0,2019_06
02-026-00015,22694582.0,2023_04
02-026-00015,1947114.0,2019_05
02-032-00052,3210440.0,2019_04
02-033-00038,956389.0,2023_11
