iph_det_id,iph_loss_is,scheme_id,totalscheme,amount,details,entry_by,entry_date,ip_add,status,updated_by
1,1,2,16.0,47.7,LOSS DUE TO HEAVY RAINFALL ,2168.0,2020-06-24 12:10:59.417,164.100.138.237,Active,
2,1,1003,2.0,7.5,LOSS DUE TO HEAVY RAINFALL,2168.0,2020-06-24 12:10:59.450,164.100.138.237,Active,
3,2,1002,3.0,5.7,"BOOSTER PUMP WASHED AWAY , HEAVY SLIP , HEAD WEAR &KUHL 30MTR DAMAGED",2168.0,2020-06-24 12:14:51.903,164.100.138.237,Active,
4,2,2002,1.0,1.5,SLIDING OF RETAINING WALL BEHIND E.E RESIDENCE & DAMAGE OF FANCVING,2168.0,2020-06-24 12:14:51.920,164.100.138.237,Active,
5,3,1002,1.0,5.0,Scheme damaged due to heavy flesh flood (Cloudburst) om Sarod Nallah on dated 11-07-2020 late night,2104.0,2020-07-18 18:21:41.050,117.212.96.95,Deleted,
11,6,1002,1.0,5.0,Irrigation Scheme(5.00Lakh) (Scheme damaged due to heavy flesh flood (Cloudburst) on Sarod Nallah dated 11-07-2020 late night),2104.0,2020-07-20 11:52:06.620,59.89.114.208,Deleted,
14,9,2,2.0,22.75,2 WSS (22.75 lacs) damaged due to flash flood (cloud brust) on Sarod Nallah dated 11-07-2020 late night. ,2104.0,2020-07-20 11:58:17.560,59.89.114.208,Deleted,
15,9,2,1.0,10.0,1 WSS (10 lacs) damaged due to Heavy Downpour and consequently landslide downstreaming of lamadug & Pudok Source.,2104.0,2020-07-20 11:58:17.590,59.89.114.208,Deleted,
19,4,1002,1.0,5.0,	Irrigation Scheme damaged due to heavy flash flood (Cloudburst) on Sarod Nallah  dated 11-07-2020 late night.,2104.0,2020-07-20 12:08:02.873,59.89.114.208,Deleted,
20,10,2,2.0,22.75,2 WSS damaged due to Heavy Flash Flood (Cloud Burst) in Sarod Nallah on dated 11-07-2020 (late night).,2104.0,2020-07-20 12:09:24.227,59.89.114.208,Deleted,
21,10,2,1.0,10.0,1 WSS damaged due to Heavy Downpour and consequently landslide down streaming of lamadug & Pudok Source.,2104.0,2020-07-20 12:09:24.257,59.89.114.208,Deleted,
25,11,1002,1.0,5.0,damaged due to heavy flash flood (Cloudburst) on Sarod Nallah dated 11-07-2020 late night,2104.0,2020-07-20 12:56:08.720,10.146.4.225,Active,
26,11,2,2.0,22.75,damaged due to Heavy Flash Flood (Cloud Burst) in Sarod Nallah on dated 11-07-2020 (late night),2104.0,2020-07-20 12:56:08.750,10.146.4.225,Active,
27,11,2,1.0,10.0,damaged due to Heavy Downpour and consequently landslide down streaming of lamadug & Pudok Source,2104.0,2020-07-20 12:56:08.780,10.146.4.225,Active,
28,12,2,11.0,52.6,DAMAGED TO RURAL WATER SUPPLY SCHEME IN NALAGARH  ,2168.0,2020-07-22 11:55:33.430,164.100.138.237,Active,
29,12,1002,10.0,44.25,DAMAGED DUE TO FLOOD ,2168.0,2020-07-22 11:55:33.447,164.100.138.237,Active,
30,13,2,7.0,5.7,Due to heavy rain and land sliding,2104.0,2020-07-22 16:46:42.793,59.89.166.172,Active,
31,14,2,3.0,10.0,"loss due to haevy rain fall 
LWSS Badroon, LWSs Rehana, LWSS Domehar",2179.0,2020-07-23 11:30:55.820,164.100.138.237,Active,
32,14,1002,1.0,1.65,"loss due to haevy rain fall
LIS kanshipatta",2179.0,2020-07-23 11:30:55.837,164.100.138.237,Active,
33,15,2,3.0,10.0,"loss due to haevy rain fall
LWSS BADROON,LWSS REHANA,LWSS DOMEHAR",2168.0,2020-07-23 11:34:02.360,164.100.138.237,Active,
34,15,1002,1.0,1.65,"loss due to haevy rain fall
LIS KANSHI PATTA",2168.0,2020-07-23 11:34:02.407,164.100.138.237,Active,
35,16,2002,1.0,15.0,,2088.0,2020-07-23 16:10:23.870,59.96.64.60,Active,
36,16,1002,1.0,30.0,,2088.0,2020-07-23 16:10:23.900,59.96.64.60,Active,
39,17,2,10.0,40.5,Due to heavy rain and land slide,2104.0,2020-07-23 17:45:08.780,117.212.99.155,Active,
40,17,1002,5.0,33.5,Due to heavy rain and land slide,2104.0,2020-07-23 17:45:08.797,117.212.99.155,Active,
43,20,2,46.0,109.2,GI pipes of various dia/ storage tank/ intake chamber et. damaged,2136.0,2020-07-31 11:16:36.160,164.100.138.237,Deleted,
44,20,1002,5.0,48.1,Sumpwell/Khul and various HP Motors damaged,2136.0,2020-07-31 11:16:36.190,164.100.138.237,Deleted,
45,21,2,2.0,2.0,Intakes/pipelines damage,2136.0,2020-07-31 11:20:14.237,164.100.138.237,Deleted,
46,22,2,3.0,5.6,Pipelines damaged,2136.0,2020-07-31 11:24:00.290,164.100.138.237,Deleted,
47,23,2,7.0,14.15,Intake chamber/GI Pipes of Various dia and storage tanks of various capacity damaged.,2136.0,2020-07-31 11:25:36.987,164.100.138.237,Deleted,
48,24,2,21.0,94.25,Various pipes of different dia and intake chambers damaged etc.,2136.0,2020-07-31 11:28:23.090,164.100.138.237,Deleted,
49,24,1002,8.0,55.0,Flood water in river beas submerged the pumping machinery and pump house damages etc.,2136.0,2020-07-31 11:28:23.120,164.100.138.237,Deleted,
50,25,2,6.0,11.18,DAMAGED DUE TO FLASH FLOODS IN Various RWSS ,2168.0,2020-07-31 14:20:52.813,164.100.138.237,Active,
53,27,2,6.0,19.55,,2024.0,2020-08-01 12:59:48.130,169.149.195.201,Active,
54,26,1,1.0,0.8,,,2020-08-01 13:05:33.020,169.149.195.201,Active,4344.0
55,26,2,15.0,9.25,,,2020-08-01 13:05:33.037,169.149.195.201,Active,4344.0
57,29,2002,3.0,16.5,"3 FIS RD Monestry Khul RD 0.200mtr, wire crate RD 250-275.5, RR Masnary Kuhl 300mtr",2120.0,2020-08-03 14:09:33.200,59.92.135.51,Active,
58,29,2,1.0,9.0,S/Tank 01 Nos HDPE Pipe 500mtr,2120.0,2020-08-03 14:09:33.213,59.92.135.51,Active,
59,33,2,19.0,52.85,Rain damages,2056.0,2020-08-03 16:34:17.053,117.220.51.126,Deleted,
60,33,1002,10.0,53.0,Rain damages,2056.0,2020-08-03 16:34:17.100,117.220.51.126,Deleted,
61,33,1003,1.0,15.0,Rain damages,2056.0,2020-08-03 16:34:17.113,117.220.51.126,Deleted,
62,34,2,17.0,86.0,loss dated  29.07.2020,2056.0,2020-08-03 17:27:15.080,117.220.48.99,Deleted,
63,35,2,17.0,86.0,loss dated  29.07.2020,2056.0,2020-08-03 17:27:44.580,117.220.48.99,Deleted,
64,36,2,17.0,86.0,loss dated  29.07.2020,2056.0,2020-08-03 17:27:49.673,117.220.48.99,Deleted,
65,37,2,17.0,86.0,loss dated  29.07.2020,2056.0,2020-08-03 17:27:54.077,117.220.48.99,Deleted,
66,38,2,35.0,95.34,Rain Damages in LWSS/WSS,2056.0,2020-08-03 17:47:21.977,117.220.48.99,Deleted,
72,40,1,1.0,3.5,Rain damages in UWSS schemes till 02.08.2020,2056.0,2020-08-04 10:02:02.757,117.220.50.66,Active,
73,40,2,31.0,97.5,Rain damages in UWSS schemes till 02.08.2020,2056.0,2020-08-04 10:02:02.803,117.220.50.66,Active,
74,40,-1,1.0,5.0,Rain damages in Irrigation schemes till 02.08.2020,2056.0,2020-08-04 10:02:02.820,117.220.50.66,Active,
75,41,2,17.0,87.75,Rain damages in RWSS schemes till 02.08.2020,2056.0,2020-08-04 10:03:08.377,117.220.50.66,Active,
76,42,2,34.0,84.31,Rain damages in RWSS schemes till 02.08.2020,2056.0,2020-08-04 10:05:51.460,117.220.50.66,Active,
77,42,1002,12.0,66.5,Rain damages in Irrigation schemes till 02.08.2020,2056.0,2020-08-04 10:05:51.490,117.220.50.66,Active,
78,42,1003,1.0,15.0,Rain damages in Sewerage schemes till 02.08.2020,2056.0,2020-08-04 10:05:51.507,117.220.50.66,Active,
79,43,2,92.0,632.78,Rain damages in RWSS schemes till 02.08.2020,2056.0,2020-08-04 10:07:56.613,117.220.50.66,Active,
80,43,1002,1.0,20.0,Rain damages in Irrigation schemes till 02.08.2020,2056.0,2020-08-04 10:07:56.643,117.220.50.66,Active,
81,44,1002,1.0,5.0,Rain damages in Irrigation schemes till 02.08.2020,2056.0,2020-08-04 10:16:27.783,117.220.50.66,Active,
82,45,1003,0.0,91.0,Rain damages in Sewerage schemes till 02.08.2020,2056.0,2020-08-04 11:06:40.083,117.220.50.66,Active,
84,51,1002,1.0,7.5,"R/M of T/Well Ballor -2nd (Damage of Rising Main AC Pressure pipe 250mm dia = 150mtrs).
",2072.0,2020-08-04 12:53:58.890,59.89.160.205,Deleted,
86,54,2002,1.0,10.0,"grdgrt
dyryr",2056.0,2020-08-04 14:27:06.070,117.220.50.66,Deleted,
87,28,2,10.0,29.3,various schemes damaged ,,2020-08-04 14:41:51.953,164.100.138.237,Active,4173.0
88,55,1,1.0,3.0,LWSS NBT,2024.0,2020-08-04 14:54:40.763,117.220.54.42,Active,
89,55,2,1.0,4.0,"A/R & M/o of LWSS Rour Jaman
",2024.0,2020-08-04 14:54:40.780,117.220.54.42,Active,
90,55,2,1.0,2.0,"A/R & M/o LWSS Dulhet
",2024.0,2020-08-04 14:54:40.810,117.220.54.42,Active,
91,55,1003,1.0,6.0,Sewerage Scheme NBT,2024.0,2020-08-04 14:54:40.827,117.220.54.42,Active,
