Disaster_type_id,DisasterType,status,entry_date,entry_by,ipadd
1,Flood,Active,2019-01-21 11:23:56.283,0,
2,Fire,Active,2019-01-21 11:24:25.647,0,
3,Earthquake,Active,2019-01-21 11:24:36.353,0,
4,Landslide,Active,2019-01-21 11:24:46.453,0,
5,Avalanche,Active,2019-01-21 11:24:55.123,0,
1002,Cloudbrust,Active,2019-07-30 14:58:01.807,0,
1003,Drought,Active,2019-07-30 14:58:28.230,0,
1004,Hailstorm,Active,2019-07-30 14:58:45.773,0,
1005,Pest attack,Active,2019-07-30 14:59:51.713,0,
1006,Coldwave,Active,2019-07-30 15:00:03.203,0,
1007,Lightening,Active,2019-07-30 15:00:09.127,0,
1008,Sinking of Land,Active,2019-07-30 15:01:29.400,0,
2002,Road Accident,Active,2019-10-04 12:55:27.760,0,
2003,Drowning,Active,2019-10-04 12:56:00.810,0,
2004,Boat Mishap,Active,2020-07-29 14:45:24.757,0,
2005,Food Poisoning,Active,2020-07-29 14:45:38.580,0,
2006,Fall from Tree/Steep Rock,Active,2020-07-29 14:46:14.007,0,
2007,Non-explosive burst,Active,2020-07-29 14:46:39.070,0,
2008,Snake-bite,Active,2020-07-29 14:46:48.690,0,
2009,Dog bite,Active,2020-07-29 14:47:00.127,0,
2010,Death due to electroction,Active,2020-07-29 14:47:28.410,0,
2011,Death/injured due to hit by Stray/Pet Animal,Active,2020-07-29 14:48:09.617,0,
2012,"Vehicle Accident (Water, Land & Air )",Active,2022-04-13 17:30:01.973,0,
2013,Accidental Drowning,Active,2022-04-13 17:32:20.240,0,
2014,Snow Avalanches/ Glaciers,Active,2022-04-13 17:32:47.397,0,
2016,Electrocution,Active,2022-04-13 17:34:12.350,0,
2017,Wasps/ Honey Bees /Hornet,Active,2022-04-13 17:34:30.767,0,
2020,Excessive Rain,Active,2022-04-13 17:36:12.407,0,
2021,Epidemics,Active,2022-04-13 17:36:33.713,0,
2022,Land Strom,Active,2022-04-13 17:36:57.533,0,
2023,Frost & Cold Wave,Active,2022-04-13 17:37:18.463,0,
2024,Tsunami,Active,2022-04-13 17:37:37.080,0,
2025,Cyclone,Active,2022-04-13 17:37:55.710,0,
