,inmates in relief camps,District,Total,Revenue Circlewise,Male,Female,Children,Pregnant / Lactating Mother,Person with Disability,,,Date
0,,Bajali,41,"(Sarupeta | 41), (Bajali | 0)",13,11,10,6,1,,,25-06-2022
1,,Barpeta,69798,"(Barpeta | 56492), (Barnagar | 0), (Baghbar | 10444), (Kalgachia | 0), (Chenga | 2862), (Sarthebari | 0)",16269,25998,27303,220,8,,,25-06-2022
2,,Cachar,109868,"(Lakhipur | 3415), (Katigorah | 44183), (Udharbond | 61), (Sonai | 37061), (Silchar | 25148)",42103,38830,28935,0,0,,,25-06-2022
3,,Chirang,543,(Bijni | 543),182,231,127,3,0,,,25-06-2022
4,,Darrang,2353,"(Dalgaon | 0), (Patharighat | 0), (Sipajhar | 672), (Mangaldoi | 1681)",790,978,542,25,18,,,25-06-2022
5,,Dima-Hasao,1821,(Haflong | 1821),652,693,409,60,7,,,25-06-2022
6,,Goalpara,4995,"(Lakhipur | 2569), (Matia | 0), (Balijana | 2426), (Rongjuli | 0)",2293,1891,784,21,6,,,25-06-2022
7,,Hailakandi,717,"(Algapur | 0), (Hailakandi | 717)",285,175,257,0,0,,,25-06-2022
8,,Hojai,817,"(Hojai | 707), (Lanka | 0), (Doboka | 110)",504,240,69,3,1,,,25-06-2022
9,,Kamrup,2785,"(Palashbari | 0), (Hajo | 0), (Rangia | 324), (Nagarbera | 0), (Chamaria | 0), (Chaygaon | 0), (Kamalpur | 867), (North Ghy | 1547), (Kayan | 47)",1100,1189,487,9,0,,,25-06-2022
10,,Karimganj,14414,"(RK Nagar | 0), (Nilambazar | 463), (Badarpur | 2171), (Patherkandi | 185), (Karimganj | 11595)",5791,5466,3147,10,0,,,25-06-2022
11,,Morigaon,175,"(Mikirbheta | 0), (Mayong | 0), (Bhuragaon | 0), (Morigaon | 175)",67,73,33,2,0,,,25-06-2022
12,,Nagaon,19618,"(Dhing | 0), (Kampur | 4980), (Nagaon | 13128), (Raha | 1510)",,,7509,6853,5121,129,6,25-06-2022
13,,Nalbari,4567,"(Paschim Nalbari | 3634), (Tihu | 83), (Barbhag | 650), (Nalbari | 200)",,,2148,1768,649,1,1,25-06-2022
14,,Sonitpur,170,"(Thelamara | 0), (Dhekiajuli | 170)",,,46,78,40,6,0,25-06-2022
15,,South Salmara,404,"(South Salmara | 0), (Mankachar | 404)",,,150,119,115,20,0,25-06-2022
16,,Tamulpur,185,"(Goreswar | 160), (Tamulpur | 25)",,,96,60,29,0,0,25-06-2022
17,,Total,233271,,,,79998,84653,68057,515,48,25-06-2022
