,inmates in relief camps,District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant / Lactating Mother,Person with Disability,Date
0,,Bajali,355,(Sarupeta | 355),,,155,140,35,25,0,08-07-2022
1,,Cachar,69223,"(Sonai | 302), (Silchar | 37197), (Lakhipur | 482), (Katigorah | 31242)",,,25697,23353,20173,0,0,08-07-2022
2,,Chirang,153,(Bijni | 153),,,65,55,33,0,0,08-07-2022
3,,Dima-Hasao,1374,(Haflong | 1374),,,492,537,299,45,1,08-07-2022
4,,Hailakandi,353,"(Lala | 0), (Hailakandi | 0), (Katlicherra | 0), (Algapur | 353)",,,125,130,98,0,0,08-07-2022
5,,Kamrup,63,"(Kayan | 38), (North Ghy | 25)",,,25,23,15,0,0,08-07-2022
6,,Karimganj,1444,"(Nilambazar | 343), (Karimganj | 732), (Badarpur | 369), (Patherkandi | 0)",,,617,422,405,0,0,08-07-2022
7,,Morigaon,573,"(Mikirbheta | 0), (Mayong | 0), (Bhuragaon | 0), (Morigaon | 573)",,,207,248,116,2,0,08-07-2022
8,,Nagaon,1591,"(Nagaon | 0), (Raha | 1591)",,,680,564,284,62,1,08-07-2022
9,,Tamulpur,56,(Goreswar | 56),,,18 25 13 0 0,,,,,08-07-2022
10,,Total,75185,,,,28081 25497 21471 134 2,,,,,08-07-2022
