,inmates in relief camps,District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant / Lactating Mother,Person with Disability,Date
0,,Bajali,1349,"(Sarupeta | 0), (Bajali | 1349)",,,619,589,124,17,0,16-06-2022
1,,Baksa,2304,"(Barnagar RC part | 0), (Jalah | 102), (Baganpara | 614), (Barama | 754), (Baska | 834)",,,937,883,482,1,1,16-06-2022
2,,Barpeta,186,"(Barnagar | 0), (Kalgachia | 0), (Sarthebari | 0), (Barpeta | 186)",,,95,47,44,0,0,16-06-2022
3,,Bongaigaon,1148,"(Manikpur | 0), (Bongaigaon | 153), (Dangtol | 995)",,,480,431,235,2,0,16-06-2022
4,,Chirang,128,"(Bengtal | 0), (Sidli | 0), (Bijni | 128)",,,47,49,29,3,0,16-06-2022
5,,Dhubri,853,"(Bilasipara | 648), (Chapar | 21), (Athani | 184)",,,321,352,180,0,0,16-06-2022
6,,Dima-Hasao,1530,(Haflong | 1530),,,551,576,350,52,1,16-06-2022
7,,Goalpara,1630,"(Balijana | 1157), (Lakhipur | 473), (Rongjuli | 0)",,,776,453,374,15,12,16-06-2022
8,,Hojai,43033,"(Lanka | 0), (Hojai | 43033), (Doboka | 0)",,,22000,18000,3030,3,0,16-06-2022
9,,Kamrup,4732,"(Kayan | 4332), (Kamalpur | 0), (Palashbari | 0), (Boko | 0), (Hajo | 0), (Rangia | 400)",,,2142,1543,1027,20,0,16-06-2022
10,,Kamrup (M),697,"(Sonapur | 0), (Chandrapur | 0), (Guwahati | 77), (Dispur | 620)",,,241,371,85,0,0,16-06-2022
11,,Kokrajhar,6833,"(Dotma | 0), (Bhawraguri | 1692), (Gossaigaon | 1917), (Kokrajhar | 3224)",,,2684,2324,1779,45,1,16-06-2022
12,,Nalbari,3372,"(Banekuchi | 0), (Barkhetri | 0), (Barbhag | 0), (Tihu | 0), (Nalbari | 2498), (Ghograpar | 264), (Paschim Nalbari | 610)",,,1541,1101,722,7,1,16-06-2022
13,,Tamulpur,188,"(Goreswar | 0), (Tamulpur | 188)",,,76,56,56,0,0,16-06-2022
14,,Udalguri,348,"(Khairabari | 0), (Mazbat | 0), (Kalaigaon | 0), (Harisinga | 0), (Udalguri | 348)",,,162,113,73,0,0,16-06-2022
15,,Total,68331,,,,32672,26888,8590,165,16,16-06-2022
