EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"10,00,000",Yes,fixed,,CE PHE Water Assam,Guwahati,"5,000",CE PHE Water Assam,Guwahati,No,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_10882_90,2020_PHED_18735_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Pkg 02 Installation of Arsenic removal CWPP of 1000 LPH under Barpeta and Dhubri Div under JJM,Pkg 02 Supply Delivery and Installation of Arsenic removal CWPP of capacity 1000 LPH in Barpeta South Salmara Mankachar and Dhubri Districts of Assam under Barpeta and Dhubri Div under JJM Assam,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,90.0,NA ,Barpeta,781301.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,1.0,SBI Bank,CE PHE Water Assam,"Hengrabari, Guwahati-36",19-Sep-2020 04:00 PM,12-Oct-2020 03:00 PM,19-Sep-2020 04:00 PM,09-Oct-2020 04:00 PM,NA ,NA ,19-Sep-2020 05:00 PM,09-Oct-2020 04:00 PM,28-Oct-2020 12:00 PM,AOC,1.0,94570.0,Sudhang Kumar Brahma,INR,14947200.0,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2020_PHED_18735_1,PHE_8_MM_2014_15_T_10882_90,Pkg 02 Installation of Arsenic removal CWPP of 1000 LPH under Barpeta and Dhubri Div under JJM,M.K.Das,Internal,,Munmun Das,12-Nov-2020 02:22 PM,finsummary_28896.pdf (1770.57 KB),Technical,Technical Opening Summary,Milan Kalita,22-Oct-2020 02:54 PM,technical_28896.pdf,05-Dec-2020,INR 1.149066E+8,26.0,Munmun Das,07-Dec-2020 05:49 PM,Package_2.pdf (4200.00 KB),AOC,Finance,Financial opening and evaluation minutes,Munmun Das,12-Nov-2020 11:24 AM,,BOQ Comparative Chart,1,94912,AMIT POMEG-TECH PRIVATE LIMITED,09-Oct-2020 11:23 AM,Rejected-Technical,Technically Non Responsive,22-Oct-2020 03:11 PM,M K Das,Internal,,Milan Kalita,22-Oct-2020 03:11 PM,28-Oct-2020 12:00 PM,techsummary_28896.pdf (645.45 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,AOC,2.0,94629.0,LAJIK BRAHMA,INR,14013000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,95000,HI-Tech Water Solutions Pvt. Ltd,08-Oct-2020 03:57 PM,Accepted-AOC,Awarded as L1 bidder,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Financial Bid Form,,,,,,,,,,,,,,AOC,3.0,94810.0,O P KANDOI AND CO PVT LTD,INR,14013000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,94629,LAJIK BRAHMA,08-Oct-2020 10:37 PM,Accepted-AOC,Awarded as L1 bidder,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,95000.0,HI-Tech Water Solutions Pvt. Ltd,INR,14013000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,94594,MAHAVIR PUMPS MANUFACTURING PRIVATE LIMITED,09-Oct-2020 01:59 PM,Rejected-AOC,Not awarded,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,95015.0,M/s Macrocosm Builders,INR,14947200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95087,MP AGARWALA PVT.LTD,09-Oct-2020 12:27 PM,Accepted-AOC,Awarded as L1 bidder,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,95020.0,Sanjib Bhattacharjee,INR,14947200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,95038,M/S. D.K. ASSAM ASSOCIATES PVT. LTD.,09-Oct-2020 01:39 PM,Accepted-AOC,Awarded as L1 bidder,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,95038.0,M/S. D.K. ASSAM ASSOCIATES PVT. LTD.,INR,14947200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,95015,M/s Macrocosm Builders,09-Oct-2020 02:14 PM,Accepted-AOC,Awarded as L1 bidder,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,95087.0,MP AGARWALA PVT.LTD,INR,14013000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,94762,M/s S.B. Engineering,08-Oct-2020 04:26 PM,Rejected-AOC,Not awarded,07-Dec-2020 05:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9.0,95111.0,SONTOSH SAHEWALLA,INR,14013000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,94880,M/S U.K. ENTERPRISE,08-Oct-2020 10:09 PM,Rejected-Technical,Technically Non Responsive,22-Oct-2020 03:11 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,94810,O P KANDOI AND CO PVT LTD,09-Oct-2020 02:46 PM,Accepted-AOC,Awarded as L1 bidder,07-Dec-2020 05:49 PM,,,,,,,,AOC
