S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Providing CC interlocking pavements in Mehta Colony and CC tiles in Bansal readymade street in ward no. 1 Nalagarh.,Providing CC interlocking pavements in Mehta Colony and CC tiles in Bansal readymade street in ward no. 1 Nalagarh.,Please refer Tender documents. ,NA ,"7,29,792",Civil Works - Roads,NA ,Tender,90.0,60.0,MC Nalagarh,174101.0,NA ,NA ,NA ,MC Nalagarh,No ,No,500.0,Executive Officer,Nalagarh,No,"14,600",No,fixed,,Executive Officer,Nalagarh,16-Nov-2020 05:00 PM,01-Dec-2020 03:00 PM,16-Nov-2020 05:00 PM,01-Dec-2020 10:30 AM,NA ,NA ,16-Nov-2020 05:00 PM,01-Dec-2020 10:30 AM,14-Dec-2020 03:00 PM,Executive Officer,MC Nalagarh,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,1MC-NLG(6)2020-21-08,2020_UDDHP_42482_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Executive Officer,Internal,"Executive Officer, Assistent Engineer, Junior Engineer",Lalit Katoch,14-Dec-2020 02:56 PM,14-Dec-2020 03:00 PM,techsummary_62968.pdf (200.41 KB),1.0,189938.0,Ajay Thakur,30-Nov-2020 11:26 PM,Rejected-Finance,BEING L2,16-Dec-2020 04:40 PM,Finance,accepted,Lalit Katoch,15-Dec-2020 11:47 AM,finance_62968.pdf,BOQ Comparative Chart,Technical,Bid opening Summary,Lalit Katoch,03-Dec-2020 07:18 PM,technical_62968.pdf,16-Dec-2020,"INR 729,292",60.0,Lalit Katoch,16-Dec-2020 04:54 PM,awardlettermentacolony.pdf (743.00 KB),Awarded after negotiation,Ritika JIndal,Internal,"EO, AE, JE",Lalit Katoch,16-Dec-2020 04:37 PM,finsummary_62968.pdf (336.96 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,2020_UDDHP_42482_1,1MC-NLG(6)2020-21-08,Providing CC interlocking pavements in Mehta Colony and CC tiles in Bansal readymade street in ward no. 1 Nalagarh.,1.0,189869.0,Ravinder Kumar,INR,"769,223",AOC
2.0,FDR - Fixed Deposit,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,189869.0,Ravinder Kumar,30-Nov-2020 08:23 PM,Accepted-AOC,work awarded,16-Dec-2020 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
