Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,19-Sep-2020 04:45 PM,12-Oct-2020 03:00 PM,19-Sep-2020 04:45 PM,09-Oct-2020 04:00 PM,NA ,NA ,19-Sep-2020 05:00 PM,09-Oct-2020 04:00 PM,28-Oct-2020 12:00 PM,"5,000",CE PHE Water Assam,Guwahati,No,"2,00,000",Yes,fixed,,CE PHE Water Assam,Guwahati,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_10882_90,2020_PHED_18735_7,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",1.0,SBI Bank,Pkg 09 Installation of Arsenic removal CWPP of 2000 LPH under Golaghat and Jorhat Div under JJM,Pkg 09 Supply Delivery and Installation of Arsenic removal CWPP of capacity 2000 LPH in Golaghat and Jorhat Districts of Assam under Golaghat and Jorhat Div under JJM Assam,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,90.0,NA ,Jorhat,785001.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,AOC,M K Das,Internal,,Milan Kalita,22-Oct-2020 03:21 PM,28-Oct-2020 12:00 PM,techsummary_28906.pdf (418.62 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2020_PHED_18735_7,PHE_8_MM_2014_15_T_10882_90,Pkg 09 Installation of Arsenic removal CWPP of 2000 LPH under Golaghat and Jorhat Div under JJM,Technical,Technical Opening Summary,Milan Kalita,22-Oct-2020 03:07 PM,technical_28906.pdf,1.0,94843.0,r r enterprise,INR,3618000.0,1,94993,Arun Enterprise,08-Oct-2020 04:44 PM,Accepted-AOC,Awarded as L2 bidder as decided,07-Dec-2020 05:36 PM,05-Dec-2020,INR 1.809E+7,26.0,Munmun Das,07-Dec-2020 05:36 PM,Package_9.pdf (3088.00 KB),AOC,Finance,Financial opening and evaluation minutes,Munmun Das,12-Nov-2020 12:06 PM,finance_28906.pdf,BOQ Comparative Chart,M.K.Das,Internal,,Munmun Das,12-Nov-2020 03:42 PM,finsummary_28906.pdf (1770.57 KB),AOC
2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,94993.0,Arun Enterprise,INR,3618000.0,2,95097,ASOMI CONSTRUCTION & SUPPLY SYNDICATE,09-Oct-2020 12:08 PM,Rejected-AOC,Not awarded,07-Dec-2020 05:36 PM,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidders Financial Bid Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,3.0,95027.0,Sanjib Bhattacharjee,INR,3618000.0,3,94991,BEE KAY ENTERPRISE,09-Oct-2020 02:34 PM,Rejected-Technical,Technically Non Responsive,22-Oct-2020 03:21 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,4.0,95033.0,DEEP KUMAR RABHA,INR,2412000.0,4,95033,DEEP KUMAR RABHA,09-Oct-2020 12:17 PM,Accepted-AOC,Awarded as L2 bidder as decided,07-Dec-2020 05:36 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,5.0,95051.0,KEA CONSULTANTS PVT.LTD,INR,2412000.0,5,95054,D KUMAR AND COMPANY,09-Oct-2020 03:41 PM,Accepted-AOC,Awarded as L2 bidder as decided,07-Dec-2020 05:36 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,6.0,95054.0,D KUMAR AND COMPANY,INR,2412000.0,6,95051,KEA CONSULTANTS PVT.LTD,09-Oct-2020 09:08 AM,Accepted-AOC,Awarded as L2 bidder as decided,07-Dec-2020 05:36 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,94576,MAHAVIR PUMPS MANUFACTURING PRIVATE LIMITED,09-Oct-2020 02:14 PM,Rejected-Finance,Financially Non Responsive,12-Nov-2020 03:42 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,94758,MONORANJAN DEV NARAYAN BARMAN,09-Oct-2020 09:55 AM,Rejected-Technical,Technically Non Responsive,22-Oct-2020 03:21 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,95042,M S Scientifics and Aqua Systems,09-Oct-2020 03:12 AM,Rejected-AOC,Not awarded,07-Dec-2020 05:36 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,94843,r r enterprise,09-Oct-2020 01:29 PM,Accepted-AOC,Awarded as L2 bidder as decided,07-Dec-2020 05:36 PM,,,,,,,,,,,,,,,,,,,,AOC
