EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"18,000",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Improvement and Augmentation of WSS Own Khadari for LWSS Panjahal 1st stage in Tehsil Nahan Distt. Sirmour HP,Replacement of old centrifugal pumping machinery of 60 HP for 1st stage and 40 HP of 2nd stage of LWSS Panjahal with auto control panel with push button,Please refer Tender documents. ,NA ,"9,00,000",Pumps/Motors,NA ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722-2020-21- 4075-4150 dt 25-7-2020,2020_HPIPH_39309_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,1.0,ICICI BANK,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,27-Jul-2020 05:00 PM,04-Aug-2020 11:30 AM,27-Jul-2020 05:00 PM,04-Aug-2020 11:00 AM,NA ,NA ,27-Jul-2020 05:00 PM,04-Aug-2020 11:00 AM,22-Aug-2020 05:05 PM,AOC,16-Dec-2020,"INR 900,000",180.0,Mandeep Gupta,16-Dec-2020 11:31 AM,AOC.pdf (693.00 KB),Award to contractor,Finance,Financial Bid Opening Summary,Mandeep Gupta,22-Aug-2020 05:17 PM,finance_58050.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Mandeep Gupta,22-Aug-2020 05:02 PM,technical_58050.pdf,Dr. Mandeep Gupta EE,Internal,Supdt HDM DAO EE,Mandeep Gupta,22-Aug-2020 05:04 PM,22-Aug-2020 05:05 PM,techsummary_58050.pdf (99.96 KB),1.0,171474.0,Anand Bhushan,04-Aug-2020 10:04 AM,Rejected-Finance,Rejected,16-Dec-2020 11:28 AM,Er. JS Chouhan SE,Internal,Supdt WS CHD EENahan AED EED SE,Mandeep Gupta,16-Dec-2020 11:25 AM,finsummary_58050.pdf (692.56 KB),1.0,170814.0,HYDRAULIC ENGINEERING COMPANY,INR,"745,000","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_39309_2,NHN-SMR00-722-2020-21- 4075-4150 dt 25-7-2020,Improvement and Augmentation of WSS Own Khadari for LWSS Panjahal 1st stage in Tehsil Nahan Distt. Sirmour HP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,170814.0,HYDRAULIC ENGINEERING COMPANY,01-Aug-2020 11:49 AM,Accepted-AOC,AOC,16-Dec-2020 11:35 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,171421.0,shiv iron general engineers,04-Aug-2020 09:44 AM,Rejected-Finance,Rejected,16-Dec-2020 11:28 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN Card and GST No.,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership/sub-dealership of offered pumping machinery,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of curve chart alongwith offered PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
