EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,93,300",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,26-Dec-2019 10:00 AM,08-Jan-2020 11:00 AM,26-Dec-2019 10:00 AM,08-Jan-2020 10:30 AM,NA ,NA ,26-Dec-2019 10:00 AM,08-Jan-2020 10:30 AM,17-Feb-2020 03:55 PM,"5,000",EE B and R Division HPPWD Solan,EE Solan,No,C/o indoor stadium at Thodo Ground Solan,SH C/o civil work including site development R/walls rain harvesting tank and providing WS and SI work,Please refer Tender documents. ,NA ,"4,60,75,079",Civil Works,NA ,Tender,90.0,725.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,PWD,Construction of Indoor Stadium at Thodo Ground Sol,2019_PWD_33653_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE B and R Division hPPWD Solan,Near New Bus Stand Solan,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,AOC,PWD,2019_PWD_33653_1,Construction of Indoor Stadium at Thodo Ground Sol,C/o indoor stadium at Thodo Ground Solan,Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hamender Sharma HDM Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,17-Feb-2020 03:52 PM,17-Feb-2020 03:55 PM,techsummary_48497.pdf (181.42 KB),ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hamender sharma HDM and smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,08-Dec-2020 12:20 PM,finsummary_48497.pdf (216.63 KB),08-Dec-2020,"INR 51,756,600",725.0,Arvind Kumar,08-Dec-2020 12:26 PM,AOC.pdf (547.00 KB),Award of contract,1.0,144086.0,Arun Kumar Thakur,07-Jan-2020 02:02 PM,Accepted-AOC,Ok,08-Dec-2020 12:29 PM,Technical,Technical bid opening summary,Arvind Kumar,13-Jan-2020 10:52 AM,technical_48497.pdf,Finance,Financial bid opening summary,Arvind Kumar,18-Feb-2020 11:43 AM,finance_48497.pdf,BOQ Comparative Chart,1.0,144086.0,Arun Kumar Thakur,INR,"51,756,600",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Contractors registraiton reffer general rules No 23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,144007.0,M/S Roshan Lal Sharma & Sons,06-Jan-2020 05:17 PM,Rejected-AOC,Ok,08-Dec-2020 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144000.0,P K Construction Shimla Pvt Ltd,06-Jan-2020 04:49 PM,Rejected-AOC,Ok,08-Dec-2020 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F Note wor,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,144013.0,Tenzin Construction Co. Pvt. Ltd.,06-Jan-2020 05:33 PM,Rejected-AOC,Ok,08-Dec-2020 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 Affidavit",AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,144144.0,unipro,07-Jan-2020 04:49 PM,Rejected-AOC,Ok,08-Dec-2020 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,143593.0,Vidya Infrastructure and Developers,02-Jan-2020 06:58 PM,Rejected-AOC,Ok,08-Dec-2020 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information bidder like to provide,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual financial Turn Over from CA During the last five Years as indicated as per Cl 28.2.a,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
