Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,"1,26,300",Yes,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),"2,000",Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,Yes,Providing of Parking for vehicles of patients Visitors and staff New MH 1 Complex at Sanjaulli (SH C O Collapsed Retaining wall with Toe wall at RD 0/00 to 0/050),Providing of Parking for vehicles of patients Visitors and staff New MH 1 Complex at Sanjaulli (SH C O Collapsed Retaining wall with Toe wall at RD 0/00 to 0/050),As per SBD ,NA ,"93,72,833",Civil Works,NA ,Tender,120.0,180.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,10-Jul-2020 06:00 PM,24-Jul-2020 11:00 AM,10-Jul-2020 06:00 PM,23-Jul-2020 04:00 PM,NA ,NA ,10-Jul-2020 06:00 PM,23-Jul-2020 04:00 PM,13-Aug-2020 11:00 AM,PWD,SD-1-CTR-Tender/2020-4200 dt 29-06-2020,2020_PWD_38828_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,PWD,2020_PWD_38828_1,SD-1-CTR-Tender/2020-4200 dt 29-06-2020,Providing of Parking for vehicles of patients Visitors and staff New MH 1 Complex at Sanjaulli (SH C O Collapsed Retaining wall with Toe wall at RD 0/00 to 0/050),ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShSanjeevchauhansrAssistant,Pradeep Kumar Bhardwaj,11-Aug-2020 03:06 PM,13-Aug-2020 11:00 AM,techsummary_57339.pdf (909.06 KB),ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajKumarSrAssistant,Sudhir Kumar Gupta,14-Dec-2020 04:48 PM,finsummary_57339.pdf (101.49 KB),14-Dec-2020,"INR 9,372,833",180.0,Sudhir Kumar Gupta,14-Dec-2020 04:49 PM,AOC38828_1.pdf (187.00 KB),AOC,Finance,Bid opening summary,Pradeep Kumar Bhardwaj,13-Aug-2020 02:29 PM,finance_57339.pdf,BOQ Comparative Chart,1.0,169179.0,RANDEEP CHAUHAN,INR,"12,173,913",1.0,169144.0,Manoj Sharma,23-Jul-2020 02:09 PM,Rejected-Technical,No,11-Aug-2020 03:06 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,29-Jul-2020 09:07 AM,technical_57339.pdf,AOC
,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,169379.0,P K Construction Shimla Pvt Ltd,23-Jul-2020 03:23 PM,Rejected-Finance,3rd Lowest,14-Dec-2020 04:52 PM,,,,,,AOC
,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,169393.0,RAJESH SHARMA,23-Jul-2020 03:46 PM,Rejected-Finance,2nd Lowest,14-Dec-2020 04:52 PM,,,,,,AOC
,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,169361.0,Rakesh Verma,23-Jul-2020 02:44 PM,Rejected-Finance,4th Lowest,14-Dec-2020 04:52 PM,,,,,,AOC
,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,169179.0,RANDEEP CHAUHAN,22-Jul-2020 07:16 PM,Accepted-AOC,Awarded,14-Dec-2020 04:53 PM,,,,,,AOC
,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
