Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Tender Stage
HP Horticultural Produce Marketing and Processing Corporation Ltd.,2020_HPMC_37798_1,HPHDP PIU HPMC / TURNKEY/ PARALA-20,"Design, supply, installation and commissioning of Processing plant and machinery and trial runs including construction of processing plant for Parala, District. Shimla HP","Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,05-Oct-2020 02:54 PM,finsummary_55702.pdf (601.98 KB),1.0,168054.0,Praj Industries Limited,INR,"912,361,000",19-Nov-2020,"INR 839,410,000",540.0,BRIJ MOHAN SAINI,17-Dec-2020 01:40 PM,LOA-Parala.pdf (373.00 KB),Letter of Acceptance (LOA) and Contract has been awarded to Ms Praj Industries Limited.,1.0,167504.0,Neologic Engineers Pvt Ltd,24-Jul-2020 11:49 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Sep-2020 03:36 PM,"Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,02-Sep-2020 03:40 PM,10-Sep-2020 02:30 PM,techsummary_55702.pdf (643.85 KB),Technical,The bidder Neologic Engineers JV SCON have been technically not qualified due to not matching the required criteria as per the bidding document that is average annual turnover and as per TE the above said bidder does not meet the requirements.,BRIJ MOHAN SAINI,02-Sep-2020 03:36 PM,technical_55702.pdf,Finance,Financial Bid was opened on 10.09.2020 at 02.30 PM. MS Praj Industries Limited was the only bidder technically qualified for the financial opening.,BRIJ MOHAN SAINI,11-Sep-2020 03:28 PM,finance_55702.pdf,BOQ Comparative Chart,AOC,"1,70,00,000",No,fixed,,Project Director,Himachal Pradesh Horticulture Development Society,1.0,Bid_Submission_Date_Extended,Date,,1.0,Fee/PreQual/Technical,.pdf,Letter of Bid Technical Part and Bid Security in accordance with ITB 20,"5,900",Project Director,Himachal Pradesh Horticulture Development Society,No,"Managing Director, HPMC",HPMC HO Nigam Vihar Shimla,"Design, supply, installation and commissioning of Processing plant and machinery and trial runs including construction of processing plant for Parala, District. Shimla HP","Design, supply, installation and commissioning of Processing plant and machinery and trial runs including construction of processing plant for Parala, District. Shimla HP",Please refer Tender documents. ,NA ,"83,94,10,000",Civil Works - Others,"Design, Supply and Installation on turnkey basis  ",Tender,120.0,540.0,"Parala, Distt. Shimla",171209.0,HPMC Shimla through Video Conference. ,HPMC Shimla Through VC ,26-Jun-2020 02:00 PM ,HPMC HO Nigam Vihar Shimla,No ,No,03-Jun-2020 05:50 PM,24-Jul-2020 12:30 PM,03-Jun-2020 06:00 PM,24-Jul-2020 12:00 PM,03-Jun-2020 06:30 PM ,22-Jun-2020 10:00 AM ,14-Jul-2020 02:30 PM,24-Jul-2020 12:00 PM,10-Sep-2020 02:30 PM,HP Horticultural Produce Marketing and Processing Corporation Ltd.,HPHDP PIU HPMC / TURNKEY/ PARALA-20,2020_HPMC_37798_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,168054.0,Praj Industries Limited,23-Jul-2020 11:24 PM,Accepted-AOC,L1.,17-Dec-2020 01:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,General-Corrigendum,Other,,,,.pdf,"Confirmation authorizing the signatory of the Bid to commit the Bidder, in accordance with ITB 21.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,"Documentary evidence established in accordance with ITB 14.1 , 15 and 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,"In the case of a bid submitted by a JV (where permitted), JV agreement, or letter of intent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,"List of subcontractors, in accordance with ITB 16.2, and a letter of intent between the parties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Any other document required in the BDS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,"Bid document fees, Power of Attorney and Certificate of correctness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.pdf,Letter of Bid Financial Part prepared in accordance with ITB 12 and ITB 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,"Completed schedules as required, including Price Schedules, in accordance with ITB 12 and 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Any other document required in the BDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
