Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,Construction of Antu to Mangan road km. 0/0 to 3/00(SH Construction of 5/7 mtr wide formation cutting in km 2/535 to 2/615).,Construction of Antu to Mangan road km. 0/0 to 3/00(SH Construction of 5/7 mtr wide formation cutting in km 2/535 to 2/615).,Please refer Tender documents. ,NA ,"2,35,445",Civil Works - Roads,NA ,Tender,90.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,19-Sep-2020 04:00 PM,01-Oct-2020 11:00 AM,19-Sep-2020 04:00 PM,30-Sep-2020 05:00 PM,NA ,NA ,19-Sep-2020 04:00 PM,30-Sep-2020 05:00 PM,08-Oct-2020 11:00 AM,PWD,PW-RGH-Tender20-21-4965 dt. 15.9.2020,2020_PWD_40874_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,EE RAJGARH,RAJGARH,No,1.0,ICICI BANK,"5,000",No,fixed,,EE RAJGARH,RAJGARH,AOC,1.0,179535.0,Dikshant Thakur,30-Sep-2020 12:34 PM,Rejected-Finance,L5,12-Oct-2020 12:33 PM,Technical,SUMMARY,Narender verma,07-Oct-2020 11:48 AM,technical_60281.pdf,Finance,SUMMARY,Narender verma,12-Oct-2020 12:17 PM,finance_60281.pdf,BOQ Comparative Chart,1.0,180626.0,HPPWD,INR,"98,572",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,07-Oct-2020 03:40 PM,08-Oct-2020 11:00 AM,techsummary_60281.pdf (980.93 KB),PWD,2020_PWD_40874_2,PW-RGH-Tender20-21-4965 dt. 15.9.2020,Construction of Antu to Mangan road km. 0/0 to 3/00(SH Construction of 5/7 mtr wide formation cutting in km 2/535 to 2/615).,11-Dec-2020,"INR 98,572",60.0,Narender verma,11-Dec-2020 04:56 PM,AOC.2.pdf (639.00 KB),WORK AWARDED TO SH. VIPAN DUTT,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,12-Oct-2020 12:31 PM,finsummary_60281.pdf (4615.07 KB),AOC
,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,2.0,180626.0,HPPWD,30-Sep-2020 03:01 PM,Accepted-AOC,L1,11-Dec-2020 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,180695.0,Jagdish Chand,30-Sep-2020 04:51 PM,Rejected-Finance,L2,12-Oct-2020 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,180639.0,Pankaj,30-Sep-2020 04:00 PM,Rejected-Finance,L4,12-Oct-2020 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,180461.0,Rajender Kumar,29-Sep-2020 08:32 PM,Rejected-Finance,L3,12-Oct-2020 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,180620.0,SACHIN SHARMA,30-Sep-2020 02:11 PM,Rejected-Technical,Not Fulfill the qualifying criteria,07-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
