Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
13-Feb-2020 06:00 PM,18-Jun-2020 03:00 PM,14-Feb-2020 12:00 PM,18-Jun-2020 02:00 PM,NA ,NA ,27-Feb-2020 02:00 PM,18-Jun-2020 02:00 PM,19-Oct-2020 09:00 AM,1.0,Corrigendum in respect of Bid Submission,Date,,Supply installation of various equipments related to Microbiology Department for all Medical College Hospitals and Dental Colleges of Assam,Supply installation of various equipments related to Microbiology Department for all Medical College Hospitals and Dental Colleges of Assam,Please refer Tender documents. ,NA ,,Medical Equipments/Waste,NA ,Tender,365.0,21.0,Medical College Hospitals of Assam,781022.0,"DME, ASSAM, Sixmile, Khanapara ","DME, ASSAM, Sixmile, Khanapara ",26-Feb-2020 11:00 AM ,"DME, ASSAM, Sixmile, Khanapara",No ,No,"2,500",As mentiond in the E-Tender.,As mentiond in the E- Tender.,Yes,"2,00,000",Yes,fixed,,As mentiond in the E-Tender.,As mentiond in the E-Tender.,"DME, ASSAM, Sixmile, Khanapara","DME, ASSAM, Sixmile, Khanapara",Health and Family Welfare Department||Directorate of Medical Education-HFWD,DME/Micro/43/2020/2069 dt 13/02/2020,2020_HFWD_16486_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,AOC,Dr. A. K. Barman,Internal,,Bhupen Chandra Sarma,04-Dec-2020 02:17 PM,finsummary_25205.pdf (1616.67 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD,2020_HFWD_16486_1,DME/Micro/43/2020/2069 dt 13/02/2020,Supply installation of various equipments related to Microbiology Department for all Medical College Hospitals and Dental Colleges of Assam,Finance,Minutes of the Finance Committee meeting.,Bhupen Chandra Sarma,04-Dec-2020 12:37 PM,finance_25205.pdf,BOQ Comparative Chart,Dr Lahari Saikia,Internal,,Bhupen Chandra Sarma,16-Oct-2020 08:09 PM,19-Oct-2020 09:00 AM,techsummary_25205.pdf (1213.96 KB),1,79678,Alliance Scientific,18-Jun-2020 01:41 PM,Rejected-Technical,As per minutes of the Technical Committee,16-Oct-2020 08:09 PM,1.0,78582.0,bioMerieux India Pvt. Ltd.,INR,944000.0,Technical,Minutes of the Bid opening meeting,Bhupen Chandra Sarma,26-Jun-2020 07:54 PM,technical_25205.pdf,04-Dec-2020,INR 230690.0,21.0,Bhupen Chandra Sarma,04-Dec-2020 02:20 PM,AppvlMicro2069.pdf (1504.00 KB),As per Minutes of the Finance Committee meeting,AOC
,,,,,,,,,2.0,Corrigendum Regarding EMD,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,.pdf,Technical Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,77424,BIOMEDICAL SOLUTIONS,02-Jun-2020 10:46 AM,Rejected-Technical,As per minutes of the Technical Committee,16-Oct-2020 08:09 PM,2.0,80494.0,Jyoti Pharmaceuticals,INR,230690.0,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,78582,bioMerieux India Pvt. Ltd.,11-Jun-2020 07:59 PM,Accepted-AOC,As per Minutes of the Finance Committee meeting,04-Dec-2020 02:20 PM,3.0,82913.0,United Traders,INR,200600.0,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,.pdf,SBOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,83595,ITAS G. PHARMA,18-Jun-2020 01:42 PM,Rejected-Technical,As per minutes of the Technical Committee,16-Oct-2020 08:09 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5,80494,Jyoti Pharmaceuticals,11-Jun-2020 03:21 PM,Accepted-AOC,As per Minutes of the Finance Committee meeting,04-Dec-2020 02:20 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,6,81996,M B Traders,17-Jun-2020 05:21 PM,Rejected-Technical,As per minutes of the Technical Committee,16-Oct-2020 08:09 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,7,82053,Micro Instrument Company,02-Jun-2020 12:18 PM,Rejected-Technical,As per minutes of the Technical Committee,16-Oct-2020 08:09 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,8,78554,M/s Popular Science Apparatus Workshops Pvt. Ltd.,20-Mar-2020 01:24 PM,Rejected-Technical,As per minutes of the Technical Committee,16-Oct-2020 08:09 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,9,81982,NJD TRADERS,18-Jun-2020 11:41 AM,Rejected-AOC,As per Minutes of the Finance Committee meeting,04-Dec-2020 02:20 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,10,82913,United Traders,09-Jun-2020 10:16 PM,Accepted-AOC,As per Minutes of the Finance Committee meeting,04-Dec-2020 02:20 PM,,,,,,,,,,,,,,,,,,AOC
