Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,No.-NHC- 2052-2151 dated 23.9.2020,2020_PWD_41331_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,350.0,EE NH HPPWD CHAMBA,EE NH HPPWD CHAMBA,No,05-Oct-2020 11:00 AM,20-Oct-2020 11:30 AM,05-Oct-2020 11:00 AM,20-Oct-2020 11:00 AM,NA ,NA ,05-Oct-2020 11:00 AM,20-Oct-2020 11:00 AM,27-Oct-2020 11:15 AM,A/R and M/O on Chakki Banikhet Chamba Bharmour Road NH 154 A Km 39/0 to 106/0 (SH C/o PCC R/wall at RD 51/845 TO 51/853.,A/R and M/O on Chakki Banikhet Chamba Bharmour Road NH 154 A Km 39/0 to 106/0 (SH C/o PCC R/wall at RD 51/845 TO 51/853.,Please refer Tender documents. ,NA ,"7,55,647",Civil Works - Roads,NA ,Tender,90.0,NA ,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Chamba,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (indicated in schedule F),"15,120",No,fixed,,EE NH HPPWD CHAMBA,EE NH HPPWD CHAMBA,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,AOC,Finance,Bid opening Summary,Rajeev Kumar,29-Dec-2020 12:33 PM,finance_60998.pdf,BOQ Comparative Chart,1.0,183114.0,Aman Jamwal Govt Contractor,INR,"528,706.4",1.0,183147.0,Abhishek Thakur,19-Oct-2020 10:03 PM,Rejected-AOC,l-3,29-Dec-2020 12:49 PM,Technical,BOS,Rajeev Kumar,26-Oct-2020 05:17 PM,technical_60998.pdf,PWD,2020_PWD_41331_4,No.-NHC- 2052-2151 dated 23.9.2020,A/R and M/O on Chakki Banikhet Chamba Bharmour Road NH 154 A Km 39/0 to 106/0 (SH C/o PCC R/wall at RD 51/845 TO 51/853.,Executive Engineer,Internal,,Rajeev Kumar,26-Oct-2020 06:06 PM,27-Oct-2020 11:15 AM,techsummary_60998.pdf (570.53 KB),Executive Engineer,Internal,"Assistant Engineer, HDM Super indent Senior Assistant",Rajeev Kumar,29-Dec-2020 12:40 PM,finsummary_60998.pdf (231.21 KB),29-Dec-2020,"INR 528,706.4",90.0,Rajeev Kumar,29-Dec-2020 12:45 PM,aoc3023.pdf (396.00 KB),A/R and M/O on Chakki Banikhet Chamba Bharmour Road NH 154 A Km 39/0 to 106/0 (SH C/o PCC R/wall at RD 51/845 TO 51/853.,AOC
,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (indicated in schedule F),,,,,,,,,AOC,,,,,,,,,,,,2.0,183114.0,Aman Jamwal Govt Contractor,19-Oct-2020 08:45 PM,Accepted-AOC,l-1,29-Dec-2020 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23 and as per invitation of bid),,,,,,,,,AOC,,,,,,,,,,,,3.0,183135.0,Arvind Thakur,19-Oct-2020 08:01 PM,Rejected-AOC,l-2,29-Dec-2020 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not having two works in hand at time of bid.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed by the contractor,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work in hand,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
