Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Financial bid opening summary,Arvind Kumar,26-Jun-2020 02:38 PM,finance_55953.pdf,BOQ Comparative Chart,1.0,163311.0,Anand Enterprises,INR,"4,250,600",Technical,Technical bid opening summary,Arvind Kumar,24-Jun-2020 01:28 PM,technical_55953.pdf,1.0,163311.0,Anand Enterprises,22-Jun-2020 04:36 PM,Accepted-AOC,Ok,08-Dec-2020 12:15 PM,ER Arvind sharma EE Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hamender Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,08-Dec-2020 12:09 PM,finsummary_55953.pdf (211.94 KB),08-Dec-2020,"INR 3,518,352",90.0,Arvind Kumar,08-Dec-2020 12:11 PM,AOC.pdf (525.00 KB),Award of contract,PWD,2020_PWD_37991_1,1491-98 dated 02.06.2020 C/o Circuit House buildin,Construction of Circuit House building at Chambaghat Solan,ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemender Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,26-Jun-2020 12:51 PM,26-Jun-2020 12:55 PM,techsummary_55953.pdf (35.17 KB),AOC,PWD,1491-98 dated 02.06.2020 C/o Circuit House buildin,2020_PWD_37991_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,"57,450",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,"1,500",EE B and R Division HPPWD Solan,EE Solan,No,Construction of Circuit House building at Chambaghat Solan,SH Providing and fixing and installation furniture articles,Please refer Tender documents. ,NA ,"33,28,040",Civil Works,NA ,Tender,90.0,90.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,EE B and R Solan,Near new Bus Stand Bye pass road Solan,1.0,DD - Demand Draft,10-Jun-2020 06:00 PM,24-Jun-2020 11:00 AM,10-Jun-2020 06:00 PM,24-Jun-2020 10:30 AM,NA ,NA ,10-Jun-2020 06:10 PM,24-Jun-2020 10:30 AM,26-Jun-2020 12:55 PM,AOC
,,,,,,,,,,,,,,,,2.0,164079.0,ATUL GUPTA,22-Jun-2020 08:16 PM,Rejected-AOC,Ok,08-Dec-2020 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,164054.0,VARUN SALES,22-Jun-2020 06:07 PM,Rejected-AOC,Ok,08-Dec-2020 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,The bidder shall attach authorization of the manufacture company as per mentioned Invitation for Bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,The bidder shall attach the balance sheet profit and loss as per mentioned in Invitation for bids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,The bidder shall attach the turn over the gross amount of which should as per mentioned IFB cond No3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,For bid capacity the turn over as mentioned in Invitation for bids conditon no4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,The bidder should never been blacklisted Debarred shall attach affid as mentioned in IFB cond no5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,The bidder shall attach the experience during the last 3 Years as per IFB condtion No6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
