Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,PWD,PW-RGH-Tender20-21-4965 dt. 15.9.2020,2020_PWD_40874_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,EE RAJGARH,RAJGARH,No,C/O Meholog Dilman via Kujji road Km. 0/0 to 4/600(SH C/O 900 mm dia RCC Hume pipe culverts along with wing walls at RD 3/160 and 3/600),C/O Meholog Dilman via Kujji road Km. 0/0 to 4/600(SH C/O 900 mm dia RCC Hume pipe culverts along with wing walls at RD 3/160 and 3/600),Please refer Tender documents. ,NA ,"2,32,059",Civil Works - Roads,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,ICICI BANK,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,"5,000",No,fixed,,EE RAJGARH,RAJGARH,19-Sep-2020 04:00 PM,01-Oct-2020 11:00 AM,19-Sep-2020 04:00 PM,30-Sep-2020 05:00 PM,NA ,NA ,19-Sep-2020 04:00 PM,30-Sep-2020 05:00 PM,08-Oct-2020 11:00 AM,AOC,1.0,180010.0,Geeta Ram,INR,"335,950",11-Dec-2020,"INR 335,950",90.0,Narender verma,11-Dec-2020 04:20 PM,AOC.13.pdf (690.00 KB),work awarded to Sh. Geeta Ram,PWD,2020_PWD_40874_13,PW-RGH-Tender20-21-4965 dt. 15.9.2020,C/O Meholog Dilman via Kujji road Km. 0/0 to 4/600(SH C/O 900 mm dia RCC Hume pipe culverts along with wing walls at RD 3/160 and 3/600),Er. Narender Kumar Verma,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,14-Oct-2020 04:02 PM,finsummary_60311.pdf (4615.07 KB),Finance,SUMMARY,Narender verma,13-Oct-2020 03:55 PM,finance_60311.pdf,BOQ Comparative Chart,1.0,180413.0,AMAN GUPTA,30-Sep-2020 07:37 AM,Rejected-Finance,L2,14-Oct-2020 04:04 PM,Technical,SUMMARY,Narender verma,07-Oct-2020 12:30 PM,technical_60311.pdf,Er. Narender Kumar Verma,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,07-Oct-2020 05:15 PM,08-Oct-2020 11:00 AM,techsummary_60311.pdf (703.24 KB),AOC
,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,180010.0,Geeta Ram,29-Sep-2020 01:08 PM,Accepted-AOC,L1,11-Dec-2020 04:23 PM,,,,,,,,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
