EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"3,00,000",No,fixed,,As mentiond in the E-Tender.,As mentiond in the E-Tender.,1.0,Corrigendum for Extension and Spiliting of EMD,Date,,Supply Installation of Equipment related to Cardiology Department for all Medical College Hospitals of Assam,Supply Installation of Equipment related to Cardiology Department for all Medical College Hospitals of Assam,Please refer Tender documents. ,NA ,,Multi-crop Thresher,NA ,Rate Contract,365.0,25.0,Medical College Hospitals,781022.0,"DME, ASSAM, Sixmile, Khanapara ","DME, ASSAM, Sixmile, Khanapara ",22-May-2020 11:30 AM ,"DME, ASSAM, Sixmile, Khanapara",No ,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Prequalification,"DME, ASSAM, Sixmile, Khanapara","DME, ASSAM, Sixmile, Khanapara",30-Apr-2020 03:00 PM,10-Aug-2020 04:00 PM,30-Apr-2020 03:30 PM,10-Aug-2020 02:00 PM,NA ,NA ,22-May-2020 05:00 PM,10-Aug-2020 02:00 PM,05-Nov-2020 04:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,DME/Cardiology/92/2020/5214 dt 28/4/2020,2020_HFWD_17386_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"5,000",As mentiond in the E-Tender.,As mentiond in the E- Tender.,No,AOC,1,84334,CANNON DEVICES PRIVATE LIMITED,27-Jul-2020 01:34 PM,Rejected-Technical,As per Minutes of the Technical Committee meeting,05-Nov-2020 01:00 PM,Prof Barnali Dutta,Internal,,Bhupen Chandra Sarma,05-Nov-2020 01:00 PM,05-Nov-2020 04:00 PM,techsummary_26624.pdf (1460.73 KB),24-Dec-2020,INR 2167424.0,25.0,Bhupen Chandra Sarma,24-Dec-2020 03:00 PM,CardioApproved.pdf (437.00 KB),As per minutes of the finance committee meeting,Prof A K Barman,Internal,,Bhupen Chandra Sarma,24-Dec-2020 02:57 PM,finsummary_26624.pdf (561.01 KB),1.0,80866.0,SAIMED INNOVATION,INR,2520000.0,Technical,Minutes of the Technical Bid opening Meeting,Bhupen Chandra Sarma,27-Aug-2020 05:27 PM,technical_26624.pdf,Finance,Minutes of the finance committee meeting,Bhupen Chandra Sarma,24-Dec-2020 02:47 PM,finance_26624.pdf,BOQ Comparative Chart,Health and Family Welfare Department||Directorate of Medical Education-HFWD,2020_HFWD_17386_1,DME/Cardiology/92/2020/5214 dt 28/4/2020,Supply Installation of Equipment related to Cardiology Department for all Medical College Hospitals of Assam,AOC
,,,,,,2.0,Notice to prospective bidders,Other,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,AOC,2,84430,ITAS G. PHARMA,10-Aug-2020 11:05 AM,Rejected-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,2.0,83292.0,TREADSTONE TECHNOSOFT SERVICES,INR,5376000.0,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,Corrigendum for Technical Specification,Technical Bid,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,AOC,3,84384,M B Traders,10-Aug-2020 12:11 PM,Rejected-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,3.0,84798.0,Vikas Medical Devices,INR,327040.0,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Supplementary BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,AOC,4,86142,NJD TRADERS,10-Aug-2020 12:38 PM,Rejected-Finance,As per minutes of the Finance Committee,24-Dec-2020 02:57 PM,,,,,,,,,,,,,,,,,,,,,4.0,85982.0,Schiller Healthcare India Pvt LTd,INR,100800.0,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,80866,SAIMED INNOVATION,18-Jun-2020 03:47 PM,Accepted-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,5.0,86135.0,WIPRO GE HEALTHCARE PVT. LTD.,INR,9150400.0,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,85982,Schiller Healthcare India Pvt LTd,10-Aug-2020 11:52 AM,Accepted-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,84297,Translumina Therapeutics LLP,27-Jun-2020 05:01 PM,Rejected-Technical,As per Minutes of the Technical Committee meeting,05-Nov-2020 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,83292,TREADSTONE TECHNOSOFT SERVICES,10-Aug-2020 12:26 PM,Accepted-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,84798,Vikas Medical Devices,04-Aug-2020 01:48 PM,Accepted-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,86135,WIPRO GE HEALTHCARE PVT. LTD.,10-Aug-2020 01:37 PM,Accepted-AOC,as per minutes of the finance committee,24-Dec-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
