Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept,07_RIDF_XXV_NABARD_2020_21 Dt. 22.06.2020,2020_ID_18047_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Extension of date of bid submission,Date,,25-Jun-2020 06:00 PM,24-Jul-2020 03:00 PM,25-Jun-2020 06:10 PM,24-Jul-2020 02:00 PM,NA ,NA ,26-Jun-2020 10:00 AM,24-Jul-2020 02:00 PM,05-Aug-2020 04:10 PM,"Chief Engineer (MI),Irrigation,Assam","O/o Chief Engineer (I),Irrigation,Assam, Ghy-03","3,600","EE,Rangia Division(I),Rangia",Rangia,Yes,"3,55,500",Yes,percentage,2.0%,"EE,Rangia Division(I),Rangia",Rangia,Const of 7 _Seven_ Nos. of MDTW I_S_19 Pts_ under RIDF_XXV _NABARD_ Under Rangia Div_I_ Rangia package 2,Solar Powered Pathalikuchi MDTW I_S 3_Three_Pts and Solar Powered Dwarkuchi MDTW I_S 3_Three_ Pts Package 2,Please refer Tender documents. ,NA ,"1,77,75,000",Civil Works,NA ,Rate Contract,180.0,180.0,Rangia,781354.0,NA ,NA ,NA ,"O/o Chief Engineer (I),Irrigation,Assam, Ghy-03",No ,No,1.0,SBI Bank,AOC,1,85258,ABDUL SAMAD CHOUDHURY,24-Jul-2020 01:43 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept,2020_ID_18047_2,07_RIDF_XXV_NABARD_2020_21 Dt. 22.06.2020,Const of 7 _Seven_ Nos. of MDTW I_S_19 Pts_ under RIDF_XXV _NABARD_ Under Rangia Div_I_ Rangia package 2,AOC
,,.pdf,Bid Documents,,,,,,,,,,,,,,,2.0,Corrigendum on BOQ,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,84857,BISWA KUMAR KHAKHLARY,23-Jul-2020 07:54 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,,,,,AOC
,,.pdf,cost of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,85286,K C INFRA PROJECTS PRIVATE LTD,23-Jul-2020 05:47 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,,,,,AOC
,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,85293,KEMENDRA KUMAR BRAHMA,24-Jul-2020 01:27 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,,,,,AOC
,,.pdf,Pre-qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,85128,M/S B.T.ENTERPRISE,23-Jul-2020 12:55 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,,,,,AOC
,,.pdf,Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,85208,M/S Kusumbar Construction,23-Jul-2020 04:43 PM,Accepted-AOC,Awarded,22-Dec-2020 11:49 AM,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,85247,MS Luhit Enterprise,24-Jul-2020 11:30 AM,Accepted-AOC,Awarded,22-Dec-2020 11:49 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,84635,MS MURLIDHAR AGARWALA AND CO,22-Jul-2020 06:33 PM,Accepted-AOC,Awarded,22-Dec-2020 11:49 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,85299,M/S RAJ KUMAR JAIN,24-Jul-2020 01:05 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,85279,SARAWGI AND SONS,23-Jul-2020 02:46 PM,Rejected-Finance,Not Admitted,22-Dec-2020 11:39 AM,,,,,AOC
