Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,1.0,ICICI BANK,350.0,EE RAJGARH,RAJGARH,No,19-Sep-2020 04:00 PM,01-Oct-2020 11:00 AM,19-Sep-2020 04:00 PM,30-Sep-2020 05:00 PM,NA ,NA ,19-Sep-2020 04:00 PM,30-Sep-2020 05:00 PM,08-Oct-2020 11:00 AM,"7,000",No,fixed,,EE RAJGARH,RAJGARH,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,PW-RGH-Tender20-21-4965 dt. 15.9.2020,2020_PWD_40874_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Yashwant Nagar Kattivadi Badrika Ashram via Plasahla Nauni road km. 0/0 to 6/095 (SH C/O 900mm dia RCC Hume pipe culverts along with both side wing wall at RD 0/275 and 0/440).,Construction of Yashwant Nagar Kattivadi Badrika Ashram via Plasahla Nauni road km. 0/0 to 6/095 (SH C/O 900mm dia RCC Hume pipe culverts along with both side wing wall at RD 0/275 and 0/440).,Please refer Tender documents. ,NA ,"3,29,502",Civil Works - Roads,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,AOC,PWD,2020_PWD_40874_8,PW-RGH-Tender20-21-4965 dt. 15.9.2020,Construction of Yashwant Nagar Kattivadi Badrika Ashram via Plasahla Nauni road km. 0/0 to 6/095 (SH C/O 900mm dia RCC Hume pipe culverts along with both side wing wall at RD 0/275 and 0/440).,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,07-Oct-2020 04:26 PM,08-Oct-2020 11:00 AM,techsummary_60302.pdf (752.70 KB),Er. Narender Kumar Verma,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,15-Oct-2020 11:47 AM,finsummary_60302.pdf (4615.07 KB),09-Dec-2020,"INR 333,990",90.0,Narender verma,09-Dec-2020 11:39 AM,AOC.8.pdf (634.00 KB),work awarded to sh. Vidyanand,Finance,SUMMARY,Narender verma,13-Oct-2020 01:02 PM,finance_60302.pdf,BOQ Comparative Chart,1.0,180355.0,Vidyanand,INR,"333,990",1.0,180320.0,Sachin Chauhan,29-Sep-2020 08:11 AM,Rejected-Finance,L2,15-Oct-2020 11:49 AM,Technical,SUMMARY,Narender verma,07-Oct-2020 12:10 PM,technical_60302.pdf,AOC
,,.pdf,EARNEST MONEY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,179651.0,Surender Thakur,26-Sep-2020 03:10 PM,Rejected-Finance,L3,15-Oct-2020 11:49 AM,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,180355.0,Vidyanand,29-Sep-2020 12:09 PM,Accepted-AOC,L1,09-Dec-2020 11:43 AM,,,,,,AOC
,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
