Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,500",Executive Engineer,Elect. Division HPPWD Palampur,No,"54,500",No,fixed,,Executive Engineer,Elect. Division HPPWD Palampur,1.0,Fee/PreQual/Technical,.pdf,Bank Draft towards the cost of bid document,"Construction of Degree College at Bharmour in Tehsil Bharmour, Distt. Chamba, HP (SH- Providing E.I. therein).","Construction of Degree College at Bharmour in Tehsil Bharmour, Distt. Chamba, HP (SH- Providing E.I. therein).",Please refer Tender documents. ,NA ,"31,30,691",Electrical Works,NA ,Tender,120.0,60.0,Bharmour in Distt. Chamba,176315.0,NA ,NA ,NA ,Palampur,No ,No,1.0,DD - Demand Draft,PWD,Elect. Division HPPWD Palampur,2020_PWD_38833_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,10-Jul-2020 06:00 PM,25-Jul-2020 11:30 AM,10-Jul-2020 06:00 PM,24-Jul-2020 05:00 PM,NA ,NA ,10-Jul-2020 06:00 PM,24-Jul-2020 05:00 PM,01-Sep-2020 03:00 PM,Executive Engineer,Elect. Division HPPWD Palampur,AOC,Er. Munish Bhopal Executive Engineer,Internal,Sh Kirpal Chand Supdt. Sh. Ramesh Kumar HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ajay Paul Tender Asstt.,Mohan Rajeev Parmar,01-Sep-2020 01:34 PM,01-Sep-2020 03:00 PM,techsummary_57344.pdf (328.62 KB),PWD,2020_PWD_38833_1,Elect. Division HPPWD Palampur,"Construction of Degree College at Bharmour in Tehsil Bharmour, Distt. Chamba, HP (SH- Providing E.I. therein).",03-Dec-2020,"INR 3,130,691",60.0,Mohan Rajeev Parmar,03-Dec-2020 03:35 PM,AOC_7527_32.pdf (974.00 KB),Work awarded to the lowest contractor after negotiation vide this office No.7527-32 dated 10.11.2020,Er. Munish Bhopal Executive Engineer,Internal,Sh. Rakesh Kumar Sr. Asstt. Sh. Atul Nag JDM Sh. Ajay Paul Dealing Hand,Mohan Rajeev Parmar,03-Dec-2020 03:29 PM,finsummary_57344.pdf (973.68 KB),Finance,as per uploaded document,Mohan Rajeev Parmar,03-Dec-2020 03:06 PM,finance_57344.pdf,BOQ Comparative Chart,1.0,169358.0,Malhotra Associates,INR,"3,819,442",1.0,169472.0,Deepak Sood,24-Jul-2020 07:55 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Sep-2020 01:28 PM,Technical,as per uploaded document,Mohan Rajeev Parmar,01-Sep-2020 01:27 PM,technical_57344.pdf,AOC
,,,,,,,,,,,,.pdf,Earnest Money Deposited (EMD) in prescribed form duly pledged,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,169060.0,JAMWAL ELECTRICAL WORKS,22-Jul-2020 01:57 PM,Rejected-AOC,bidder is L2,03-Dec-2020 03:38 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,Valid registration certificate in appropriate class in HPPWD (E),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,169358.0,Malhotra Associates,23-Jul-2020 02:05 PM,Accepted-AOC,bidder is L1,03-Dec-2020 03:38 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of GST certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,169135.0,SANJEEV KUMAR KALIA,22-Jul-2020 05:11 PM,Rejected-AOC,bidder is L3,03-Dec-2020 03:38 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of EPF certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of latest ITR filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Standard Bidding Document (Form-8) printed on judicial papers duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department as per enlistment rues-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
