Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
30-Jul-2020 06:00 PM,14-Aug-2020 11:00 AM,30-Jul-2020 06:00 PM,13-Aug-2020 04:00 PM,NA ,NA ,30-Jul-2020 06:00 PM,13-Aug-2020 04:00 PM,22-Sep-2020 11:00 AM,PWD,SD-I-CTR-Tender-2020-5954 dt 18-07-20,2020_PWD_39372_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Contraction/Improvement of pedestrian path on Circular road in Shimla Town,"Construction W-Beam railing on RD145/100 to 145/200,145//440 to 145/990, 145/550 to 145/600, 145//760 to 145/825, 145/845 to 145/952, 145/952 to 146/180, 146/520 to 147/045, 147/060 to 147/270, 147/390 to 147/870, 147/945 to 148/105, 148/265 to 148/3",As per SBD ,NA ,"97,00,983",Civil Works,NA ,Tender,120.0,180.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,"2,000",Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,"1,29,500",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,AOC,PWD,2020_PWD_39372_2,SD-I-CTR-Tender-2020-5954 dt 18-07-20,Contraction/Improvement of pedestrian path on Circular road in Shimla Town,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShRajenderkumarsrAssistantyShVaibhavJindalDAO,Pradeep Kumar Bhardwaj,21-Sep-2020 02:59 PM,22-Sep-2020 11:00 AM,techsummary_58138.pdf (5107.67 KB),ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajKumarSrAssistant,Sudhir Kumar Gupta,17-Dec-2020 03:22 PM,finsummary_58138.pdf (820.67 KB),17-Dec-2020,"INR 9,700,983",180.0,Sudhir Kumar Gupta,17-Dec-2020 03:23 PM,AOC39372_2.pdf (141.00 KB),AOC,1.0,173012.0,DP Construction,13-Aug-2020 03:36 PM,Rejected-Technical,No,21-Sep-2020 03:00 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,14-Aug-2020 02:47 PM,technical_58138.pdf,1.0,172936.0,rajinder,INR,"9,823,899",Finance,Bid opening summary,Pradeep Kumar Bhardwaj,23-Sep-2020 04:56 PM,finance_58138.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,172936.0,rajinder,13-Aug-2020 03:47 PM,Accepted-AOC,Awarded,17-Dec-2020 03:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,172979.0,Rakesh Verma,13-Aug-2020 03:29 PM,Rejected-Finance,2nd Lowest,17-Dec-2020 03:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
