Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),PWD,Job 9 Construction of link road Harijan basti Mala,2020_PWD_43398_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",22-Dec-2020 10:00 AM,28-Dec-2020 10:00 AM,22-Dec-2020 10:30 AM,28-Dec-2020 09:00 AM,NA ,NA ,22-Dec-2020 10:30 AM,28-Dec-2020 09:00 AM,18-Jan-2021 10:00 AM,1.0,FDR - Fixed Deposit,Job 9 Construction of link road Harijan basti Malahat Sub Head P.L Paver block and V-shape drain at RD.1-280 to 1-430,Job 9 Construction of link road Harijan basti Malahat Sub Head P.L Paver block and V-shape drain at RD.1-280 to 1-430,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"20,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC,1.0,193933.0,Ashwani Kumar,26-Dec-2020 10:09 PM,Rejected-AOC,ok,01-Mar-2021 05:54 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,29-Dec-2020 01:01 PM,technical_64372.pdf,1.0,193574.0,Shallu Malik Govt Contractor,INR,"937,390",Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,20-Jan-2021 02:59 PM,finance_64372.pdf,BOQ Comparative Chart,PWD,2020_PWD_43398_1,Job 9 Construction of link road Harijan basti Mala,Job 9 Construction of link road Harijan basti Malahat Sub Head P.L Paver block and V-shape drain at RD.1-280 to 1-430,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,14-Jan-2021 04:29 PM,18-Jan-2021 10:00 AM,techsummary_64372.pdf (496.56 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,20-Jan-2021 04:30 PM,finsummary_64372.pdf (508.85 KB),17-Feb-2021,"INR 991,306",30.0,Arvind Chaudhary,01-Mar-2021 05:54 PM,Awardletter.pdf (885.00 KB),Awardletter,AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,193939.0,HARDYAL SINGH GOVT. CONTRACTOR,27-Dec-2020 07:50 PM,Rejected-AOC,ok,01-Mar-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,193753.0,Jatinder Kumar,26-Dec-2020 05:17 PM,Rejected-AOC,ok,01-Mar-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,193973.0,keshav sharma,27-Dec-2020 07:28 PM,Rejected-AOC,ok,01-Mar-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,193745.0,MOHIT BEDI,25-Dec-2020 02:42 PM,Rejected-AOC,ok,01-Mar-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,193926.0,Prikshit Thakur Govt Contractor,27-Dec-2020 11:50 AM,Rejected-AOC,ok,01-Mar-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,193574.0,Shallu Malik Govt Contractor,24-Dec-2020 11:06 AM,Accepted-AOC,ok,01-Mar-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
