Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,1.0,ICICI BANK,"7,400",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 10888-950 dt 15-12-2020,2020_HPIPH_43272_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,17-Dec-2020 12:00 PM,23-Dec-2020 11:30 AM,17-Dec-2020 12:00 PM,23-Dec-2020 11:00 AM,NA ,NA ,17-Dec-2020 12:00 PM,23-Dec-2020 11:00 AM,29-Dec-2020 03:25 PM,Augmentation of LWSS to village Sikkan in GP Dhar Tikkeri in Tehsil Pachhad,Laying jointing and testing of R/main GMS pipes 65mm dia and Supply and errection of submersible pumping machinery with allied accessories,Please refer Tender documents. ,NA ,"3,66,764",Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,AOC,12-Mar-2021,"INR 366,764",90.0,Mandeep Gupta,12-Mar-2021 04:11 PM,AOC.pdf (791.00 KB),Award to Contractor,Finance,Financial Bid OPening Summary,Mandeep Gupta,29-Dec-2020 04:41 PM,finance_64153.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Mandeep Gupta,29-Dec-2020 03:17 PM,technical_64153.pdf,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAO EE,Mandeep Gupta,29-Dec-2020 03:19 PM,29-Dec-2020 03:25 PM,techsummary_64153.pdf (100.32 KB),1.0,193118.0,Bhaw Singh,22-Dec-2020 07:31 PM,Accepted-AOC,AOC,12-Mar-2021 04:11 PM,Er J S Chouhan SE,Internal,CHD SupdtWS AED EED EEN SE,Mandeep Gupta,12-Mar-2021 04:06 PM,finsummary_64153.pdf (790.52 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_43272_2,NHN-SMR00-722- 10888-950 dt 15-12-2020,Augmentation of LWSS to village Sikkan in GP Dhar Tikkeri in Tehsil Pachhad,1.0,193118.0,Bhaw Singh,INR,"624,640",AOC
,,,,.pdf,Cost of Tender Form as mentioned in NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,193307.0,M/S Sharma Enterpirses,23-Dec-2020 10:52 AM,Rejected-Finance,Rejected,12-Mar-2021 04:06 PM,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Registration in HPJSV in valid class as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,193185.0,shiv iron general engineers,22-Dec-2020 10:16 PM,Rejected-Finance,Rejected,12-Mar-2021 04:06 PM,,,,,,,,,,,,,,,,AOC
,,,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,PAN No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Dealership/subdealership of offered pumping machinery as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,undertaking of the curve charts along with selection of pumps and motors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Undertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
