Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
20-Dec-2017 09:00 AM,11-Jan-2018 03:30 PM,20-Dec-2017 09:00 AM,09-Jan-2018 05:00 PM,NA ,NA ,20-Dec-2017 09:00 AM,09-Jan-2018 05:00 PM,16-Feb-2019 12:40 PM,Supply of Woolen Blanket,Supply of Woolen Blanket to Assam Police,Please refer Tender documents. ,NA ,0.0,Uniforms/Curtains/Clothes,NA ,Tender,365.0,60.0,Guwahati,781007.0,NA ,NA ,NA ,Assam Police Headquarters,No ,No,500.0,"Inspector General of Police (Admin), Assam",Guwahati,No,1.0,DD - Demand Draft,Inspector General of Police (Admin),"Assam Police Headquarters, Ulubari, Guwahati","4,00,000",No,fixed,,"Inspector General of Police (Admin), Assam",Guwahati,1.0,Fee/PreQual/Technical,.pdf,Pre and Technical Qualification,Assam Police,S/III-301/UNIFORM/WOOLEN BLANKET/2017-18/3,2017_AP_4517_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,AOC,Assam Police,2017_AP_4517_1,S/III-301/UNIFORM/WOOLEN BLANKET/2017-18/3,Supply of Woolen Blanket,Finance,Admitted for further evaluation.,Pabitra Kumar Gogoi,16-Feb-2019 12:44 PM,,BOQ Comparative Chart,Technical,As per Technical Committee report.,Samiron Deka,16-Feb-2019 12:30 PM,,"Dr. Y. K. Gautam, IPS",Internal,,Samiron Deka,16-Feb-2019 12:37 PM,16-Feb-2019 12:40 PM,techsummary_7220.pdf (483.82 KB),06-Feb-2021,INR 19214077,60.0,Samiron Deka,06-Feb-2021 12:54 PM,WorkOrder-WoolenBlanket.pdf (1600.00 KB),1.0,25442.0,DLIGHTS,INR,19214077.0,"Dr. Y K Gautam, IPS",Internal,,Samiron Deka,04-Oct-2019 12:18 PM,finsummary_7220.pdf (797.79 KB),1,24239,Capital Woollen and General Mills,06-Jan-2018 03:22 PM,Rejected-Technical,Not qualified,16-Feb-2019 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25442,DLIGHTS,08-Jan-2018 09:04 PM,Accepted-AOC,Approved by the Purchase Committee.,06-Feb-2021 12:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25497,D. S. International,09-Jan-2018 04:48 PM,Rejected-Technical,Not qualified,16-Feb-2019 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25537,Eastern Agro Marketing Agencies,09-Jan-2018 04:42 PM,Rejected-Technical,Not qualified,16-Feb-2019 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25480,IMPEX INDIA,09-Jan-2018 01:28 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25550,M S Blitz Engineering and Fabrication,09-Jan-2018 04:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25469,M/s INTERLINK,09-Jan-2018 04:02 PM,Rejected-Finance,Due to L4,04-Oct-2019 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,25420,M/S Narayan Enterprise,08-Jan-2018 05:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,25001,M/S Parbati Enterprise,08-Jan-2018 07:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25538,M/s PUBERUN,09-Jan-2018 04:10 PM,Rejected-Finance,Due to L5,04-Oct-2019 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,25067,OM SHAKTI TEXTILES,09-Jan-2018 04:27 PM,Rejected-Technical,Not qualified,16-Feb-2019 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25302,P and P CLIMB INDUSTRIES,09-Jan-2018 07:07 AM,Rejected-Technical,Not qualified,16-Feb-2019 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,25448,SSK INDUSTRIES,08-Jan-2018 09:38 PM,Rejected-Technical,Not qualified,16-Feb-2019 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,25540,SSS CO-ORDINATION,09-Jan-2018 02:59 PM,Rejected-Finance,Due to L3,04-Oct-2019 12:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25524,STARLINE AGENCY,09-Jan-2018 02:30 PM,Rejected-Finance,Due to L2,04-Oct-2019 12:18 PM,AOC
