S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Extension,Date,,Supply of FS Hat,Supply of FS Hat to Assam Police,Please refer Tender documents. ,NA ,0.0,Uniforms/Curtains/Clothes,NA ,Tender,365.0,60.0,Guwahati,781007.0,NA ,NA ,NA ,Assam Police Headquarters,No ,No,Inspector General of Police (Admin),"Assam Police Headquarters, Ulubari, Guwahati",1.0,Fee/PreQual/Technical,.pdf,Pre and Technical Qualification,200.0,"Inspector General of Police (Admin), Assam",Guwahati,No,Assam Police,S/III-301/UNI/ FS /17-18/3,2017_AP_4621_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,23-Dec-2017 09:00 AM,30-Jan-2018 11:30 AM,23-Dec-2017 09:00 AM,25-Jan-2018 05:00 PM,NA ,NA ,23-Dec-2017 09:00 AM,25-Jan-2018 05:00 PM,15-Feb-2019 11:35 AM,1.0,DD - Demand Draft,"1,00,000",No,fixed,,"Inspector General of Police (Admin), Assam",Guwahati,AOC,1,26030,Chandra Hosiery Works,17-Jan-2018 09:02 PM,Accepted-AOC,Approved by the Purchase Committee,06-Feb-2021 01:07 PM,Assam Police,2017_AP_4621_1,S/III-301/UNI/ FS /17-18/3,Supply of FS Hat,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,AOC,2,26090,kamakhya enterprise,18-Jan-2018 11:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2019 11:29 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,AOC,3,26281,M/s INTERLINK,18-Jan-2018 01:26 PM,Rejected-Finance,Due to L4,04-Oct-2019 01:05 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee Irrevocable,,,,,,,AOC,4,26124,M/S Narayan Enterprise,17-Jan-2018 07:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2019 11:29 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit Receipt,,,,,,,AOC,5,26310,M/s PUBERUN,18-Jan-2018 01:55 PM,Rejected-Finance,Due to L2,04-Oct-2019 01:05 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,26374,M/S Sai Industries,18-Jan-2018 07:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2019 11:29 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,26009,M/S SATI DRUGS & SURGICALS,23-Jan-2018 04:04 AM,Rejected-Finance,Due to L5,04-Oct-2019 01:05 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,26539,MS Shati Construction n Supply Co,21-Jan-2018 07:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2019 11:29 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,26471,M/S T. R. ENTERPRISE,22-Jan-2018 02:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2019 11:29 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,25969,NAVARANGA ENTERPRSIE,17-Jan-2018 09:10 PM,Rejected-Finance,Due to L2,04-Oct-2019 01:05 PM,,,,,AOC
