Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
A K Sinha Casshyap,Internal,,Samiron Deka,18-Dec-2017 06:29 PM,techsummary_4386.pdf (800.83 KB),1.0,16109.0,DDF Consultants Pvt Ltd,INR,0.0,Finance,Verified,Samiron Deka,18-Dec-2017 05:20 PM,,11-Feb-2021,INR 1.0,1095.0,Samiron Deka,11-Feb-2021 02:15 PM,CECReport-PoliceAcademy.pdf (802.00 KB),1,15620,10 DECIMAL DESIGN STUDIO,19-Aug-2017 07:26 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,Assam Police,2017_AP_2750_1,S-VI/109/2016/51 dtd. 19-07-2017,"Consultancy Services for Upgradation of PTC, Dergaon to Assam Police Academy","A. K Sinha Casshyap, IPS",Internal,,Samiron Deka,11-Feb-2021 01:59 PM,finsummary_4386.pdf (801.98 KB),AOC,"Addl. DGP (M and L), Assam","Assam Police Headquarters, Ulubari, Guwahati",19-Jul-2017 04:30 PM,25-Aug-2017 03:30 PM,19-Jul-2017 04:30 PM,25-Aug-2017 11:30 AM,19-Jul-2017 04:30 PM ,26-Jul-2017 05:00 PM ,02-Aug-2017 09:00 AM,25-Aug-2017 11:30 AM,"Consultancy Services for Upgradation of PTC, Dergaon to Assam Police Academy","Consultancy Services to prepare a Concept Paper, DPR, Request for Proposal (RFP), Bid Process Management and Contract and Execution for upgradation of the existing Police Training College, Dergaon, Assam into a world class Police Academy.",Please refer Tender documents. ,NA ,0.0,Miscellaneous Services,NA ,Empanelment,90.0,1095.0,Guwahati,781007.0,Assam Police Headquarters ,"Assam Police Headquarters, B.K. Kakoti Road, Ulubari, Guwahati ",28-Jul-2017 12:30 PM ,Guwahati,No ,No,200.0,"Addl. DGP (M and L), Assam",Guwahati,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical/Finance,.pdf,"Fee, Pre and Technical Qualifications",0.0,No,fixed,,Nil,Nil,1.0,Corrigendum 1,Date,,Assam Police,S-VI/109/2016/51 dtd. 19-07-2017,2017_AP_2750_1,Yes,Open Tender,EOI,Services,1.0,No,No,Offline,No,No,No,AOC
,,,,,,2.0,16349.0,Hindustan Prefab Limited,INR,0.0,,,,,,,,,,,,2,16447,4Line Architects,25-Aug-2017 10:44 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,16364.0,Ernst and Young LLP,INR,0.0,,,,,,,,,,,,3,16056,ACORN,16-Aug-2017 12:38 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4.0,16396.0,PricewaterhouseCoopers Private Limited,INR,0.0,,,,,,,,,,,,4,15864,A.K.A Consultants I Pvt. Ltd.,23-Aug-2017 07:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5.0,16404.0,WAPCOS Limited,INR,0.0,,,,,,,,,,,,5,16226,ARCH EN DESIGN,21-Aug-2017 02:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6.0,16420.0,Uttar Pradesh Rajkiya Nirman Nigam Limited,INR,0.0,,,,,,,,,,,,6,16130,ARINEM CONSULTANCY SERVICES PVT LTD,19-Aug-2017 06:15 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7.0,16432.0,TATA CONSULTING ENGINEERS LIMITED,INR,0.0,,,,,,,,,,,,7,15764,astroarchineers,06-Aug-2017 01:20 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8.0,16439.0,TransBiz Associates Pvt Ltd,INR,0.0,,,,,,,,,,,,8,16397,CBRE South Asia Private Limited,23-Aug-2017 05:39 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9.0,16443.0,Engineering Projects (India) Ltd.,INR,0.0,,,,,,,,,,,,9,16109,DDF Consultants Pvt Ltd,22-Aug-2017 05:59 PM,Accepted-AOC,CEC Report,11-Feb-2021 02:15 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,16012,DYNAMIC PROJECTS PRIVATE LIMITED,14-Aug-2017 02:27 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Dec-2017 05:20 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
