Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Assam Police,2017_AP_4613_1,S/III-301/UNI/BRTCAP/2017-18/3,Supply of Beret Cap,"Dr. Y. K. Gautam, IPS",Internal,,Pabitra Kumar Gogoi,16-Feb-2019 10:47 AM,16-Feb-2019 10:50 AM,techsummary_7357.pdf (467.68 KB),Finance,Admitted for further evaluation.,Samiron Deka,16-Feb-2019 10:54 AM,,BOQ Comparative Chart,1,25935,Chandra Hosiery Works,17-Jan-2018 08:46 PM,Rejected-Technical,Not qualified,16-Feb-2019 10:47 AM,Technical,As per Technical Committee report.,Pabitra Kumar Gogoi,16-Feb-2019 10:42 AM,,AOC,1.0,Extension,Date,,22-Dec-2017 05:10 PM,30-Jan-2018 11:30 AM,22-Dec-2017 05:10 PM,25-Jan-2018 05:00 PM,NA ,NA ,22-Dec-2017 05:10 PM,25-Jan-2018 05:00 PM,16-Feb-2019 10:50 AM,Assam Police,S/III-301/UNI/BRTCAP/2017-18/3,2017_AP_4613_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,100.0,"Inspector General of Police (Admin), Assam",Guwahati,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Pre and Technical Qualification,"50,000",No,fixed,,"Inspector General of Police (Admin), Assam",Guwahati,Inspector General of Police (Admin),"Assam Police Headquarters, Ulubari, Guwahati",Supply of Beret Cap,Supply of Beret Cap to Assam Police,Please refer Tender documents. ,NA ,0.0,Uniforms/Curtains/Clothes,NA ,Tender,365.0,60.0,Guwahati,781007.0,NA ,NA ,NA ,Assam Police Headquarters,No ,No,AOC
,,,,,,,,,,,,,,,,,2,26236,kamakhya enterprise,18-Jan-2018 11:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 10:42 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,3,26140,M/S Parbati Enterprise,17-Jan-2018 08:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 10:42 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4,26307,M/s PUBERUN,18-Jan-2018 01:47 PM,Rejected-Finance,Due to L4,04-Oct-2019 12:48 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,5,26375,M/S Sai Industries,18-Jan-2018 07:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 10:42 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,6,26110,M/S SATI DRUGS & SURGICALS,18-Jan-2018 02:12 PM,Rejected-Technical,Not qualified,16-Feb-2019 10:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,7,26354,MS Shati Construction n Supply Co,21-Jan-2018 06:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 10:42 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,8,26470,M/S T. R. ENTERPRISE,20-Jan-2018 04:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 10:42 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,9,25967,NAVARANGA ENTERPRSIE,17-Jan-2018 09:08 PM,Rejected-Finance,Due to L2,04-Oct-2019 12:48 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,10,26250,P and P CLIMB INDUSTRIES,18-Jan-2018 06:38 AM,Rejected-Finance,Due to L3,04-Oct-2019 12:48 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
