Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,HP.PWD Division Sunder Nagar,04-Sep-2020 02:00 PM,21-Sep-2020 11:00 AM,04-Sep-2020 02:00 PM,19-Sep-2020 06:00 PM,NA ,NA ,04-Sep-2020 02:00 PM,19-Sep-2020 06:00 PM,12-Oct-2020 11:30 AM,"5,000",EE Sundernagar,Sundernagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,"1,76,700",No,fixed,,EE Sundernagar,Sundernagar,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,Construction of Rest House of Horticulture Department PCDO Harabag Tehsil Sundernagar Distt Mandi HP,SH C/O Building portion including WS and SI,As per bid document. ,NA ,"1,44,12,594",Civil Works - Buildings,NA ,Tender,120.0,365.0,In Sunder Nagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,PWD,PW-SNR-CB-E-Tender/20- 6846-51 dt. 26.8.2020,2020_PWD_40324_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,AOC,PWD,2020_PWD_40324_1,PW-SNR-CB-E-Tender/20- 6846-51 dt. 26.8.2020,Construction of Rest House of Horticulture Department PCDO Harabag Tehsil Sundernagar Distt Mandi HP,Er D.R. Chauhan Execuitve Engineer,Internal,Er. N.R. Chandel AE Suket Sushil Kumar DAO Gr I Amar Singh HDM Lalit Sharma Supdt PMGSY,Chaman Singh,09-Oct-2020 02:33 PM,12-Oct-2020 11:30 AM,techsummary_59554.pdf (7177.80 KB),Chief Engineer(MZ) HPPWD Mandi,Internal,"Superintending Engineer (D) Mandi Zone, Superintending Engineer 1st Circle Executive Engineer (D) Bldg Executive Engineer HPPWD Sundernagar, Planning Officer (Bldg) MZ Dy Cont F and A",Chaman Singh,12-Mar-2021 11:04 AM,finsummary_59554.pdf (4033.94 KB),12-Mar-2021,"INR 20,676,065",365.0,Chaman Singh,12-Mar-2021 11:06 AM,AOCPCDO.PDF (4034.00 KB),AOC issued after negotiation,1.0,178227.0,Anil Kumar,18-Sep-2020 02:54 PM,Accepted-AOC,Being lowest,12-Mar-2021 11:06 AM,Technical,BOS,Chaman Singh,06-Oct-2020 05:15 PM,technical_59554.pdf,Finance,FBOS,Chaman Singh,12-Oct-2020 04:17 PM,finance_59554.pdf,BOQ Comparative Chart,1.0,178227.0,Anil Kumar,INR,"20,676,065",AOC
,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,2.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,178300.0,Naresh Kumar,18-Sep-2020 04:56 PM,Rejected-Technical,Being non- responsive,09-Oct-2020 02:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,3.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,178341.0,RAKESH KUMAR,19-Sep-2020 02:34 PM,Rejected-Technical,Bein non- responsive,09-Oct-2020 02:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,4.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,178469.0,Suket Construction Co. Pvt. Ltd.,19-Sep-2020 05:55 PM,Rejected-AOC,not found lowest,12-Mar-2021 11:06 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
