Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Member Secretary, ABOCWWB","O/o of the Labour Commissioner, Assam, Gopinath Nagar, Guwahati-781016.",1.0,SBI Bank,"50,000",No,fixed,,"Member Secretary, ABOCWWB",Guwahati,RFP for Selection of Assessment Agency for Skill Development Training under ABOCWWB,RFP for Selection of Assessment Agency for Skill Development Training under ABOCWWB,Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,120.0,730.0,As per RFP Document,781016.0,"O/o of the Labour Commissioner, Assam ","O/o of the Labour Commissioner, Assam, Gopinath Nagar, Guwahati-781016. ",08-Oct-2020 12:00 PM ,"O/o of the Labour Commissioner, Assam",No ,No,"1,500","Member Secretary, ABOCWWB",Guwahati,No,30-Sep-2020 01:00 PM,20-Oct-2020 12:00 PM,30-Sep-2020 01:00 PM,19-Oct-2020 02:00 PM,NA ,NA ,12-Oct-2020 02:00 PM,19-Oct-2020 02:00 PM,10-Feb-2021 02:20 PM,Department of Labour and Welfare||Commissionerate of Labour||Assam BOCWWB,BOCWWB/SDT/01/14/PT2 /ASSESSMENTAGENCY/1888,2020_DLW_18825_1,Yes,Open Tender,Empanelment,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,RFP and Technical Forms,AOC,1,95312,Future Shape Technologies Pvt ltd,14-Oct-2020 11:53 AM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,"Labour Commissioner,Assam",Internal,,ANASUA DUTTA BARUA,10-Feb-2021 02:15 PM,10-Feb-2021 02:20 PM,techsummary_29137.pdf (859.30 KB),24-Feb-2021,INR 1200.0,730.0,ANASUA DUTTA BARUA,26-Feb-2021 02:21 PM,AOC.pdf (550.00 KB),Rate per Assessed and Certified Trainee. Quantity undefined.,Department of Labour and Welfare||Commissionerate of Labour||Assam BOCWWB,2020_DLW_18825_1,BOCWWB/SDT/01/14/PT2 /ASSESSMENTAGENCY/1888,RFP for Selection of Assessment Agency for Skill Development Training under ABOCWWB,1.0,95427.0,Moksha Consultancy Private Limited,INR,1200.0,"Labour Commissioner, Assam cum Member Secretary ABOCWWB",Internal,,ANASUA DUTTA BARUA,19-Feb-2021 04:42 PM,finsummary_29137.pdf (1262.56 KB),Finance,Financial Bid has opened,ANASUA DUTTA BARUA,10-Feb-2021 02:21 PM,,BOQ Comparative Chart,Technical,Technical Bid has opened,KIMTING SINGSON,20-Oct-2020 12:40 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Supporting Documents/Credentials,AOC,2,95624,GHRP SKILL INDIA PRIVATE LIMITED,18-Oct-2020 04:54 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,3,95441,Global India Trust,14-Oct-2020 03:57 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,95634,IE(I)-Engineering Staff College of India,19-Oct-2020 01:13 PM,Rejected-Finance,Rank 2,19-Feb-2021 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,95666,Independent Qualitative Assessors Guild Private Limited (IQAG),18-Oct-2020 07:18 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,95311,ITRC Technologies Pvt. Ltd.,16-Oct-2020 04:45 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,95427,Moksha Consultancy Private Limited,17-Oct-2020 02:23 PM,Accepted-AOC,QCBS mode as per RFP. Rate per assessed and certified trainee,26-Feb-2021 02:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,95738,Monday Realty Private Limited,18-Oct-2020 07:31 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,95769,Navriti Technology Pvt. Ltd.,18-Oct-2020 04:01 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,95326,Naya Savera Sanstha,14-Oct-2020 03:49 PM,Rejected-Technical,Non Responsive,10-Feb-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
