Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","20,200",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 5 Construction of link road to Mohalla Harizan upto Jagtar House Mohalla Sarera upto Tobba via Shsmhanghat Jalgran km.0-0 to 1-240 Sub Head Providing and Laying Breast wall, Cement Concrete Pavement RD.0-910 to 1-080 Under MMGSY","Job 5 Construction of link road to Mohalla Harizan upto Jagtar House Mohalla Sarera upto Tobba via Shsmhanghat Jalgran km.0-0 to 1-240 Sub Head Providing and Laying Breast wall, Cement Concrete Pavement RD.0-910 to 1-080 Under MMGSY",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,23-Feb-2021 05:00 PM,02-Mar-2021 11:00 AM,23-Feb-2021 05:30 PM,02-Mar-2021 09:00 AM,NA ,NA ,23-Feb-2021 05:30 PM,02-Mar-2021 09:00 AM,09-Mar-2021 10:00 AM,PWD,Job 5 Construction of link road to Mohalla Harizan,2021_PWD_44705_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,08-Mar-2021 07:00 PM,09-Mar-2021 10:00 AM,techsummary_67108.pdf (607.92 KB),PWD,2021_PWD_44705_1,Job 5 Construction of link road to Mohalla Harizan,"Job 5 Construction of link road to Mohalla Harizan upto Jagtar House Mohalla Sarera upto Tobba via Shsmhanghat Jalgran km.0-0 to 1-240 Sub Head Providing and Laying Breast wall, Cement Concrete Pavement RD.0-910 to 1-080 Under MMGSY",22-Mar-2021,"INR 1,008,302",30.0,Gurcharan Singh Rana,24-Mar-2021 02:42 PM,Awardletter.pdf (889.00 KB),Award letter,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,10-Mar-2021 12:03 PM,finsummary_67108.pdf (523.83 KB),1.0,201193.0,Ashwani Kumar,01-Mar-2021 10:17 PM,Accepted-AOC,ok,24-Mar-2021 02:42 PM,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,03-Mar-2021 02:47 PM,technical_67108.pdf,1.0,201193.0,Ashwani Kumar,INR,"883,380",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,10-Mar-2021 11:19 AM,finance_67108.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,200908.0,Balbir Singh Govt Contractor,01-Mar-2021 09:58 AM,Rejected-AOC,ok,24-Mar-2021 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,200832.0,Jatinder Kumar,01-Mar-2021 10:03 AM,Rejected-AOC,ok,24-Mar-2021 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,200934.0,Rishi Kumar,01-Mar-2021 07:27 PM,Rejected-AOC,ok,24-Mar-2021 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,201095.0,sachin ohri govt contractor,01-Mar-2021 04:02 PM,Rejected-AOC,ok,24-Mar-2021 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,201135.0,Shivalik Construction Company,01-Mar-2021 07:02 PM,Rejected-AOC,ok,24-Mar-2021 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,201181.0,VIKAS SHARMA,01-Mar-2021 08:57 PM,Rejected-AOC,ok,24-Mar-2021 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
