S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,DD - Demand Draft,Principal,SLBSGMCH Mandi at Nerchowk,"2,000",Principal,SLBSGMCH Mandi at Nerchowk,Yes,Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,SLBSGMCH/GENERAL MEDICINE(33)/2019,2019_DMEHP_30584_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,1.0,Date Extended,Date,,31-Jul-2019 06:00 PM,11-Sep-2019 03:00 PM,31-Jul-2019 06:00 PM,11-Sep-2019 01:00 PM,NA ,NA ,10-Aug-2019 10:00 AM,11-Sep-2019 01:00 PM,06-Jan-2020 03:00 PM,"4,95,000",Yes,fixed,,Principal,SLBSGMCH Mandi at Nerchowk,1.0,Fee/PreQual/Technical,.pdf,Tender Document,e-tender for Mechinary and equipment for General Medicine,e-tender for Mechinary and equipment for General Medicine,Please refer Tender documents. ,NA ,"1,00,00,000",Medical Equipments/Waste,NA ,Tender,180.0,30.0,SLBSGMCH Mandi at Nerchowk,175008.0,Administrative Block  ,Administrative Block SLBSGMCH Mandi at Nerchowk ,09-Aug-2019 11:00 AM ,Administrative Block,No ,No,AOC,Finance,bid summary,Anil Kumar,06-Jan-2020 05:07 PM,None,BOQ Comparative Chart,Technical,Bid Summery,Nag Singh,11-Sep-2019 04:27 PM,technical_44062.pdf,06-Mar-2021,"INR 14,258,999",30.0,Anil Kumar,06-Mar-2021 03:48 PM,AOC.pdf (3770.00 KB),AOC,Principal,Internal,Joint Director HOD General Medicine Section Officer,Anil Kumar,04-Jan-2020 03:58 PM,06-Jan-2020 03:00 PM,techsummary_44062.pdf (2116.69 KB),1,130257,A.S Enterprises,10-Sep-2019 12:07 PM,Rejected-Technical,Item Not qualified due to less than Three bidders,04-Jan-2020 03:58 PM,Principal,Internal,Joint Director HOD General Medicine Section Officer,Anil Kumar,06-Mar-2021 03:23 PM,finsummary_44062.pdf (1930.83 KB),1.0,129092.0,Skanray Technologies Private Limited,INR,"4,261,375",Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,2019_DMEHP_30584_1,SLBSGMCH/GENERAL MEDICINE(33)/2019,e-tender for Mechinary and equipment for General Medicine,AOC
2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,2.0,Amendments in technical Specification,Technical Bid,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,129014,Bash Chemo Agencies,28-Aug-2019 04:44 PM,Rejected-Technical,Item Not qualified due to less than Three bidders,04-Jan-2020 03:58 PM,,,,,,,2.0,129193.0,INNOVATIVE MEDICARE TECHNOLOGIES PVT. LTD.,INR,"1,898,400",,,,,AOC
3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,129227,Chamunda Scientific and Medical Co,10-Sep-2019 06:50 PM,Rejected-Technical,Specification Not Matched,04-Jan-2020 03:58 PM,,,,,,,3.0,130238.0,METLER MEDICA ORTHOPEDICS PVT. LTD.,INR,"407,896",,,,,AOC
4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,129210,D.V. ENTERPRISES,10-Sep-2019 11:58 PM,Rejected-Finance,Continuous Bi level Positive Airway Pressure Non Invasive Ventilator,06-Mar-2021 03:23 PM,,,,,,,4.0,130357.0,LIFE CARE,INR,"4,024,000",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,129554,ERBIS ENGINEERING COMPANY LIMITED,10-Sep-2019 04:32 PM,Rejected-Finance,L-2 in Fully Digital Premium Colour Doppler System,06-Mar-2021 03:23 PM,,,,,,,5.0,130419.0,Schiller Healthcare India Pvt. Ltd.,INR,"3,667,328",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,130416,FUJIFILM INDIA PVT LTD,11-Sep-2019 11:35 AM,Rejected-Technical,Specification Not Matched,04-Jan-2020 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,129193,INNOVATIVE MEDICARE TECHNOLOGIES PVT. LTD.,11-Sep-2019 11:54 AM,Accepted-AOC,L-1,06-Mar-2021 03:48 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,129040,Instromedix India Pvt. Ltd,10-Sep-2019 04:47 PM,Rejected-Finance,L-2 in Multi Channel Monitorfor hdu ccu,06-Mar-2021 03:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,130391,ISHA ENTERPRISES,11-Sep-2019 08:22 AM,Rejected-Technical,Item Not qualified due to less than Three bidders,04-Jan-2020 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,130357,LIFE CARE,11-Sep-2019 12:18 PM,Accepted-AOC,L-1,06-Mar-2021 03:48 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,130388,MBS INDIA,11-Sep-2019 12:12 AM,Rejected-Finance,L-2 in Infusion Syringe Pump,06-Mar-2021 03:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,130238,METLER MEDICA ORTHOPEDICS PVT. LTD.,09-Sep-2019 05:01 PM,Accepted-AOC,L-1,06-Mar-2021 03:48 PM,,,,,,,,,,,,,,,,AOC
