S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage
1,24983,Chandra Hosiery Works,08-Jan-2018 07:40 PM,Rejected-Finance,Only qualified in one item and L2 in that item.,03-Oct-2019 05:32 PM,1.0,25104.0,NAVARANGA ENTERPRSIE,INR,16864072.0,Finance,Admitted for further evaluation.,Samiron Deka,16-Feb-2019 01:34 PM,,BOQ Comparative Chart,Technical,As per Technical Committee report.,Pabitra Kumar Gogoi,16-Feb-2019 01:23 PM,,04-Feb-2021,INR 16864072,60.0,Samiron Deka,04-Feb-2021 11:21 AM,SupplyOrder-KhakiGreatCoatandJacket.pdf (1738.00 KB),"Dr. Y K Gautam, IPS",Internal,,Samiron Deka,03-Oct-2019 05:32 PM,finsummary_7251.pdf (1268.21 KB),"Dr. Y. K Gautam, IPS",Internal,,Pabitra Kumar Gogoi,16-Feb-2019 01:28 PM,16-Feb-2019 01:30 PM,techsummary_7251.pdf (648.32 KB),Assam Police,2017_AP_4528_1,S/III-301/UN/KH.COAT/2017-18/3,Supply of Kahaki Great Coat and Jacket,AOC,"5,00,000",No,fixed,,"Inspector General of Police (Admin), Assam",Guwahati,Inspector General of Police (Admin),"Assam Police Headquarters, Ulubari, Guwahati",Supply of Kahaki Great Coat and Jacket,Supply of Khaki Great Coat Short with Hood and Jacket (Black) to Assam Police,Please refer Tender documents. ,NA ,0.0,Uniforms/Curtains/Clothes,NA ,Tender,365.0,60.0,Guwahati,781007.0,NA ,NA ,NA ,Assam Police Headquarters,No ,No,Assam Police,S/III-301/UN/KH.COAT/2017-18/3,2017_AP_4528_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,500.0,"Inspector General of Police (Admin), Assam",Guwahati,Yes,1.0,Fee/PreQual/Technical,.pdf,Pre and Technical Qualification,20-Dec-2017 10:50 AM,11-Jan-2018 03:30 PM,20-Dec-2017 10:50 AM,09-Jan-2018 05:00 PM,NA ,NA ,20-Dec-2017 10:50 AM,09-Jan-2018 05:00 PM,16-Feb-2019 01:30 PM,1.0,DD - Demand Draft,AOC
2,25495,D. S. International,09-Jan-2018 04:37 PM,Rejected-Finance,Due to L4,03-Oct-2019 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,2.0,BC - Bankers Cheque,AOC
3,25519,IMPEX INDIA,09-Jan-2018 01:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,AOC
4,25554,M S Blitz Engineering and Fabrication,09-Jan-2018 04:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee Irrevocable,AOC
5,25468,M/s INTERLINK,09-Jan-2018 04:19 PM,Rejected-Finance,Due to L2,03-Oct-2019 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit Receipt,AOC
6,25527,M/s PUBERUN,09-Jan-2018 03:53 PM,Rejected-Finance,Due to L7,03-Oct-2019 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,25447,M/S SATI DRUGS & SURGICALS,09-Jan-2018 03:03 PM,Rejected-Technical,Not qualified.,16-Feb-2019 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,25104,NAVARANGA ENTERPRSIE,08-Jan-2018 07:58 PM,Accepted-AOC,Approved by the Purchase Committee,04-Feb-2021 11:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,25299,P and P CLIMB INDUSTRIES,09-Jan-2018 07:29 AM,Rejected-Finance,Due to L3,03-Oct-2019 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,25520,Poddar Sales Pvt. Ltd.,09-Jan-2018 03:39 PM,Rejected-Finance,Due to L5,03-Oct-2019 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
