Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
19-Feb-2021,"INR 1,998,788",60.0,Arvind Chaudhary,01-Mar-2021 05:31 PM,Award.pdf (858.00 KB),Awardletter,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,20-Jan-2021 03:58 PM,finsummary_64368.pdf (471.33 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,14-Jan-2021 04:12 PM,18-Jan-2021 10:00 AM,techsummary_64368.pdf (557.76 KB),PWD,2020_PWD_43394_1,Job 4 Construction of link road Bharolian Badehar,Job 4 Construction of link road Bharolian Badehar Charatgarh road km.0-0 to 4-200 OTMNP Sub Head P.L CC Paver block km.2-225 to 2-800,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,20-Jan-2021 02:22 PM,finance_64368.pdf,BOQ Comparative Chart,1.0,193833.0,aman kumar,INR,"1,994,297",Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,29-Dec-2020 12:31 PM,technical_64368.pdf,1.0,193833.0,aman kumar,28-Dec-2020 08:40 AM,Accepted-AOC,ok,01-Mar-2021 05:31 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),Job 4 Construction of link road Bharolian Badehar Charatgarh road km.0-0 to 4-200 OTMNP Sub Head P.L CC Paver block km.2-225 to 2-800,Job 4 Construction of link road Bharolian Badehar Charatgarh road km.0-0 to 4-200 OTMNP Sub Head P.L CC Paver block km.2-225 to 2-800,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,120.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 4 Construction of link road Bharolian Badehar,2020_PWD_43394_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"37,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,22-Dec-2020 10:00 AM,28-Dec-2020 11:00 AM,22-Dec-2020 10:30 AM,28-Dec-2020 09:00 AM,NA ,NA ,22-Dec-2020 10:30 AM,28-Dec-2020 09:00 AM,18-Jan-2021 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,193909.0,Ashwani Kumar,27-Dec-2020 12:04 PM,Rejected-AOC,ok,01-Mar-2021 05:31 PM,AOC,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,193645.0,Balbir Singh Govt Contractor,26-Dec-2020 02:53 PM,Rejected-AOC,ok,01-Mar-2021 05:31 PM,AOC,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,193990.0,keshav sharma,28-Dec-2020 08:47 AM,Rejected-Technical,As per technical Evaluation Proceeding,14-Jan-2021 04:16 PM,AOC,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,193934.0,M/S Parminder Singh Bagga Govt Contractor,26-Dec-2020 10:28 PM,Rejected-Technical,As per technical Evaluation Proceeding,14-Jan-2021 04:16 PM,AOC,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,193717.0,Rishi Kumar,26-Dec-2020 05:34 PM,Rejected-AOC,ok,01-Mar-2021 05:31 PM,AOC,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,193571.0,Shallu Malik Govt Contractor,24-Dec-2020 11:18 AM,Rejected-AOC,ok,01-Mar-2021 05:31 PM,AOC,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,193823.0,VIKAS SHARMA,26-Dec-2020 12:25 PM,Rejected-Technical,As per technical Evaluation Proceeding,14-Jan-2021 04:16 PM,AOC,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
