Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
CE PHE Water Assam,"Hengrabari, Guwahati-36",1.0,BG - Bank Guarantee Irrevocable,"2,00,000",Yes,fixed,,CE PHE Water Assam,Guwahati,0.0,Nil,Nil,No,1.0,Corrigendum No. 02,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid Security as per Bid Document,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_130_35,2020_PHED_17348_1,Yes,Open Tender,EOI,Services,1.0,No,No,Offline,No,No,No,16-Apr-2020 10:00 AM,27-May-2020 03:00 PM,16-Apr-2020 10:00 AM,26-May-2020 04:00 PM,16-Apr-2020 12:00 PM ,06-May-2020 03:00 PM ,16-Apr-2020 12:00 PM,26-May-2020 04:00 PM,Empanelment of consulting agencies for preparation of DPR under JJM,EOI for Empanelment of consulting agencies for preparation of Detailed Project Reports of rural water supply schemes under centrally sponsored Jal Jeevan Mission,Please refer Tender documents. ,NA ,0.0,Consultancy,NA ,Empanelment,120.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,AOC,M.K. Das,Internal,,Milan Kalita,01-Jul-2020 02:19 PM,techsummary_26560.pdf (1475.46 KB),M.K.Das,Internal,,Milan Kalita,16-Feb-2021 05:41 PM,finsummary_26560.pdf (1461.93 KB),16-Feb-2021,INR 1.0,365.0,Milan Kalita,16-Feb-2021 05:46 PM,Finance_eva_and_Aoc.pdf (1462.00 KB),Empanelled on 29.12.2020 and uploaded on 16.02.2021,Finance,Technical Opening Summary,Milan Kalita,01-Jul-2020 02:09 PM,finance_26560.pdf,1,79568,Almondz Global Securities Limited,22-May-2020 05:53 PM,Accepted-AOC,Empanelled,16-Feb-2021 05:46 PM,1.0,79568.0,Almondz Global Securities Limited,INR,0.0,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2020_PHED_17348_1,PHE_8_MM_2014_15_T_130_35,Empanelment of consulting agencies for preparation of DPR under JJM,AOC
,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,2.0,Extension of Hardcopy Submission,Technical Bid,,,,.pdf,Technical Qualification Documents alongwith all filled up forms as per Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,81033,BLG CONSTRUCTION SERVICES P LTD,26-May-2020 03:53 PM,Accepted-AOC,Empanelled,16-Feb-2021 05:46 PM,2.0,79584.0,r r enterprise,INR,0.0,,,,,AOC
,,3.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,80012,Ceinsys Tech Ltd.,26-May-2020 03:25 PM,Rejected-Finance,Rate Not Accepted,16-Feb-2021 05:41 PM,3.0,79766.0,Eris Techno Management Pvt Ltd,INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,80999,CM ENGINEERING AND SOLUTION,26-May-2020 03:33 PM,Accepted-AOC,Empanelled,16-Feb-2021 05:46 PM,4.0,79886.0,SETECH(India),INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,79798,DRA CONSULTANTS LIMITED,22-May-2020 04:10 PM,Rejected-Finance,Rate Not Accepted,16-Feb-2021 05:41 PM,5.0,80107.0,MMS Advisory Private Limited,INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,80908,ECOMETRIX CONSULTANTS PVT LTD,25-May-2020 01:22 PM,Accepted-AOC,Empanelled,16-Feb-2021 05:46 PM,6.0,80515.0,Samarth Infra Tech Services Pvt. Ltd.,INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,80738,Egis India Consulting Engineers Pvt Ltd,22-May-2020 04:40 PM,Accepted-AOC,Empanelled,16-Feb-2021 05:46 PM,7.0,80667.0,RAJHANS CONSULTANTS AND TECHNOCRATS PRIVATE LIMITED,INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,81062,EPTISA SERVICIOS DE INGENIERIA S.L.,26-May-2020 01:41 PM,Rejected-Technical,Technically Non Responsive,01-Jul-2020 02:19 PM,8.0,80721.0,Theme Engineering Services Private Limited,INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,79766,Eris Techno Management Pvt Ltd,07-May-2020 07:27 PM,Accepted-AOC,Empanelled,16-Feb-2021 05:46 PM,9.0,80738.0,Egis India Consulting Engineers Pvt Ltd,INR,0.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,79553,Ernst and Young LLP,25-May-2020 07:45 PM,Rejected-Finance,Rate Not Accepted,16-Feb-2021 05:41 PM,10.0,80908.0,ECOMETRIX CONSULTANTS PVT LTD,INR,0.0,,,,,AOC
