Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
12-Feb-2021,INR 9886458.0,60.0,Samiron Deka,12-Feb-2021 11:27 AM,SupplyOrder-MosquitoNet.pdf (1668.00 KB),"Dr. Y K Gautam, IPS",Internal,,Samiron Deka,04-Oct-2019 12:35 PM,finsummary_7253.pdf (1001.90 KB),Assam Police,2017_AP_4531_1,S/III-301/UNI/Mosnet/2017-18/3,Supply of Readymade Mosquito Net,Finance,Admitted for further evaluation.,Pabitra Kumar Gogoi,16-Feb-2019 11:43 AM,,BOQ Comparative Chart,1,25135,Agarwal Industries,09-Jan-2018 01:28 PM,Rejected-Finance,Due to L3,04-Oct-2019 12:35 PM,Technical,As per Technical Committee report.,Samiron Deka,16-Feb-2019 11:32 AM,,1.0,25490.0,ANKAY SUPPLY CENTRE,INR,9886458.0,"Dr. Y. K. Gautam, IPS",Internal,,Samiron Deka,16-Feb-2019 11:39 AM,16-Feb-2019 11:40 AM,techsummary_7253.pdf (663.83 KB),AOC,20-Dec-2017 11:35 AM,11-Jan-2018 03:30 PM,20-Dec-2017 11:35 AM,09-Jan-2018 05:00 PM,NA ,NA ,20-Dec-2017 11:35 AM,09-Jan-2018 05:00 PM,16-Feb-2019 11:40 AM,200.0,"Inspector General of Police (Admin), Assam",Guwahati,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Pre and Technical Qualification,"3,00,000",No,fixed,,"Inspector General of Police (Admin), Assam",Guwahati,Supply of Readymade Mosquito Net,Supply of Readymade Mosquito Net (Khaki and White) to Assam Police,Please refer Tender documents. ,NA ,0.0,Uniforms/Curtains/Clothes,NA ,Tender,365.0,60.0,Guwahati,781007.0,NA ,NA ,NA ,Assam Police Headquarters,No ,No,Inspector General of Police (Admin),"Assam Police Headquarters, Ulubari, Guwahati",Assam Police,S/III-301/UNI/Mosnet/2017-18/3,2017_AP_4531_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,25490,ANKAY SUPPLY CENTRE,09-Jan-2018 08:01 AM,Accepted-AOC,Approved by the Purchase Committee,12-Feb-2021 11:27 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,25438,DLIGHTS,08-Jan-2018 08:48 PM,Rejected-Finance,Due to L2,04-Oct-2019 12:35 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,25140,Hrishita Private Limited,09-Jan-2018 04:56 PM,Rejected-Technical,Not qualified.,16-Feb-2019 11:39 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,25440,J.M. DISTRIBUTORS,08-Jan-2018 10:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 11:32 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,24990,Mafatlal Industries Limited,09-Jan-2018 04:27 PM,Rejected-Technical,Not qualified.,16-Feb-2019 11:39 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,25481,M/s INTERLINK,09-Jan-2018 04:21 PM,Rejected-Finance,Due to L4,04-Oct-2019 12:35 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,24994,M/S Narayan Enterprise,08-Jan-2018 06:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 11:32 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,25004,M/S Parbati Enterprise,08-Jan-2018 07:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 11:32 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,25562,M/S TIRUPATI ENTERPRISE,09-Jan-2018 04:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2019 11:32 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
