Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Bhoranj Division, HP.PWD., Bho","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",Periodical renewal on Patta Awah Devi road Km. 0.0 to 17.500 financial incentive 2019-20 Part-II during the year 2020-21,SH P.L. 30 mm thick bitumen concrete at RD 12.0 to 16.0.,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,PWD Division Bhoranj,No ,No,"1,500","E.E. HP.PWD., Bhoranj Division",Bhoranj,Yes,"66,400",Yes,fixed,,EE Bhoranj Division,Bhoranj,1.0,DD - Demand Draft,PWD,Periodical renewal on Patta Awah Devi road Km. 0/0,2020_PWD_43186_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,14-Dec-2020 12:30 PM,22-Dec-2020 11:30 AM,14-Dec-2020 12:35 PM,22-Dec-2020 10:30 AM,NA ,NA ,14-Dec-2020 12:35 PM,22-Dec-2020 10:30 AM,07-Jan-2021 11:30 AM,AOC,1.0,192689.0,Piar Chand Chauhan,21-Dec-2020 08:33 PM,Rejected-AOC,L2,04-Mar-2021 05:57 PM,Technical,Technical Bid evaluation Report attached,Virender Singh Guleria,06-Jan-2021 03:53 PM,technical_63961.pdf,Finance,Summary attached,Virender Singh Guleria,19-Jan-2021 03:41 PM,finance_63961.pdf,BOQ Comparative Chart,1.0,192011.0,S.S.Chauhans Construction Private Limted,INR,"4,216,325","E.E.HP.PWD., Bhoranj Division",Internal,"SupdtGr-II ,DAO, HDM A.E. Bhoranj",Virender Singh Guleria,06-Jan-2021 03:59 PM,07-Jan-2021 11:30 AM,techsummary_63961.pdf (347.07 KB),PWD,2020_PWD_43186_1,Periodical renewal on Patta Awah Devi road Km. 0/0,Periodical renewal on Patta Awah Devi road Km. 0.0 to 17.500 financial incentive 2019-20 Part-II during the year 2020-21,04-Mar-2021,"INR 4,216,325",90.0,Virender Singh Guleria,04-Mar-2021 05:57 PM,ALPRPattaAwahDevi.PDF (396.00 KB),Award letter attached,"E.E.HP.PWD., Bhoranj Division",Internal,"Supdt.Gr.-II, DAO, HDM, A.E. Bhoranj",Virender Singh Guleria,19-Jan-2021 03:48 PM,finsummary_63961.pdf (226.30 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,"Earnest Money-Indicated in Schedule F (FDR duly pledged in favour of Executive Engineer, HPPWD., Bh",,,,,,,,,,AOC,2.0,192784.0,Praveen Thakur,21-Dec-2020 09:06 PM,Not Admitted-Finance,Not qualified for AOC,19-Jan-2021 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration- Gen. Rules Sr. No 23 and 26.3,,,,,,,,,,AOC,3.0,192011.0,S.S.Chauhans Construction Private Limted,22-Dec-2020 10:29 AM,Accepted-AOC,L1,04-Mar-2021 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration -Refer Gen. Rules Sr. No 21 and 26.4,,,,,,,,,,AOC,4.0,192638.0,umesh sharma,21-Dec-2020 01:49 PM,Rejected-AOC,L3,04-Mar-2021 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of, Mandatory Machinery Tool and Plant as per Gen Rules 25 and Schedule F Sr. No.6.19",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 28.1),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder/firm may like to be provide.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The radius distance of hot mix plant to site of work should be within 25 Km.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
