Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Technical,Bid Evaluation sheet,Mikot Choudhury,02-Nov-2019 04:35 PM,technical_21274.pdf,1,63610,Ajanta Transformers,29-Aug-2019 08:05 PM,Accepted-AOC,Responsive,25-Feb-2021 03:50 PM,25-Feb-2021,INR 7.02056E+7,180.0,Mikot Choudhury,25-Feb-2021 03:50 PM,DTRPOc.pdf (12532.00 KB),Supply of BIS Level-2 DTR against the NIT NO. 19/8,1.0,63603.0,Power Maker Unit II,INR,59755000.0,Finance,Price Bid Evaluation Details.,Mikot Choudhury,25-Feb-2021 12:07 PM,finance_21274.pdf,BOQ Comparative Chart,"MD, APDCL",Internal,TPC-1,Mikot Choudhury,02-Nov-2019 04:47 PM,07-Nov-2019 12:00 PM,techsummary_21274.pdf (817.64 KB),Assam Power Distribution Company Ltd||CGM(Head Quarters) - APDCL,2019_APDCL_13778_1,APDCL/CGM (HQ)/ MAT/SOPD 2019-20/NIT NO-19/8,Supply of BIS Level-2 DTR,"MD, APDCL",Internal,TPC-1,Mikot Choudhury,25-Feb-2021 03:20 PM,finsummary_21274.pdf (631.03 KB),AOC,Assam Power Distribution Company Ltd||CGM(Head Quarters) - APDCL,APDCL/CGM (HQ)/ MAT/SOPD 2019-20/NIT NO-19/8,2019_APDCL_13778_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Cost,1.0,DD - Demand Draft,"25,00,000",No,fixed,,APDCL,Guwahati,Supply of BIS Level-2 DTR,"SUPPLY OF ENERGY EFFICIENT DISTRIBUTION TRANSFORMER CONFIRMING TO BIS LEVEL 2, IS 1180_Part1_2014",Please refer Tender documents. ,NA ,0.0,Electrical Work/ Equipment,NA ,Tender,180.0,180.0,Guwahati,781019.0,"Bijulee Bhawan, Paltan Bazar, Guwahati ","Office Chamber of CGM(HQ), APDCL 4th floor, Bijulee Bhawan, Paltanbazar, Ghy-1 ",13-Aug-2019 03:00 PM ,"Office of the CGM (HQ), APDCL",No ,No,1.0,Corrigendum 2,Other,,03-Aug-2019 09:00 AM,03-Sep-2019 03:00 PM,03-Aug-2019 09:00 AM,31-Aug-2019 05:00 PM,NA ,NA ,21-Aug-2019 10:00 AM,31-Aug-2019 05:00 PM,07-Nov-2019 12:00 PM,"14,160",APDCL,Guwahati,No,CGM(HQ)_ADPCL,"O/o The CGM(HQ), APDCL, 4th floor, Bijulee Bhawan, Paltanbazar, Ghy-1",AOC
,,,,,2,63878,East India Udyof Ltd.,31-Aug-2019 10:57 AM,Rejected-Technical,Non-responsive,02-Nov-2019 04:47 PM,,,,,,,,2.0,63610.0,Ajanta Transformers,INR,39790000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,63725,ELEN ENGINEERING,29-Aug-2019 05:31 PM,Rejected-Technical,Non-responsive,02-Nov-2019 04:47 PM,,,,,,,,3.0,63729.0,KAMAKHYA TRANSFORMERS,INR,152100000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Technical Documents,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,63991,EXCEL ENGINEERS,31-Aug-2019 12:57 PM,Accepted-AOC,Responsive,25-Feb-2021 03:50 PM,,,,,,,,4.0,63750.0,TECHNOVEL,INR,77671000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,63943,KALITA ELECTRICAL PVT LTD,29-Aug-2019 12:35 PM,Rejected-Technical,Non-responsive,02-Nov-2019 04:47 PM,,,,,,,,5.0,63921.0,RANGGHAR ELECTROTECH,INR,72450000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,63729,KAMAKHYA TRANSFORMERS,28-Aug-2019 05:11 PM,Accepted-AOC,Responsive,25-Feb-2021 03:50 PM,,,,,,,,6.0,63958.0,NORTH EAST ELECTRICAL INDUSTRY,INR,61065000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,63979,N.K. POWER,30-Aug-2019 07:21 PM,Accepted-AOC,Responsive,25-Feb-2021 03:50 PM,,,,,,,,7.0,63964.0,VIDYUT TECHNO TRADE,INR,29440000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,63958,NORTH EAST ELECTRICAL INDUSTRY,30-Aug-2019 01:35 PM,Accepted-AOC,Responsive,25-Feb-2021 03:50 PM,,,,,,,,8.0,63974.0,Shree Sai Electricals,INR,43010000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,63603,Power Maker Unit II,31-Aug-2019 02:21 PM,Accepted-AOC,Responsive,25-Feb-2021 03:50 PM,,,,,,,,9.0,63979.0,N.K. POWER,INR,133310000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,63711,P P INDUSTRIES PVT LTD,28-Aug-2019 07:30 PM,Rejected-Finance,Non-Responsive,25-Feb-2021 03:20 PM,,,,,,,,10.0,63991.0,EXCEL ENGINEERS,INR,33465000.0,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
