Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
05-Mar-2021,"INR 498,629",180.0,Mandeep Gupta,05-Mar-2021 10:48 AM,AOC.pdf (604.00 KB),Award to contractor,Technical,Technical Bid Opening Summary,Mandeep Gupta,29-Sep-2020 05:44 PM,technical_59880.pdf,Finance,Financial Bid Opening Summary,Mandeep Gupta,01-Oct-2020 03:52 PM,finance_59880.pdf,BOQ Comparative Chart,1.0,177995.0,deepak,16-Sep-2020 06:54 PM,Rejected-Finance,Rejected,05-Mar-2021 10:45 AM,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAO EE,Mandeep Gupta,29-Sep-2020 05:48 PM,29-Sep-2020 05:50 PM,techsummary_59880.pdf (98.61 KB),1.0,178214.0,Hushan Singh,INR,"380,600","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_40558_9,SMR00-NHN-722-6298-6358 dt 09-09-2020,A/R and M/O of LWSS Binah Ki Ser and its adjoining habitation under GP Tehsil Pachhad Dist Sirmour,Dr. Mandeep Gupta EE,Internal,Dman HDM EE,Mandeep Gupta,05-Mar-2021 10:45 AM,finsummary_59880.pdf (604.17 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,11-Sep-2020 04:00 PM,18-Sep-2020 11:30 AM,11-Sep-2020 04:00 PM,18-Sep-2020 11:00 AM,NA ,NA ,11-Sep-2020 04:00 PM,18-Sep-2020 11:00 AM,29-Sep-2020 05:50 PM,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",SMR00-NHN-722-6298-6358 dt 09-09-2020,2020_HPIPH_40558_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,ICICI BANK,A/R and M/O of LWSS Binah Ki Ser and its adjoining habitation under GP Tehsil Pachhad Dist Sirmour,C/O Pump house cum attendant Qtr,Please refer Tender documents. ,NA ,"4,98,629",Civil Works,Pumphouse ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"10,000",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,AOC
,,,,,,,,,,,,,,,,,,2.0,178214.0,Hushan Singh,17-Sep-2020 10:27 PM,Accepted-AOC,AOC,05-Mar-2021 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,178226.0,RAVI DUTT CONTRACTOR,18-Sep-2020 07:15 AM,Rejected-Finance,Rejected,05-Mar-2021 10:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Enlistment/Registration in HP Jal Shakti Vibhag in valid class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,PAN and GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Undertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
