Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
350.0,EE JAWALI,JAWALI,No,PWD,PWJ/CB/TENDER/20-17175-17205 Dt 18-12-2020,2021_PWD_43859_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender online or offline (indicated in Schedule F),30-Jan-2021 11:00 AM,18-Feb-2021 11:30 AM,30-Jan-2021 11:00 AM,17-Feb-2021 04:00 PM,NA ,NA ,30-Jan-2021 11:00 AM,17-Feb-2021 04:00 PM,25-Feb-2021 11:30 AM,"15,300",No,fixed,,EE JAWALI,JAWALI,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER HPPWD DIVISION JAWALI,Special Repair of PWD Rest House at Jawali Tehsil Jawali Distt. Kangra HP,Construction of One Room in existing Accommodation PWD Rest House at Jawali Tehsil Jawali Distt. Kangra HP,Please refer Tender documents. ,NA ,"7,67,928",Civil Works,NA ,Tender,45.0,90.0,JAWALI,176023.0,NA ,NA ,NA ,HPPWD DIVISION JAWALI,No ,No,1.0,ICICI BANK,AOC,1.0,198836.0,ARUN KUMAR,INR,"891,916",Finance,Proceeding,Jagtar Singh Thakur,18-Mar-2021 02:22 PM,finance_65545.pdf,BOQ Comparative Chart,1.0,198836.0,ARUN KUMAR,16-Feb-2021 05:04 PM,Accepted-AOC,Accepted,18-Mar-2021 02:30 PM,Technical,Proceeding,Jagtar Singh Thakur,23-Feb-2021 05:07 PM,technical_65545.pdf,PWD,2021_PWD_43859_1,PWJ/CB/TENDER/20-17175-17205 Dt 18-12-2020,Special Repair of PWD Rest House at Jawali Tehsil Jawali Distt. Kangra HP,Er. J.S Tahkur EE,Internal,"AE Jawali,DAO,Supdt-Gr-II,HDM",Jagtar Singh Thakur,23-Feb-2021 05:08 PM,25-Feb-2021 11:30 AM,techsummary_65545.pdf (678.67 KB),Er. J.S Thakur EE,Internal,"AE Jawali,DAO,Supdt-Gr-II,HDM",Jagtar Singh Thakur,18-Mar-2021 02:28 PM,finsummary_65545.pdf (678.67 KB),18-Mar-2021,"INR 891,916",90.0,Jagtar Singh Thakur,18-Mar-2021 02:30 PM,Award.pdf (794.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest of Money online or offline (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,198775.0,ARUN KUMAR,16-Feb-2021 04:12 PM,Rejected-AOC,Rejected,18-Mar-2021 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rules No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,197260.0,Bhiwani Singh,05-Feb-2021 03:56 PM,Rejected-AOC,Rejected,18-Mar-2021 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"GST No, PAN No, EPF (Refer General Rules No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, one similar nature work not less than forty percent amount put to tender last five years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Detail regarding arbitration litigation cases for the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the information furnished with BID documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
