0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 01-07-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 01-07-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as per 
CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,Nil,,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub-
division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,5,"Bajali, Dhemaji, Golaghat, Jorhat, Kamrup",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",8,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Bajali, Sarupeta",,,,,,,
,Dhemaji,1,Sissiborgaon,,,,,,,
,Golaghat,1,Dergaon,,,,,,,
,Jorhat,1,Jorhat West,,,,,,,
,Kamrup,3,"Kamalpur, North Ghy, Hajo",,,,,,,
,Total,8,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,10,"( Bajali | 9 ), ( Sarupeta | 1 )",,,,,,,
,Dhemaji,1,( Sissiborgaon | 1 ),,,,,,,
,Golaghat,6,( Dergaon | 6 ),,,,,,,
,Jorhat,1,( Jorhat West | 1 ),,,,,,,
,Kamrup,104,"( Kamalpur | 21 ), ( North Ghy | 6 ), ( Hajo | 77 )",,,,,,,
,Total,122,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,,"Crop 
Area ( in 
Hect. )",Crop Area Details,
,Bajali,944,895,202,2041,"( Bajali | 1983 ), ( 
Sarupeta | 58 )",,15.00,"( Bajali | 7.00 ), ( 
Sarupeta | 8.00 )",
,Dhemaji,136,145,85,366,( Sissiborgaon | 366 ),,15.00,( Sissiborgaon | 15.00 ),
,Golaghat,0,0,0,0,( Dergaon | 0 ),,12.10,( Dergaon | 12.10 ),
,Jorhat,0,0,0,0,( Jorhat West | 0 ),,6.60,( Jorhat West | 6.60 ),
,Kamrup,2,2,4,8,"( Kamalpur | 0 ), ( 
North Ghy | 8 ), ( Hajo 
| 0 )",,1031.53,"( Kamalpur | 33.03 ), ( 
North Ghy | 10.50 ), ( 
Hajo | 988.00 )",
,Total,1082,1042,291,2415,,,1080.23,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Bajali,2,0(Bajali | 0),,,,2(Bajali | 2),,,
,Kamrup,7,"1(North Ghy | 1, Hajo | 0)",,,,"6(North Ghy | 1, Hajo | 5)",,,
,Total,9,1,,,,8,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Kamrup,8,"(Kamalpur | 0), (Hajo | 0), 
(North Ghy | 8)",,,2,2,4,0,0
,Total,8,,,,2,2,4,0,0
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Bajali,1632,725,687,220,,,,,
,Dhemaji,55,35,20,0,,,,,
,Kamrup,22185,18518,3667,0,,,,,
,Total,23872,19278,4374,220,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged",Nil,,,,,,,,,
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopte
rs 
Deployed","Person 
Evacuate
d By 
Helicopte
rs","Medical 
Team 
Deploye
d"
,Kamrup,,,,0,0,0,0,0,1
,Total,,,,0,0,0,0,0,1
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Bajali,0.00,0.00,0.00,0.00,0.00,195.60,0.00,,
,Kamrup,0.10,0.02,0.01,0.60,0.00,734.00,0.00,,
,Total,0.10,0.02,0.01,0.60,0.00,929.60,0.00,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Bajali,0.00-ml,,0.00-Pkt,,,,,,
,Kamrup,0.00-Q,,0.00-Q,,Candle-2.00-Pkt,,,,
"Infrastructur
e Damaged - 
Embankmen
t Breached",Nil,,,,,,,,,
"Infrastructur
e Damaged - 
Embankmen
ts Affected",Nil,,,,,,,,,
"Infrastructur
e Damaged - 
Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Bajali,49,"Bajali - Chakla Village, Patacharkuchi- Anchali Road. | Chakla | Road damaged. length- 20.00m, 
Breadth - 1.50m, Height- 1.18m This report is received from Executive Engineer,PWRD, 
Bhawanipur, Patacharkuchi & Sarukhetri TR Division on 01/07/2023 | (Long - 91.236621, Lat - 
26.506438, Dept - PWD (Roads)),  
Bongaon – Kashkuri Road. | Bongaon | Road damaged. length- 2000.00m.,Breadth - 1.50m , 
Height-1.10m. This report is received from Executive Engineer,PWRD, Bhawanipur, 
Patacharkuchi & Sarukhetri TR Division on 01/07/2023 | (Long - 91.209845, Lat - 26.432779, Dept 
- PWD (Roads)),  
Ghelengpara- Bagapara Road | Bagapara | Road damaged. length-600.00m,Breadth -6.00m, Height-
1.00 This report is received from Executive Engineer,PWRD, Bhawanipur, Patacharkuchi & 
Sarukhetri TR Division on 01/07/2023 | (Long - 91.237448, Lat - 26.467396, Dept - PWD 
(Roads)),  
Ulua Bhogeswari Road at 3rd km | Bhoges | Road damaged. length-2000.00m ,Breadth -6.00m ,",,,,,,,
