0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 16-07-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 16-07-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as per 
CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,"Dikhou (Sivasagar), Brahmaputra (Dhubri; Tezpur; Neamatighat)",,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub-
division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,13,"Biswanath, Chirang, Darrang, Dhemaji, 
Dibrugarh, Golaghat, Lakhimpur, Majuli, 
Morigaon, Nagaon, Sivasagar, Sonitpur, 
Tamulpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",28,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,2,"Gohpur, Halem",,,,,,,
,Chirang,2,"Bengtal, Bijni",,,,,,,
,Darrang,1,Sipajhar,,,,,,,
,Dhemaji,4,"Dhemaji, Gogamukh, Sissiborgaon, Jonai",,,,,,,
,Dibrugarh,4,"Dibrugarh East, Moran, Chabua, Dibrugarh West",,,,,,,
,Golaghat,3,"Khumtai, Dergaon, Bokakhat",,,,,,,
,Lakhimpur,3,"Bihpuria, Kadam, Narayanpur",,,,,,,
,Majuli,2,"Majuli, Ujani Majuli",,,,,,,
,Morigaon,2,"Bhuragaon, Mayong",,,,,,,
,Nagaon,1,Samaguri,,,,,,,
,Sivasagar,2,"Nazira, Sivsagar",,,,,,,
,Sonitpur,1,Tezpur,,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Total,28,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,43,"( Gohpur | 6 ), ( Halem | 37 )",,,,,,,
,Chirang,21,"( Bengtal | 10 ), ( Bijni | 11 )",,,,,,,
,Darrang,3,( Sipajhar | 3 ),,,,,,,
,Dhemaji,98,"( Dhemaji | 6 ), ( Gogamukh | 3 ), ( Sissiborgaon | 29 ), ( Jonai | 60 )",,,,,,,
,Dibrugarh,22,"( Dibrugarh East | 3 ), ( Moran | 4 ), ( Chabua | 7 ), ( Dibrugarh West | 8 )",,,,,,,
,Golaghat,42,"( Khumtai | 4 ), ( Dergaon | 7 ), ( Bokakhat | 31 )",,,,,,,
,Lakhimpur,21,"( Bihpuria | 2 ), ( Kadam | 9 ), ( Narayanpur | 10 )",,,,,,,
,Majuli,52,"( Majuli | 38 ), ( Ujani Majuli | 14 )",,,,,,,
,Morigaon,18,"( Bhuragaon | 8 ), ( Mayong | 10 )",,,,,,,
,Nagaon,6,( Samaguri | 6 ),,,,,,,
,Sivasagar,40,"( Nazira | 9 ), ( Sivsagar | 31 )",,,,,,,
,Sonitpur,4,( Tezpur | 4 ),,,,,,,
,Tamulpur,1,( Tamulpur | 1 ),,,,,,,
,Total,371,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,
,Biswanath,2404,2595,2408,7407,"( Gohpur | 0 ), ( Halem 
| 7407 )",818.00,"( Gohpur | 53.00 ), ( 
Halem | 765.00 )",,
,Chirang,1946,1926,2160,6032,"( Bijni | 2299 ), ( 
Bengtal | 3733 )",,0.00,"( Bijni | 0.00 ), ( 
Bengtal | 0.00 )",
,Darrang,735,615,145,1495,( Sipajhar | 1495 ),,0.00,( Sipajhar | 0.00 ),
,Dhemaji,10988,10359,6793,28140,"( Dhemaji | 1415 ), ( 
Gogamukh | 2097 ), ( 
Sissiborgaon | 11532 ), 
( Jonai | 13096 )",,1299.05,"( Dhemaji | 40.00 ), ( 
Gogamukh | 0.00 ), ( 
Sissiborgaon | 489.80 
), ( Jonai | 769.25 )",
,Dibrugarh,4547,3730,2257,10534,"( Dibrugarh East | 1674 
), ( Moran | 1168 ), ( 
Chabua | 6273 ), ( 
Dibrugarh West | 1419 
)",,97.00,"( Dibrugarh East | 0.00 
), ( Moran | 10.00 ), ( 
Chabua | 87.00 ), ( 
Dibrugarh West | 0.00 
)",
,Golaghat,16296,10864,1805,28965,"( Khumtai | 1750 ), ( 
Dergaon | 394 ), ( 
Bokakhat | 26821 )",,148.00,"( Khumtai | 32.00 ), ( 
Dergaon | 21.00 ), ( 
Bokakhat | 95.00 )",
,Lakhimpur,669,760,693,2122,"( Bihpuria | 0 ), ( 
Kadam | 1800 ), ( 
Narayanpur | 322 )",,254.80,"( Bihpuria | 0.00 ), ( 
Kadam | 122.00 ), ( 
Narayanpur | 132.80 )",
