0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 15-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 15-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,,,Nil,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,
"District 
Affected","No. of 
Districts 
Name of Flood Affected Districts 
Affected",,,,,Name of Urban Flood Districts,,,,
,"6 
Dhemaji, Dibrugarh, Lakhimpur",,,,,"Cachar, Kamrup (M), Nalbari",,,,
"No. Of 
Revenue 
Circles 
Affected",10,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected",District,Total,Revenue Circle,,,,,,,
,Cachar,1,Silchar,,,,,,,
,Dhemaji,2,"Dhemaji, Sissiborgaon",,,,,,,
,Dibrugarh,1,Chabua,,,,,,,
,"Kamrup 
(M)",2,"Dispur, Guwahati",,,,,,,
,Lakhimpur,3,"North Lakhimpur, Nowboicha, Kadam",,,,,,,
,Nalbari,1,Nalbari,,,,,,,
,Total,10,,,,,,,,
"Villages 
Affected",District,Total,Revenue Circle,,,,,,,
,Dhemaji,8,"( Dhemaji | 5 ), ( Sissiborgaon | 3 )",,,,,,,
,Dibrugarh,1,( Chabua | 1 ),,,,,,,
,Lakhimpur,16,"( North Lakhimpur | 1 ), ( Nowboicha | 11 ), ( Kadam | 4 )",,,,,,,
,Total,25,,,,,,,,
"Population 
And Crop 
Area 
Affected",District,Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,"Crop Area 
( in Hect. )",Crop Area Details,,
,Dhemaji,676,599,222,1497,"( Dhemaji | 510 ), ( 
Sissiborgaon | 987 )",35.00,"( Dhemaji | 15.00 ), ( 
Sissiborgaon | 20.00 )",,
,Dibrugarh,1567,1240,1050,3857,( Chabua | 3857 ),0.00,( Chabua | 0.00 ),,
,Lakhimpur,11275,11026,1215,23516,"( North Lakhimpur | 
1050 ), ( Kadam | 0 ), ( 
Nowboicha | 22466 )",180.57,"( North Lakhimpur | 
0.00 ), ( Kadam | 4.07 
), ( Nowboicha | 176.50 
)",,
,Total,13518,12865,2487,28870,,215.57,,,
"Relief 
Camps / 
Centres 
Opened",District,Total,"Relief Camp 
Relief Distribution Centres",,,,,,,
,Lakhimpur,3,"0(Nowboicha | 0) 
3(Nowboicha | 3)",,,,,,,
,Total,3,"0 
3",,,,,,,
"Inmates In 
Relief 
Camps",Nil,,,,,,,,,
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District 
Total 
Big 
Small 
Poultry",,,,,,,,,
,"Dhemaji 
953 
214 
108 
631",,,,,,,,,
,"Lakhimpur 
5354 
3780 
1574 
0",,,,,,,,,
,"Total 
6307 
3994 
1682 
631",,,,,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged",District,"Fully 
Kuccha","Fully 
Pukka","Fully 
Total","Partially 
Kuccha","Partially 
Pukka","Partially 
Total","Others 
Huts","Others 
Cattle 
Shed","Others 
Total"
,Lakhimpur,2,1,3,10,1,11,0,1,1
,Total,2,1,3,10,1,11,0,1,1
"Rescue 
Operation",District,Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopter
s 
Deployed","Person 
Evacuated 
By 
Helicopter
s","Medical 
Team 
Deploye
d"
,Lakhimpur,SDRF,,,1,10,0,0,0,2
,Total,,,,1,10,0,0,0,2
"Relief 
Distributed",District,"Rice (in 
Q)","Dal (in 
Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Lakhimpur,32.38,6.24,1.87,187.00,0.00,0.00,0.00,,
,Total,32.38,6.24,1.87,187.00,0.00,0.00,0.00,,
"Relief 
Distributed 
Others",District,"Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Lakhimpur,0.00-Q,,339.00-Pkt,,Candles -491.00-Pkt,,,,
"Infrastructur
e Damaged - 
Embankmen
t Breached",District,"Numbe
r",Details,,,,,,,
,Goalpara,1,"Matia - Dohapara Bamunpara Bandh | Bamunpara | Right Bank of Dudhnoi River, Total Breach 
Length = 10 m as on 15/06/2023 as reported by Water Resources Department, Goalpara | (Long - 
90.753727, Lat - 26.020408, Dept - P&RD)",,,,,,,
,Total,1,,,,,,,,
"Infrastructur
e Damaged - 
Embankmen
t Affected",District,"Numbe
r",Details,,,,,,,
