0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 17-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 17-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,,,"Puthimari (Nh Road Crossing), Kopili (Kampur), Brahmaputra 
(Neamatighat)",,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,13,"Biswanath, Darrang, Dhemaji, Dibrugarh, 
Hojai, Lakhimpur, Nagaon, Sonitpur, 
Tinsukia, Udalguri",,,,"Cachar, Kamrup (M), Nalbari",,,,
"No. Of 
Revenue 
Circles 
Affected",23,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,2,"Gohpur, Halem",,,,,,,
,Cachar,1,Silchar,,,,,,,
,Darrang,2,"Mangaldoi, Dalgaon",,,,,,,
,Dhemaji,1,Dhemaji,,,,,,,
,Dibrugarh,2,"Chabua, Dibrugarh West",,,,,,,
,Hojai,3,"Doboka, Lanka, Hojai",,,,,,,
,Kamrup (M),2,"Azara, Dispur",,,,,,,
,Lakhimpur,2,"Nowboicha, Narayanpur",,,,,,,
,Nagaon,1,Raha,,,,,,,
,Nalbari,1,Nalbari,,,,,,,
,Sonitpur,3,"Dhekiajuli, Tezpur, Chariduar",,,,,,,
,Tinsukia,1,Tinsukia,,,,,,,
,Udalguri,2,"Harisinga, Kalaigaon",,,,,,,
,Total,23,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,28,"( Gohpur | 5 ), ( Halem | 23 )",,,,,,,
,Darrang,19,"( Mangaldoi | 2 ), ( Dalgaon | 17 )",,,,,,,
,Dhemaji,4,( Dhemaji | 4 ),,,,,,,
,Dibrugarh,7,"( Chabua | 1 ), ( Dibrugarh West | 6 )",,,,,,,
,Hojai,17,"( Doboka | 3 ), ( Lanka | 3 ), ( Hojai | 11 )",,,,,,,
,Lakhimpur,24,"( Nowboicha | 13 ), ( Narayanpur | 11 )",,,,,,,
,Nagaon,9,( Raha | 9 ),,,,,,,
,Sonitpur,24,"( Dhekiajuli | 1 ), ( Tezpur | 14 ), ( Chariduar | 9 )",,,,,,,
,Tinsukia,3,( Tinsukia | 3 ),,,,,,,
,Udalguri,11,"( Harisinga | 3 ), ( Kalaigaon | 8 )",,,,,,,
,Total,146,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,
,Biswanath,1652,1366,613,3631,"( Gohpur | 1400 ), ( 
Halem | 2231 )",40.00,"( Gohpur | 23.50 ), ( 
Halem | 16.50 )",,
,Darrang,432,362,277,1071,"( Mangaldoi | 178 ), ( 
Dalgaon | 893 )",70.00,"( Mangaldoi | 0.00 ), ( 
Dalgaon | 70.00 )",,
,Dhemaji,156,152,52,360,( Dhemaji | 360 ),15.00,( Dhemaji | 15.00 ),,
,Dibrugarh,1567,1240,1050,3857,"( Chabua | 3857 ), (",170.50,"( Chabua | 116.50 ), (",,
,,,,,,Dibrugarh West | 0 ),,,"Dibrugarh West | 54.00 
)",
,Hojai,0,0,0,0,"( Doboka | 0 ), ( Hojai | 
0 ), ( Lanka | 0 )",,322.75,"( Doboka | 37.00 ), ( 
Hojai | 260.19 ), ( 
Lanka | 25.56 )",
,Lakhimpur,12221,12094,960,25275,"( Nowboicha | 25097 ), 
( Narayanpur | 178 )",,29.63,"( Nowboicha | 0.00 ), ( 
Narayanpur | 29.63 )",
,Nagaon,0,0,0,0,( Raha | 0 ),,490.87,( Raha | 490.87 ),
,Sonitpur,29,23,0,52,"( Dhekiajuli | 52 ), ( 
Chariduar | 0 ), ( 
Tezpur | 0 )",,24.90,"( Dhekiajuli | 0.00 ), ( 
Chariduar | 15.00 ), ( 
Tezpur | 9.90 )",
,Tinsukia,985,848,833,2666,( Tinsukia | 2666 ),,238.00,( Tinsukia | 238.00 ),
,Udalguri,312,228,83,623,"( Harisinga | 365 ), ( 
Kalaigaon | 258 )",,8.00,"( Harisinga | 0.00 ), ( 
Kalaigaon | 8.00 )",
,Total,17354,16313,3868,37535,,,1409.65,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Biswanath,4,"0(Gohpur | 0, Halem | 0)",,,,"4(Gohpur | 2, Halem | 2)",,,
,Dibrugarh,1,0(Chabua | 0),,,,1(Chabua | 1),,,
,Lakhimpur,10,0(Nowboicha | 0),,,,10(Nowboicha | 10),,,
,Tinsukia,1,0(Tinsukia | 0),,,,1(Tinsukia | 1),,,
,Udalguri,3,2(Kalaigaon | 2),,,,1(Kalaigaon | 1),,,
,Total,19,2,,,,17,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Udalguri,9,"(Harisinga | 0), (Kalaigaon | 9)",,,4,4,0,1,0
,Total,9,,,,4,4,0,1,0
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
