0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 06-07-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 06-07-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)","Rivers flowing above danger 
level",,,Nil,,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Su
b-division 
Affected","No. of 
Districts/S
ub-
divisions* 
Affected","Name of Flood Affected 
Districts/Sub-divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,6,"Bajali, Biswanath, Dhemaji, Jorhat, 
Kamrup, Lakhimpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",12,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Su
b-division*",Total,Revenue Circle,,,,,,,
,Bajali,1,Sarupeta,,,,,,,
,Biswanath,2,"Halem, Gohpur",,,,,,,
,Dhemaji,2,"Sissiborgaon, Dhemaji",,,,,,,
,Jorhat,2,"Jorhat East, Teok",,,,,,,
,Kamrup,2,"North Ghy, Hajo",,,,,,,
,Lakhimpur,3,"Bihpuria, Kadam, Narayanpur",,,,,,,
,Total,12,,,,,,,,
"Villages 
Affected","District/Su
b-division*",Total,Revenue Circle,,,,,,,
,Bajali,1,( Sarupeta | 1 ),,,,,,,
,Biswanath,8,"( Halem | 6 ), ( Gohpur | 2 )",,,,,,,
,Dhemaji,6,"( Sissiborgaon | 2 ), ( Dhemaji | 4 )",,,,,,,
,Jorhat,5,"( Jorhat East | 3 ), ( Teok | 2 )",,,,,,,
,Kamrup,36,"( North Ghy | 6 ), ( Hajo | 30 )",,,,,,,
,Lakhimpur,15,"( Bihpuria | 5 ), ( Kadam | 2 ), ( Narayanpur | 8 )",,,,,,,
,Total,71,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Su
b-division*",Male,"Fema
le","Childr
en","Total 
Populati
on",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,
,Bajali,30,22,6,58,( Sarupeta | 58 ),0.00,( Sarupeta | 0.00 ),,
,Biswanath,0,0,0,0,"( Halem | 0 ), ( 
Gohpur | 0 )",52.00,"( Halem | 11.00 ), ( 
Gohpur | 41.00 )",,
,Dhemaji,1141,998,380,2519,"( Sissiborgaon | 1372 
), ( Dhemaji | 1147 )",58.00,"( Sissiborgaon | 
40.00 ), ( Dhemaji | 
18.00 )",,
,Jorhat,207,187,178,572,"( Jorhat East | 0 ), ( 
Teok | 572 )",5.50,"( Jorhat East | 5.50 ), 
( Teok | 0.00 )",,
,Kamrup,0,0,0,0,"( North Ghy | 0 ), ( 
Hajo | 0 )",125.00,"( North Ghy | 5.00 ), 
( Hajo | 120.00 )",,
,Lakhimpur,604,488,903,1995,"( Bihpuria | 0 ), ( 
Kadam | 1995 ), (",74.90,"( Bihpuria | 60.00 ), ( 
Kadam | 0.00 ), (",,
,,,"Narayanpur | 0 ) 
Narayanpur | 14.90 )",,,,,,,
,Total,1982,"1695 
1467 
5144 
315.40",,,,,,,
"Relief 
Camps / 
Centres 
Opened","District/Su
b-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Dhemaji,2,0(Dhemaji | 0),,,,2(Dhemaji | 2),,,
,Lakhimpur,1,1(Kadam | 1),,,,0(Kadam | 0),,,
,Total,3,1,,,,2,,,
"Inmates In 
Relief 
Camps","District/Su
b-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant 
/ 
Lactatin
g Mother","Person 
with 
Disabili
ty"
,Lakhimpur,15,"(Bihpuria | 0), (Narayanpur | 
0), (Kadam | 15)",,,4,8,3,0,0
,Total,15,,,,4,8,3,0,0
"Human 
Lives Lost 
- 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed 
- Death 
Type",Nil,,,,,,,,,
"Human 
Lives Lost 
- Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Su
b-division*",Total,Big,Small,Poultry,,,,,
,Bajali,17,12,5,0,,,,,
,Biswanath,2300,1700,600,0,,,,,
,Dhemaji,1020,431,378,211,,,,,
,Kamrup,3950,3850,100,0,,,,,
,Lakhimpur,4788,2804,1984,0,,,,,
,Total,12075,8797,3067,211,,,,,
"Animals 
Washed 
Away","District/Su
b-division*",Total,Big,Small,Poultry,,,,,
,Lakhimpur,1,0,1,0,,,,,
,Total,1,0,1,0,,,,,
"Houses 
Damaged",Nil,,,,,,,,,
"Rescue 
Operation","District/Su
b-division*",Agency,,,"Boats 
Deploye
d","Person 
Evacuat
ed By 
Boats","Animal 
Evacuat
ed By 
Boats","Helicopt
ers 
Deployed","Person 
Evacuate
d By 
Helicopt
ers","Medica
l Team 
Deploy
ed"
,Dhemaji,SDRF,,,1,23,0,0,0,0
,Lakhimpur,"Fire & Emergency 
Services (F&ES)",,,1,38,0,0,0,2
,Total,,,,2,61,0,0,0,2
"Relief 
Distributed","District/Su
b-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil 
(in L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Dhemaji,14.55,2.54,0.76,76.23,0.00,0.00,0.00,,
,Total,14.55,2.54,0.76,76.23,0.00,0.00,0.00,,
"Relief 
Distributed 
Others","District/Su
Baby Food 
Baby Food Solid 
Others 
b-division* 
Liquid",,,,,,,,,
,"Dhemaji 
0.00-Q 
0.00-Q",,,,,,,,,
"Infrastruct
ure 
Damaged - 
Embankm
ent 
Breached",Nil,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Embankm
ent 
Affected","District/Su
b-division*","Numb
er",Details,,,,,,,
,Nagaon,1,"Raha - B/T DYKE ALONG L/B OF KAPILI FROM CHARAIHAGI TO TUKLAITUP | 
Nelipar | eroded length- 260meter (Bank Erosion, offset from embankment 140 meter ) 
Date of occurence -06/07/2023 | (Long - 26.115209, Lat - 92.311945, Dept - BRO)",,,,,,,
,Total,1,,,,,,,,
"Infrastruct
ure 
Damaged - 
Road","District/Su
b-division*","Numb
er",Details,,,,,,,
